Students	90000
1	112 50 745 667
2	658 508 986 793
3	90 173 88 135
4	159 264 517 804
5	552 235 716 475
6	636 319 201 783
7	745 802 677 328
8	244 629 867 362
9	659 378 951 223
10	849 35 204 836
11	625 419 277 842
12	596 829 950 364
13	971 347 548 890
14	823 10 154 176
15	79 482 552 387
16	527 84 357 528
17	123 729 71 640
18	115 978 54 473
19	237 733 354 774
20	828 870 552 663
21	835 942 755 457
22	810 272 387 43
23	360 701 892 368
24	486 728 792 700
25	761 59 29 48
26	610 860 328 174
27	614 439 504 979
28	62 317 662 173
29	898 710 950 158
30	234 367 674 35
31	99 490 718 946
32	636 513 506 231
33	495 674 398 690
34	177 510 913 873
35	182 325 594 462
36	425 604 295 512
37	648 24 115 286
38	37 632 82 455
39	469 726 571 377
40	459 882 712 461
41	27 946 970 249
42	950 236 338 971
43	960 872 272 29
44	955 180 490 924
45	433 578 5 958
46	867 728 390 843
47	235 95 19 842
48	250 162 290 97
49	106 500 140 172
50	678 766 203 149
51	695 564 4 745
52	433 408 655 174
53	2 731 629 866
54	451 906 646 631
55	224 374 354 647
56	60 601 821 258
57	456 343 600 483
58	270 466 979 475
59	787 778 557 512
60	563 363 423 379
61	946 62 296 772
62	442 788 346 337
63	827 556 978 794
64	246 545 381 702
65	869 462 854 576
66	69 316 692 313
67	494 755 422 250
68	1000 19 504 251
69	560 626 721 238
70	239 176 745 811
71	38 294 989 407
72	101 267 586 730
73	953 371 54 507
74	343 168 990 536
75	930 159 674 198
76	731 337 49 283
77	610 421 707 93
78	274 373 794 39
79	526 193 447 531
80	100 935 392 261
81	41 121 645 265
82	501 763 78 541
83	340 709 779 829
84	295 743 11 343
85	510 565 886 139
86	283 529 214 990
87	244 419 841 784
88	233 225 147 583
89	767 261 326 540
90	528 23 42 554
91	162 406 842 873
92	355 503 17 211
93	409 670 28 599
94	36 504 184 14
95	72 150 242 379
96	934 82 401 288
97	789 263 838 468
98	150 113 45 751
99	381 824 793 958
100	120 490 234 526
101	691 934 419 797
102	51 747 178 299
103	998 357 650 8
104	118 122 965 871
105	186 899 52 878
106	215 767 910 666
107	658 4 14 363
108	109 847 750 670
109	383 433 802 583
110	775 704 409 869
111	329 411 30 87
112	806 177 728 512
113	3 73 891 515
114	800 395 571 411
115	750 409 916 381
116	769 45 951 72
117	971 124 388 988
118	738 234 420 638
119	441 29 542 870
120	854 495 724 534
121	468 618 552 759
122	537 443 911 190
123	717 478 942 802
124	435 838 407 441
