Students	80000
1	689 413 471 913
2	914 477 86 458
3	946 612 63 978
4	215 437 875 229
5	515 904 911 251
6	643 404 269 15
7	426 253 266 169
8	836 506 766 602
9	288 501 679 312
10	825 315 969 996
11	626 783 915 748
12	27 988 50 284
13	935 437 172 213
14	768 251 887 90
15	5 852 724 387
16	242 142 608 47
17	653 238 323 291
18	863 393 29 488
19	793 992 209 873
20	670 864 131 115
21	683 960 647 178
22	830 515 280 755
23	238 619 237 128
24	310 962 397 439
25	583 904 88 798
26	471 798 619 936
27	342 189 132 266
28	679 505 332 588
29	765 704 483 581
30	21 965 590 727
31	456 495 752 89
32	881 288 99 232
33	320 901 675 420
34	418 913 883 816
35	403 368 220 701
36	981 738 709 427
37	399 394 595 158
38	87 288 152 750
39	1000 281 232 130
40	899 838 881 199
41	672 394 842 643
42	53 701 422 898
43	142 620 128 137
44	274 863 148 123
45	630 752 589 635
46	486 513 704 393
47	831 611 126 607
48	8 20 447 883
49	755 804 833 99
50	987 395 677 126
51	797 168 432 185
52	452 282 676 41
53	819 97 326 671
54	220 96 556 147
55	615 162 113 82
56	435 11 962 476
57	846 640 705 330
58	699 107 506 75
59	445 865 942 186
60	587 155 622 216
61	489 544 641 561
62	839 172 213 353
63	806 575 616 912
64	687 119 60 653
65	855 190 54 548
66	570 835 479 462
67	18 672 39 435
68	956 594 92 337
69	39 301 691 180
70	128 455 955 431
71	213 610 586 221
72	542 936 425 843
73	898 547 625 900
74	837 394 370 234
75	53 605 531 23
76	622 896 288 425
77	816 562 463 695
78	962 308 878 942
79	558 12 55 741
80	843 771 459 433
81	499 497 329 743
82	982 743 370 712
83	679 656 527 813
84	64 303 153 706
85	55 501 913 524
86	843 467 890 956
87	518 609 957 45
88	588 868 539 429
89	891 741 141 412
90	40 236 491 312
91	340 183 831 41
92	361 805 851 165
93	181 859 262 46
94	606 931 162 236
95	760 125 719 647
96	830 914 344 43
97	942 974 408 3
98	331 269 685 328
99	766 281 359 53
100	424 475 577 308
101	972 631 927 572
102	810 507 535 744
103	460 225 124 490
104	868 326 768 734
105	184 306 36 653
106	128 853 177 275
107	669 615 67 659
108	777 838 200 595
109	88 355 600 68
110	297 515 393 959
111	814 272 941 308
112	246 831 923 181
113	462 537 82 827
114	738 579 486 310
115	689 237 909 629
116	393 775 240 83
117	461 487 972 124
118	429 160 481 517
119	37 317 825 365
120	50 819 712 705
121	696 769 238 106
122	517 513 677 213
123	73 863 308 809
124	80 468 673 749
125	51 387 603 690
126	502 55 188 657
127	346 800 988 82
128	4 995 491 623
129	253 881 706 981
130	310 481 298 432
131	587 135 647 372
132	915 871 68 8
133	465 395 432 55
134	837 413 785 995
135	435 486 136 30
136	870 809 311 54
137	433 335 975 155
138	813 283 538 699
139	181 347 282 690
140	230 222 565 924
141	934 504 434 586
142	40 388 118 107
143	939 118 181 814
144	646 167 247 662
145	571 841 983 836
146	366 301 89 714
147	875 147 573 341
148	651 90 170 608
149	162 138 925 718
150	948 90 263 429
151	386 285 217 327
152	69 937 296 834
153	252 370 181 552
154	665 29 208 389
155	396 712 435 749
156	686 455 897 312
157	529 517 4 699
158	740 749 631 981
159	131 31 268 888
160	912 735 376 811
161	133 3 987 953
162	909 8 501 159
163	48 896 904 939
164	361 327 229 712
165	167 130 646 592
166	734 543 35 395
167	788 666 309 760
168	589 492 887 252
169	888 143 142 127
170	863 669 894 872
171	319 847 236 934
172	414 393 423 883
173	390 797 938 21
174	352 590 215 768
175	644 317 46 538
176	556 314 371 744
177	758 561 447 920
178	353 593 333 723
179	733 601 5 279
180	531 205 138 463
181	995 835 957 184
182	766 590 316 832
183	565 689 982 927
184	16 125 744 750
185	220 803 408 750
186	684 672 670 778
187	430 149 741 183
188	141 404 897 517
189	919 819 794 610
190	713 640 824 934
191	883 556 233 396
192	418 588 611 498
193	264 431 269 440
194	490 690 272 545
195	992 469 574 807
196	254 476 887 578
197	766 441 226 175
198	997 700 463 335
199	782 474 632 203
200	268 825 169 318
201	791 622 939 542
202	495 808 829 127
203	8 42 402 165
204	859 540 582 393
205	695 966 526 869
206	154 222 542 334
207	666 211 589 308
208	733 405 182 913
209	614 608 319 670
210	720 457 873 426
211	871 332 80 167
212	361 682 704 854
213	166 786 922 820
214	801 438 267 692
215	12 407 228 663
216	545 136 552 73
217	583 473 514 339
218	597 152 497 930
219	317 743 125 279
220	581 312 15 619
221	59 572 200 70
222	160 812 503 886
223	222 953 290 379
224	708 123 955 333
225	313 781 451 802
226	521 700 792 553
227	203 544 445 320
228	799 63 440 930
229	649 525 950 602
230	255 147 498 675
231	948 592 308 271
232	511 627 76 72
233	34 572 381 401
234	326 333 481 48
235	23 275 581 890
236	347 726 20 116
237	948 222 961 127
238	287 856 62 478
239	423 245 549 287
240	332 201 911 549
241	49 189 783 906
242	177 246 267 482
243	659 117 977 914
244	262 713 206 294
245	904 560 249 122
246	681 891 700 79
247	265 556 227 307
248	747 611 664 389
249	309 460 159 377
250	402 38 382 285
251	877 739 763 829
252	477 565 969 753
253	975 299 248 622
254	316 832 209 136
255	279 167 486 833
256	445 49 716 999
257	594 731 226 13
258	743 575 850 358
259	53 118 559 896
260	72 986 262 540
261	554 705 626 260
262	424 641 230 16
263	740 205 654 47
264	435 118 181 437
265	820 238 997 516
266	528 756 948 750
267	643 828 800 133
268	74 920 296 729
269	765 783 260 77
270	669 565 246 441
271	673 499 257 751
272	60 120 545 212
273	946 332 265 453
274	279 691 386 402
275	890 307 80 389
276	305 155 157 882
277	120 616 850 565
278	898 715 558 451
279	612 22 318 694
280	307 110 882 534
281	1000 53 972 127
282	236 787 680 454
283	268 593 13 36
284	784 972 258 209
285	537 298 674 482
286	70 788 697 188
287	353 47 416 761
288	923 254 159 501
289	724 547 982 444
290	316 250 247 628
291	167 32 119 802
292	176 319 113 908
293	226 960 995 909
294	862 465 809 992
295	196 530 9 560
296	830 954 116 729
297	319 835 743 293
298	988 488 692 163
299	314 462 225 217
300	798 27 951 207
301	935 408 606 67
302	451 957 484 310
303	170 221 545 874
304	337 274 231 918
305	817 425 341 925
306	583 935 815 829
307	430 367 884 204
308	666 559 662 591
309	59 839 25 385
310	966 217 555 933
311	751 989 820 498
312	658 140 270 871
313	556 279 457 834
314	524 776 814 502
315	634 503 322 288
316	105 794 569 720
317	115 170 830 324
318	121 313 342 35
319	566 871 124 951
320	226 831 915 441
321	275 618 710 646
322	982 85 207 802
323	72 503 393 940
324	400 347 538 545
325	76 459 640 456
326	527 458 861 541
327	589 352 645 576
328	314 253 976 931
329	320 84 900 513
330	460 878 949 307
331	298 943 62 543
332	1 921 919 108
333	75 925 244 290
334	171 200 487 304
335	317 356 650 505
336	452 497 682 426
337	460 742 644 504
338	805 566 264 823
339	884 395 907 497
340	781 202 813 539
341	963 62 366 358
342	575 275 577 600
343	444 470 930 15
344	142 189 558 574
345	822 435 903 507
346	139 332 681 227
347	770 936 134 945
348	841 776 182 736
349	238 354 585 59
350	137 621 542 438
351	517 882 15 758
352	383 112 303 435
353	986 910 130 218
354	901 777 377 858
355	648 620 628 369
356	597 282 251 838
357	89 893 745 133
358	46 885 194 84
359	548 665 368 489
360	629 730 980 892
361	742 989 111 725
362	239 130 579 334
363	575 468 373 45
364	478 929 850 288
365	767 396 569 911
366	60 696 50 825
367	77 121 950 712
368	376 585 517 616
369	974 768 726 975
370	645 973 135 240
371	663 588 711 507
372	119 104 279 719
373	608 668 588 752
374	372 91 757 176
375	844 635 947 160
376	755 552 912 253
377	620 286 704 556
378	764 60 446 773
379	164 793 116 352
380	179 380 713 248
381	657 239 615 905
382	538 130 212 944
383	819 759 887 523
384	697 139 732 663
385	876 498 149 396
386	8 240 183 831
387	24 918 379 206
388	871 688 400 221
389	986 737 329 304
390	273 668 352 399
391	627 915 507 98
392	223 624 42 38
393	132 671 959 743
394	884 233 32 293
395	731 452 612 326
396	600 916 992 817
397	496 164 135 457
398	929 684 867 369
399	319 725 756 608
400	282 7 272 625
401	764 177 254 591
402	736 117 496 538
403	144 199 376 271
404	134 833 76 522
405	813 832 279 11
406	623 552 221 810
407	379 617 177 334
408	380 539 522 564
409	266 178 306 13
410	394 19 268 701
411	794 452 444 110
412	809 849 388 954
413	784 424 722 495
414	528 776 500 373
415	445 197 172 35
416	486 339 819 341
417	229 710 476 933
418	235 517 670 174
419	153 189 685 272
420	111 219 567 71
421	716 262 735 835
422	683 568 457 253
423	889 639 178 735
424	586 801 352 676
425	653 646 814 154
426	246 658 833 382
427	785 584 431 256
428	424 520 705 343
429	437 410 449 858
430	569 47 245 307
431	353 491 965 403
432	798 358 80 235
433	107 668 781 944
434	214 895 515 44
435	750 890 234 509
436	190 528 562 771
437	523 514 809 804
438	603 242 771 160
439	557 660 679 693
440	700 392 666 652
441	306 660 590 316
442	385 227 297 978
443	885 855 51 90
444	61 294 870 9
445	689 410 735 394
446	62 782 81 247
447	358 720 712 131
448	376 439 233 11
449	189 454 966 572
450	185 596 58 28
451	796 391 241 316
452	70 510 576 841
453	870 344 108 501
454	830 40 783 636
455	263 223 453 636
456	732 673 425 600
457	261 731 449 553
458	665 55 634 908
459	822 294 504 11
460	122 448 733 795
461	787 543 584 416
462	135 24 91 927
463	522 100 773 1
464	307 486 522 477
465	241 454 939 529
466	856 268 333 893
467	299 442 882 259
468	156 512 818 320
469	78 224 409 495
470	587 58 669 52
471	684 666 372 481
472	674 946 512 189
473	585 721 794 814
474	347 296 544 858
475	489 755 898 824
476	882 986 14 13
477	190 745 1 551
478	551 250 136 810
479	884 950 970 56
480	225 161 854 1
481	453 943 167 824
482	254 995 789 623
483	502 870 583 893
484	730 630 578 494
485	538 430 181 194
486	838 452 793 663
487	521 334 288 290
488	388 747 591 35
489	173 938 262 342
490	764 163 253 831
491	841 353 529 659
492	476 650 817 417
493	414 562 566 641
494	212 209 72 305
495	804 979 307 258
496	797 915 303 794
497	722 460 992 483
498	729 910 276 834
499	83 982 485 235
500	64 522 155 135
501	152 64 629 476
502	213 191 209 497
503	683 565 316 68
504	892 667 419 582
505	696 649 557 876
506	841 782 330 105
507	184 559 984 395
508	125 187 805 505
509	39 344 908 867
510	796 618 639 679
511	660 824 250 456
512	472 609 367 318
513	296 903 420 547
514	866 112 960 669
515	915 791 505 655
516	676 108 529 337
517	490 828 884 743
518	293 171 612 846
519	969 377 800 966
520	680 875 78 250
521	814 683 207 8
522	445 116 200 47
523	924 708 673 178
524	523 684 6 989
525	972 659 16 423
526	176 893 539 189
527	650 371 826 214
528	934 662 333 57
529	116 743 2 57
530	962 222 967 231
531	932 143 992 15
532	844 536 286 608
533	181 72 436 208
534	157 578 547 17
535	992 415 535 728
536	297 884 462 846
537	641 279 565 784
538	982 144 914 167
539	554 754 613 180
540	471 149 856 511
541	978 953 805 429
542	83 144 769 442
543	853 321 965 881
544	793 438 886 549
545	396 509 952 281
546	751 184 274 268
547	249 100 639 52
548	361 384 788 215
549	570 68 827 444
550	168 504 855 331
551	367 141 235 393
552	157 576 12 209
553	456 181 54 565
554	261 286 162 434
555	902 273 462 613
556	758 345 500 608
557	455 465 927 106
558	22 412 197 30
559	525 7 95 924
560	534 902 971 664
561	467 500 532 199
562	386 315 854 107
563	529 568 637 18
564	546 120 599 768
565	613 557 586 174
566	14 812 386 362
567	136 275 252 245
568	615 470 703 121
569	661 989 676 132
570	584 82 543 830
571	621 720 794 992
572	295 874 337 925
573	454 381 837 191
574	437 159 390 665
575	462 987 495 713
576	508 899 132 859
577	768 668 234 662
578	606 61 839 602
579	177 81 569 499
580	813 153 66 25
581	527 421 315 998
582	247 948 445 454
583	491 550 13 288
584	242 276 455 997
585	761 756 45 110
586	115 80 163 934
587	934 642 649 502
588	507 820 686 958
589	251 105 607 124
590	6 697 934 816
591	735 850 261 403
592	347 713 321 639
593	334 836 232 498
594	279 278 753 333
595	412 631 902 617
596	84 684 186 686
597	256 656 276 578
598	803 512 412 515
599	358 920 321 628
600	497 726 581 6
601	854 949 245 447
602	192 986 124 627
603	890 269 492 939
604	771 503 408 402
605	650 981 383 900
606	723 576 420 118
607	461 675 479 888
608	543 795 265 1
609	670 181 693 659
610	583 804 22 738
611	990 417 140 345
612	321 390 824 282
613	590 919 499 158
614	338 667 600 734
615	529 452 389 743
616	790 37 18 741
617	31 484 913 514
618	769 684 602 291
619	708 208 19 190
620	779 340 863 452
621	85 204 822 516
622	470 172 571 620
623	676 831 320 616
624	899 726 944 96
625	415 895 256 738
626	848 998 636 356
627	496 195 975 189
628	133 865 885 213
629	489 79 251 124
630	434 322 87 179
631	190 253 983 465
632	894 165 338 727
633	802 673 576 636
634	627 68 234 816
635	903 543 586 998
636	314 229 300 25
637	160 73 919 819
638	282 148 949 830
639	885 908 444 387
640	790 398 811 128
641	352 844 426 384
642	788 671 586 865
643	255 756 550 975
644	62 766 327 734
645	803 439 674 142
646	517 662 199 252
647	746 420 614 675
648	324 278 318 176
649	28 655 463 902
650	798 24 225 135
651	894 437 910 648
652	161 815 906 566
653	983 753 31 174
654	813 762 77 523
655	380 812 826 805
656	311 374 570 683
657	631 442 558 776
658	49 727 303 950
659	467 584 601 356
660	533 736 246 362
661	316 170 71 689
662	214 354 250 617
663	766 257 990 874
664	103 236 348 448
665	769 402 114 763
666	745 195 400 214
667	759 920 841 600
668	693 535 525 574
669	834 843 798 121
670	322 201 811 799
671	807 113 831 971
672	670 498 206 320
673	245 781 90 351
674	17 51 336 421
675	587 762 842 571
676	72 580 224 518
677	29 2 457 848
678	976 996 543 383
679	178 746 713 1
680	787 332 76 760
681	379 967 233 889
682	787 998 517 300
683	236 917 367 376
684	701 916 620 373
685	70 189 307 296
686	915 153 962 382
687	983 634 539 433
688	838 754 260 408
689	749 1000 19 785
690	862 658 290 583
691	952 127 604 455
692	758 684 912 435
693	695 160 350 935
694	824 616 531 706
695	264 235 508 733
696	271 319 154 860
697	985 795 269 774
698	890 826 410 981
699	532 884 689 478
700	125 495 135 286
701	944 516 594 30
702	640 168 185 965
703	301 320 377 439
704	379 361 211 238
705	918 638 219 847
706	78 14 852 663
707	683 723 698 930
708	693 878 299 608
709	557 812 859 23
710	668 738 602 567
711	558 52 682 620
712	411 214 700 454
713	426 406 562 17
714	887 880 76 73
715	580 702 831 151
716	762 753 163 732
717	887 919 585 182
718	99 17 106 364
719	235 661 79 899
720	223 3 226 567
721	907 514 733 875
722	1 27 624 714
723	253 676 351 150
724	428 694 653 635
725	228 751 513 332
726	152 657 621 410
727	959 158 209 220
728	244 618 969 499
729	594 904 703 462
730	325 590 337 765
731	369 813 304 268
732	913 19 404 968
733	982 469 176 946
734	706 418 91 917
735	96 236 597 840
736	357 574 770 829
737	16 724 78 292
738	167 211 394 373
739	386 970 587 408
740	62 277 46 508
741	19 455 718 732
742	150 598 278 512
743	856 743 5 417
744	137 767 733 522
745	380 219 755 118
746	884 540 986 497
747	732 899 704 624
748	445 900 233 779
749	194 741 529 202
750	960 222 436 300
751	680 240 719 727
752	935 630 816 74
753	352 328 653 939
754	510 742 122 809
755	521 781 712 578
756	544 481 933 354
757	529 394 186 733
758	493 508 364 217
759	413 146 281 480
760	309 174 937 590
761	760 480 7 736
762	848 542 57 140
763	310 600 859 351
764	555 207 471 332
765	551 359 225 619
766	510 97 343 197
767	763 956 160 762
768	304 431 81 285
769	700 110 729 456
770	545 273 854 977
771	385 839 418 130
772	269 936 822 486
773	294 260 221 602
774	917 556 446 629
775	541 51 867 581
776	74 786 906 909
777	550 369 334 730
778	627 452 573 512
779	84 21 206 247
780	567 414 663 592
781	458 657 681 401
782	233 648 728 620
783	195 582 7 31
784	364 712 363 603
785	404 552 932 829
786	16 372 588 742
787	657 567 297 88
788	2 141 675 435
789	229 260 265 723
790	273 875 799 557
791	117 942 780 567
792	324 386 807 672
793	403 727 792 359
794	518 219 537 123
795	157 499 429 361
796	982 378 601 261
797	603 811 268 565
798	788 272 472 245
799	312 415 897 182
800	716 126 796 490
801	71 966 195 781
802	203 393 264 872
803	467 598 233 52
804	803 557 240 314
805	665 685 214 978
806	566 590 704 450
807	799 51 980 262
808	246 362 156 62
809	416 478 151 727
810	207 175 187 786
811	614 344 823 772
812	306 98 289 59
813	965 944 701 79
814	364 733 367 197
815	651 555 648 846
816	470 341 989 43
817	497 591 893 958
818	464 776 624 580
819	763 234 565 693
820	431 536 983 534
821	598 814 792 717
822	938 304 112 8
823	52 790 329 389
824	31 808 73 860
825	417 625 583 632
826	745 431 874 665
827	451 28 931 966
