Students	100
1	5 60 32 17
2	36 25 70 64
3	64 17 21 47
4	14 60 93 55
5	100 62 15 86
6	80 22 71 16
7	1 93 41 30
8	38 41 39 2
9	26 72 92 63
10	63 25 75 32
11	90 22 14 97
12	6 74 19 5
13	31 43 69 100
14	45 57 75 1
15	40 6 19 98
16	36 28 59 45
17	75 76 5 61
18	41 23 16 70
19	81 67 44 10
20	75 7 99 78
21	43 52 93 30
22	84 73 75 3
23	28 54 5 46
24	11 77 35 41
25	7 72 84 4
26	41 74 91 89
27	48 19 99 49
28	87 34 10 60
29	49 15 21 43
30	54 92 89 15
31	6 88 44 2
32	7 41 12 25
33	57 59 10 66
34	88 17 66 32
35	57 23 15 78
36	8 5 67 3
37	35 51 5 21
38	74 38 64 68
39	66 95 37 64
40	18 58 7 25
41	43 17 97 26
42	21 61 83 31
43	70 46 39 94
44	85 16 62 34
45	16 96 3 31
46	6 91 74 13
47	74 11 66 22
48	44 29 78 36
49	50 91 44 46
50	2 61 7 18
51	28 67 63 16
52	72 20 3 91
53	43 79 64 1
54	62 53 94 47
55	92 5 13 90
56	31 83 77 55
57	55 33 91 30
58	48 80 67 15
59	69 67 75 91
60	87 59 28 26
61	41 81 93 27
62	2 88 44 6
63	96 98 34 81
64	83 27 41 50
65	73 2 31 89
66	65 1 28 13
67	11 4 45 80
68	13 79 44 94
69	90 26 35 85
70	84 31 33 98
71	37 35 20 60
72	32 76 11 4
73	14 3 48 71
74	78 7 17 82
75	66 13 21 92
76	91 3 96 94
77	38 41 6 66
78	33 9 80 51
79	15 90 32 9
80	81 51 42 31
81	70 39 57 59
82	56 5 49 23
83	93 90 30 29
84	27 21 29 25
85	74 59 40 96
86	19 27 59 33
87	16 81 83 32
88	70 8 48 27
89	78 20 71 83
90	55 37 6 15
91	35 89 40 17
92	28 21 97 96
93	99 5 95 97
94	68 20 90 76
95	22 90 58 12
96	44 40 99 16
97	79 84 67 33
98	9 3 96 18
99	49 51 32 64
100	36 42 79 45
