Students	3000
1	36 23 92 65
2	12 87 78 99
3	66 35 11 43
4	78 43 33 80
5	76 18 69 49
6	87 63 47 50
7	94 2 66 1
8	4 22 2 73
9	98 75 95 18
10	49 22 48 95
11	80 13 97 18
12	34 95 7 24
13	34 89 19 68
14	62 31 43 84
15	94 33 4 24
16	36 15 33 100
17	2 94 60 82
18	42 41 98 65
19	96 73 12 26
20	16 19 69 53
21	52 88 13 14
22	32 87 4 67
23	61 79 42 1
24	81 78 57 4
25	96 87 2 40
26	95 19 71 18
27	6 28 70 72
28	76 14 69 9
29	48 72 32 83
30	63 86 50 44
31	88 14 39 90
32	4 77 29 7
33	19 32 39 56
34	7 38 37 69
35	60 55 83 39
36	35 53 6 80
37	37 39 95 67
38	65 18 55 54
39	49 55 11 64
40	3 77 5 73
41	68 33 64 11
42	20 14 88 89
43	22 35 99 25
44	24 34 35 52
45	17 27 91 8
46	1 9 44 3
47	21 59 10 1
48	61 52 2 5
49	13 15 95 43
50	56 53 81 37
51	73 72 26 85
52	3 94 66 82
53	99 62 77 52
54	75 44 16 77
55	34 99 42 57
56	35 73 26 33
57	15 55 58 96
58	15 39 32 93
59	4 25 69 73
60	47 59 63 28
61	96 65 25 26
62	59 85 32 55
63	3 42 86 97
64	38 88 64 81
65	57 100 91 39
66	44 43 32 93
67	34 84 92 14
68	47 22 86 88
69	46 36 91 17
70	77 82 98 43
71	72 64 60 2
72	13 56 19 7
73	59 2 87 5
74	74 51 100 2
75	54 4 28 55
76	41 78 76 33
77	77 58 47 61
78	98 42 19 68
79	58 88 65 86
80	21 33 31 45
81	53 97 38 99
82	67 9 20 44
83	8 99 84 52
84	40 33 50 34
85	58 37 48 88
86	59 5 1 44
87	31 28 17 75
88	68 22 17 30
89	76 15 6 96
90	62 47 57 10
91	51 47 55 58
92	20 99 39 95
93	92 78 83 80
94	2 25 43 44
95	12 89 14 11
96	18 30 71 48
97	27 42 97 68
98	77 20 1 9
99	42 90 2 51
100	13 31 16 32
101	3 60 36 81
102	89 88 96 41
103	22 67 78 36
104	85 78 55 47
105	12 85 92 5
106	25 89 4 9
107	52 33 62 75
108	36 65 49 41
109	24 18 46 33
110	12 53 32 1
111	40 13 28 63
112	95 31 56 51
113	22 91 54 36
114	53 94 54 40
115	44 40 52 31
116	32 74 23 70
117	52 69 75 23
118	49 64 76 34
119	100 23 11 77
120	50 3 23 48
121	1 53 95 17
122	44 70 28 73
123	67 16 13 72
124	26 88 58 21
125	44 51 87 3
126	77 44 62 25
127	26 7 65 71
128	92 94 89 85
129	15 88 57 50
130	84 20 48 90
131	77 9 98 31
132	99 5 41 35
133	88 57 18 19
134	43 39 42 62
135	31 78 35 80
136	74 47 16 89
137	54 62 12 44
138	95 20 79 82
139	8 27 18 46
140	76 55 39 89
141	55 96 60 23
142	22 77 88 32
143	92 82 1 84
144	80 4 44 8
145	60 21 58 54
146	58 62 12 28
147	13 76 12 64
148	17 98 69 40
149	100 74 30 40
150	31 16 93 40
151	24 2 80 8
152	16 25 8 42
153	71 2 25 52
154	10 51 16 82
155	43 60 7 48
156	86 73 30 15
157	75 82 93 26
158	100 91 30 36
159	31 14 96 86
160	90 66 15 62
161	58 21 2 38
162	5 8 6 47
163	61 32 71 13
164	12 47 38 48
165	9 62 24 88
166	32 62 68 95
167	48 44 86 29
168	99 59 2 98
169	70 39 29 76
170	61 40 92 25
171	22 27 53 6
172	47 23 42 68
173	99 89 96 35
174	78 14 93 95
175	51 53 49 31
176	86 15 27 16
177	66 23 58 11
178	17 57 100 84
179	17 13 43 67
180	26 49 50 12
181	77 92 18 17
182	21 81 58 37
183	44 42 12 48
184	62 30 98 29
185	40 4 81 2
186	38 26 62 24
187	98 58 3 81
188	46 56 1 82
189	79 39 62 52
190	78 35 43 52
191	90 35 12 76
192	68 98 9 100
193	66 71 35 92
194	11 42 74 48
195	77 95 12 23
196	72 47 35 11
197	55 36 47 29
198	63 85 47 62
199	24 39 57 79
200	29 33 78 9
201	43 55 14 51
202	88 86 8 70
203	63 44 96 2
204	58 73 83 84
205	59 95 75 80
206	68 7 16 15
207	47 35 56 23
208	97 77 41 22
209	44 100 28 45
210	50 54 72 10
211	17 40 75 13
212	80 49 65 74
213	68 8 95 27
214	8 20 73 62
215	23 51 61 5
216	52 3 59 7
