Students	6000
1	42 87 32 33
2	41 68 95 81
3	70 1 44 36
4	70 91 37 24
5	61 97 43 36
6	56 31 10 34
7	73 83 89 13
8	86 42 59 23
9	87 28 65 73
10	65 100 70 68
11	17 41 27 7
12	14 60 29 2
13	92 62 12 47
14	96 44 61 89
15	32 63 64 2
16	68 39 91 27
17	36 66 75 2
18	77 69 60 61
19	4 78 51 15
20	81 74 98 72
21	47 75 2 59
22	97 22 74 9
23	56 63 41 85
24	18 67 95 14
25	10 85 71 22
26	58 1 87 99
27	90 99 44 35
28	97 6 31 76
29	41 16 69 76
30	62 80 76 71
31	25 69 78 71
32	56 94 86 92
33	50 29 84 12
34	93 46 4 65
35	91 90 36 46
36	13 65 74 48
37	38 87 56 20
38	53 5 56 14
39	56 55 79 25
40	94 18 6 73
41	3 67 17 18
42	45 99 62 16
43	42 40 31 16
44	80 55 27 88
45	47 59 84 62
46	99 26 51 92
47	96 21 34 83
48	20 35 9 71
49	32 58 38 4
50	89 47 72 21
51	93 16 100 87
52	99 9 23 11
53	58 75 47 10
54	1 29 58 57
55	72 61 67 47
56	96 36 25 14
57	58 84 54 73
58	30 86 89 73
59	15 68 66 53
60	92 40 68 80
61	47 4 41 28
62	85 42 2 59
63	81 85 36 95
64	56 81 5 88
65	98 8 61 62
66	62 86 36 56
67	76 54 40 58
68	33 41 79 43
69	58 46 8 27
70	16 77 32 66
71	25 15 64 29
72	82 2 51 83
73	60 61 23 68
74	80 53 46 81
75	93 97 3 5
76	36 97 15 52
77	99 28 36 9
78	28 66 38 18
79	46 80 54 7
80	58 55 80 94
81	83 44 6 82
82	75 48 34 52
83	70 39 84 41
84	44 54 47 9
85	77 49 4 51
86	71 91 76 78
87	85 36 48 90
88	75 1 83 93
89	63 48 46 7
90	62 8 49 72
91	79 89 45 1
92	10 77 90 95
93	64 93 4 36
94	83 47 96 53
95	83 91 52 49
96	68 94 22 38
97	37 24 92 5
98	96 82 70 80
99	56 27 45 69
100	78 63 90 35
101	79 13 7 45
102	55 71 2 25
103	28 95 90 74
104	99 1 6 40
105	35 40 13 44
106	9 28 84 87
107	13 90 39 29
108	65 11 46 90
109	93 82 77 33
110	14 35 81 44
111	24 40 9 92
112	36 16 46 23
113	86 22 11 57
114	62 25 44 71
115	13 28 52 37
116	32 58 79 99
117	43 33 6 90
118	8 28 81 45
119	53 87 6 75
120	91 21 60 22
121	40 80 17 28
122	50 17 11 29
123	82 84 56 60
124	29 10 23 1
125	69 86 88 41
126	41 31 97 8
127	84 20 97 24
128	39 30 93 97
129	20 60 51 6
130	62 67 81 91
131	12 9 38 2
132	85 8 22 74
133	42 90 74 33
134	66 52 61 98
135	14 90 92 72
136	55 84 77 26
137	91 33 39 100
138	37 57 81 7
139	77 60 94 42
140	37 99 76 56
141	89 32 72 66
142	71 7 5 61
143	23 32 50 12
144	26 6 99 28
145	90 27 97 86
146	7 54 29 14
147	56 6 35 65
148	9 7 79 83
149	14 42 69 86
150	39 36 47 66
151	82 13 53 73
152	75 7 71 24
153	30 36 8 67
154	40 14 68 25
155	29 65 92 76
156	46 18 47 36
157	31 77 67 34
158	82 6 31 59
159	72 84 70 67
160	29 7 56 42
161	84 21 56 48
162	5 17 26 67
163	34 67 63 88
164	96 2 78 12
165	91 32 67 84
166	91 57 90 95
167	100 29 1 56
168	98 11 84 15
169	94 2 30 66
170	18 74 97 15
171	44 81 87 93
172	48 68 41 38
173	90 58 91 80
174	89 54 27 80
175	100 50 92 95
176	60 17 42 27
177	34 14 91 50
178	2 31 91 28
179	10 67 80 34
180	85 25 65 62
181	83 78 59 86
182	44 24 82 74
183	21 41 78 65
184	1 51 66 67
185	26 92 4 56
186	26 54 56 87
187	73 45 65 59
188	42 64 13 21
189	84 9 42 65
190	93 27 83 47
191	89 81 53 7
192	44 65 7 33
193	93 20 90 46
194	80 85 5 30
195	79 9 82 49
196	59 78 56 68
197	90 91 16 73
198	80 62 95 69
199	4 62 49 19
200	70 97 87 65
201	75 74 18 81
202	83 5 75 72
203	54 50 31 84
204	23 19 66 11
205	100 90 47 7
206	47 33 52 83
207	98 33 14 5
208	37 55 85 70
209	76 48 73 6
210	54 95 36 78
211	42 1 65 89
212	29 79 54 97
213	43 98 11 86
214	39 83 26 23
215	58 77 32 79
216	87 32 70 96
217	74 52 87 19
218	75 23 6 10
219	34 3 24 36
220	24 7 50 42
221	37 89 6 1
222	95 7 85 19
223	10 18 48 90
224	57 81 96 67
225	94 82 39 69
226	21 30 82 19
227	6 91 51 37
228	23 80 4 71
229	59 53 79 86
230	58 86 52 99
231	61 14 7 25
232	85 2 97 16
233	40 61 60 54
234	55 85 41 100
235	3 45 77 15
236	51 21 31 58
237	80 62 31 64
238	66 57 53 10
239	78 29 21 46
240	52 56 67 8
241	54 74 17 8
242	11 49 31 87
243	12 45 71 55
244	64 62 49 46
245	90 51 2 1
246	90 34 30 95
247	1 8 31 88
248	81 27 8 69
249	55 72 88 99
250	77 42 90 12
251	48 60 94 53
252	29 81 52 62
253	37 65 35 51
254	91 86 70 93
255	45 87 63 98
256	91 97 100 88
257	78 1 73 29
258	1 97 91 28
259	83 64 32 21
260	45 78 52 64
261	86 40 15 87
262	1 66 88 64
263	35 70 50 13
264	89 3 19 59
265	97 26 39 21
266	85 19 24 13
267	7 83 93 90
268	86 53 50 69
269	26 48 34 6
270	11 28 73 39
271	6 35 16 81
272	98 86 90 39
273	83 89 46 51
274	76 40 56 37
275	2 86 52 91
276	44 75 29 52
277	73 33 93 49
278	100 21 47 43
279	11 45 98 51
280	41 12 56 32
281	60 85 23 96
282	85 48 82 11
283	40 83 8 84
284	32 54 13 61
285	7 92 12 60
286	74 71 1 64
287	70 59 19 25
288	56 83 92 18
289	85 6 73 37
290	39 2 75 36
291	61 25 63 15
292	75 50 44 41
293	68 1 85 16
294	100 30 82 34
295	12 90 34 9
296	37 46 56 2
297	99 4 82 87
298	95 42 43 63
299	33 61 95 2
300	66 6 68 71
301	79 1 14 99
302	52 100 82 97
303	63 85 92 72
304	84 9 38 46
305	49 77 63 96
306	93 31 35 87
307	5 84 12 73
308	73 6 59 36
309	66 90 69 50
310	18 43 63 28
311	44 89 76 62
312	47 89 62 42
313	8 53 59 63
314	84 25 96 43
315	18 79 60 13
316	28 78 47 80
317	85 12 91 68
318	95 94 37 54
319	67 66 80 40
320	86 1 58 75
321	78 100 25 9
322	29 75 50 20
323	66 74 85 3
324	15 26 79 81
325	49 53 51 23
326	89 43 90 2
327	20 90 50 40
328	67 87 25 99
329	69 7 72 94
330	49 67 9 69
331	77 22 54 33
332	89 46 66 82
333	21 7 46 70
334	79 60 89 91
335	52 51 10 37
336	76 53 47 68
337	64 96 79 77
338	60 47 29 42
339	69 54 27 98
340	67 60 6 74
341	31 71 4 95
342	8 7 40 87
343	100 97 82 47
344	1 33 87 44
345	96 26 61 60
346	70 52 14 35
347	69 37 97 50
348	15 56 1 37
