Students	1000
1	304 332 245 447
2	887 255 82 757
3	666 552 362 298
4	156 56 52 611
5	980 408 357 679
6	291 316 576 874
7	697 643 167 856
8	871 989 823 842
9	192 841 222 819
10	81 599 160 471
11	800 484 866 582
12	539 249 5 216
13	35 13 315 949
14	128 180 529 435
15	866 646 322 785
16	489 52 760 768
17	710 412 391 222
18	496 228 472 557
19	32 50 937 129
20	613 522 670 657
21	438 595 178 51
22	441 903 981 870
23	746 325 690 564
24	193 913 776 59
25	850 480 221 468
26	99 888 207 823
27	889 97 725 22
28	967 254 703 225
29	504 966 120 174
30	743 597 443 295
31	167 197 999 603
32	916 980 991 687
33	666 140 341 203
34	56 954 596 156
35	826 418 319 555
36	598 49 603 280
37	476 668 451 831
38	236 75 50 143
39	460 159 660 522
40	916 449 837 557
41	248 845 313 362
42	488 889 726 756
43	296 563 921 835
44	528 255 79 391
45	884 28 995 669
46	700 991 455 96
47	552 988 496 835
48	308 656 108 849
49	651 422 418 616
50	358 248 967 849
51	747 914 319 496
52	536 602 923 650
53	797 445 19 752
54	996 967 95 859
55	66 635 271 838
56	748 979 283 773
57	754 145 939 888
58	736 625 18 973
59	145 323 95 894
60	414 486 423 21
61	913 378 512 450
62	717 485 634 98
63	890 331 210 227
64	881 611 660 630
65	203 752 71 732
66	459 601 379 683
67	199 813 76 265
68	239 368 830 216
69	979 514 340 424
70	479 21 90 29
71	689 15 999 932
72	62 717 783 643
73	933 901 937 52
74	683 201 740 162
75	799 850 519 363
76	166 808 375 618
77	42 636 753 205
78	362 940 122 174
79	885 573 784 675
80	848 473 674 84
81	773 570 221 669
82	830 347 811 243
83	157 686 540 69
84	241 626 338 729
85	38 681 763 873
86	993 644 8 773
87	590 397 652 755
88	755 473 363 176
89	640 898 911 237
90	434 826 63 336
91	155 251 274 466
92	733 696 668 662
93	201 488 886 338
94	771 473 792 362
95	994 759 97 548
96	790 27 221 290
97	799 962 658 3
98	377 249 901 776
99	401 136 279 899
100	483 861 654 157
101	817 736 738 709
102	740 859 105 6
103	714 501 987 241
104	248 830 594 921
105	726 6 247 925
