Students	2000
1	59 28 84 94
2	70 69 68 84
3	15 98 19 32
4	45 16 87 98
5	1 90 80 6
6	15 34 44 86
7	41 37 35 24
8	29 25 71 52
9	44 73 24 14
10	67 75 39 54
11	98 94 26 8
12	48 42 77 85
13	28 33 46 96
14	89 68 79 38
15	8 98 76 48
16	70 33 76 34
17	35 89 53 30
18	54 20 16 97
19	17 63 58 18
20	98 34 73 21
21	10 88 22 91
22	57 66 54 99
23	90 75 57 43
24	74 15 53 67
25	9 19 29 37
26	45 94 65 53
27	100 7 73 37
28	92 34 59 6
29	85 2 88 64
30	39 33 13 66
31	72 40 37 61
32	98 8 76 57
33	69 63 78 10
34	2 24 57 19
35	52 73 59 26
36	47 11 34 14
37	71 98 66 89
38	59 36 24 9
39	61 9 43 99
40	75 67 20 94
41	45 82 69 61
42	60 16 55 94
43	18 94 95 13
44	33 24 91 23
45	81 25 4 61
46	93 99 68 22
47	17 26 52 92
48	8 89 69 53
49	67 52 66 59
50	60 59 41 23
51	87 7 96 31
52	7 45 36 97
53	24 28 49 21
54	32 68 11 77
55	30 75 26 43
56	40 18 66 29
57	100 18 87 91
58	44 19 98 9
59	1 93 89 5
60	90 25 5 69
61	58 71 39 38
62	19 75 93 27
63	89 25 53 45
64	64 18 44 87
65	79 24 32 34
66	89 66 27 19
67	78 1 96 72
68	4 11 59 41
69	54 60 5 69
70	40 39 100 54
71	47 63 43 60
72	43 17 98 90
73	67 98 87 76
74	57 94 89 9
75	7 64 59 58
76	88 74 63 97
77	22 21 44 71
78	32 3 100 33
79	47 13 49 79
80	49 76 1 40
81	61 99 10 29
82	83 18 27 22
83	60 66 48 20
84	15 83 90 57
85	31 69 56 42
86	87 11 12 28
87	10 67 80 83
88	81 93 94 10
89	38 14 47 33
90	84 60 73 64
91	20 90 2 73
92	93 31 43 61
93	8 95 58 64
94	44 70 68 83
95	84 58 63 79
96	81 61 8 99
97	79 25 47 61
98	37 58 4 16
99	4 95 68 30
100	42 80 97 31
101	7 55 94 14
102	84 94 13 25
103	82 21 68 64
104	19 53 35 17
105	18 42 95 90
106	39 7 18 1
107	9 21 40 78
108	26 71 49 33
109	95 55 73 24
110	69 75 14 4
111	98 16 55 84
112	22 84 33 1
113	68 58 43 30
114	52 7 72 54
115	17 9 14 52
116	38 95 97 93
117	38 83 33 19
118	56 90 71 34
119	92 95 22 87
120	30 85 61 84
121	85 46 72 91
122	10 76 56 15
123	9 47 94 95
124	77 53 83 34
125	62 88 85 39
126	90 38 39 19
127	50 98 44 82
128	88 87 36 79
129	48 53 82 4
130	43 35 81 62
131	11 96 45 49
132	13 58 73 77
133	67 19 80 75
134	34 53 94 80
135	6 7 27 36
136	17 69 38 14
137	85 40 52 47
138	19 40 43 26
139	49 58 24 17
140	91 26 35 89
141	85 91 20 52
142	44 28 59 90
143	15 48 4 64
144	98 23 82 14
145	12 66 31 48
146	98 36 47 96
147	42 36 30 40
148	13 97 86 41
149	50 54 5 86
150	24 70 22 42
151	56 93 40 8
152	95 22 55 50
153	22 85 2 16
154	72 88 73 49
155	74 40 8 24
156	60 53 22 84
157	98 38 96 80
158	76 34 69 83
159	19 31 68 77
160	86 64 11 48
161	60 54 24 42
162	46 18 88 64
163	72 34 88 44
164	69 86 56 84
165	54 79 50 44
166	77 2 21 43
167	58 6 31 71
168	60 44 54 7
169	12 99 88 21
170	92 16 74 25
171	87 38 96 92
172	37 58 76 22
173	38 30 5 36
174	4 58 100 80
175	98 31 16 11
176	11 61 13 31
177	83 7 22 27
178	62 54 11 14
179	35 16 96 1
180	94 90 77 53
181	61 94 41 52
182	2 17 1 46
183	50 85 13 72
184	58 92 10 37
185	84 59 62 50
186	64 41 40 36
187	66 4 96 84
188	67 91 39 68
189	3 92 60 63
190	22 77 25 68
191	77 23 17 75
192	28 57 25 63
193	6 37 86 17
194	42 27 80 96
195	62 18 93 13
196	83 3 25 32
197	71 28 81 42
198	28 4 97 100
199	70 19 81 89
200	60 48 8 65
201	13 47 53 92
202	94 45 46 36
203	76 71 12 79
204	93 91 30 70
205	88 22 66 56
206	91 21 88 23
207	14 77 80 47
208	11 70 42 7
