Students	40000
1	641 574 137 39
2	123 132 881 79
3	159 109 333 713
4	95 506 143 354
5	547 723 73 282
6	471 974 647 775
7	980 273 997 880
8	742 237 584 12
9	258 413 892 111
10	658 573 284 935
11	267 731 442 372
12	701 458 82 233
13	397 212 156 463
14	834 449 397 23
15	415 306 932 828
16	526 142 608 294
17	204 411 501 536
18	510 553 821 421
19	143 352 486 385
20	174 575 300 402
21	612 530 923 300
22	788 284 133 921
23	260 791 851 555
24	986 713 736 796
25	247 666 59 193
26	88 387 871 914
27	588 604 108 456
28	819 343 205 264
29	136 982 546 907
30	998 599 857 266
31	476 192 612 465
32	565 991 992 198
33	194 856 783 484
34	87 141 278 145
35	576 267 237 612
36	552 825 969 572
37	764 493 696 150
38	817 393 401 309
39	800 185 104 276
40	550 6 982 468
41	794 16 314 577
42	901 354 83 585
43	652 871 281 4
44	389 223 828 24
45	424 332 257 529
46	733 740 462 575
47	339 764 143 520
48	409 374 823 946
49	41 314 458 60
50	741 812 480 814
51	349 425 352 237
52	250 628 247 947
53	118 68 707 728
54	784 283 122 903
55	428 727 668 837
56	700 329 171 760
57	363 336 844 506
58	960 901 526 362
59	114 784 50 745
60	605 467 447 583
61	999 303 685 323
62	423 559 357 207
63	266 36 739 549
64	71 701 871 103
65	215 369 13 450
66	89 24 79 515
67	267 135 303 695
68	449 135 797 470
69	93 639 222 145
70	338 637 37 462
71	812 562 831 19
72	840 337 715 847
73	561 194 431 271
74	71 580 477 605
75	472 116 744 927
76	109 322 569 424
77	170 410 163 812
78	739 562 909 408
79	455 703 931 300
80	649 457 821 13
81	751 875 924 488
82	211 12 455 258
83	229 65 153 429
84	380 533 555 616
85	252 667 247 911
86	589 134 73 485
87	956 385 942 560
88	716 456 112 582
89	297 61 48 963
90	332 424 806 132
91	885 898 439 849
92	502 295 49 246
93	277 913 376 352
94	306 486 445 484
95	156 943 877 805
96	149 648 424 160
97	32 287 876 522
98	630 259 266 611
99	666 110 680 540
100	457 558 690 317
101	394 92 559 372
102	409 988 707 422
103	951 375 362 374
104	862 447 713 982
105	182 775 713 472
106	747 549 157 987
107	228 415 710 641
108	108 788 672 7
109	413 341 22 705
110	628 966 244 140
111	47 479 935 729
112	559 496 886 776
113	812 252 240 545
114	543 227 250 599
115	224 506 760 696
116	666 250 811 135
117	893 980 1 405
118	971 736 576 124
119	969 372 650 22
120	305 231 742 961
121	184 252 582 738
122	78 8 376 458
123	399 450 643 300
124	988 983 985 227
125	382 270 717 844
126	247 452 771 51
127	854 879 478 957
128	179 388 520 705
129	498 444 796 571
130	303 334 276 838
131	696 205 997 292
132	206 964 424 682
133	290 421 10 350
134	545 277 348 551
135	508 310 9 428
136	508 958 571 319
137	532 447 299 253
138	953 889 183 340
139	885 776 79 971
140	198 971 380 530
141	921 347 166 23
142	172 367 171 697
143	226 112 959 448
144	189 70 635 511
145	677 655 705 258
146	152 179 647 932
147	212 489 602 855
148	373 626 642 295
149	134 684 407 201
150	544 168 830 720
151	894 898 974 857
152	579 331 237 975
153	866 567 598 812
154	221 674 100 456
155	567 900 129 475
156	307 141 430 448
157	163 559 566 88
158	540 532 7 437
159	852 359 234 323
160	482 94 689 838
161	895 123 732 788
162	199 24 652 113
163	670 836 521 700
164	698 246 141 960
165	72 610 432 44
166	812 156 337 915
167	26 550 361 123
168	711 176 213 451
169	644 534 148 514
170	562 836 632 420
171	780 56 925 99
172	158 812 468 461
173	356 764 271 38
174	543 823 249 844
175	837 62 126 212
176	733 515 675 23
177	685 129 725 988
178	656 519 366 133
179	421 45 821 841
180	336 672 371 482
181	190 265 30 748
182	175 975 303 140
183	371 565 454 72
184	894 263 429 612
185	794 696 652 10
186	338 695 689 654
187	625 445 620 623
188	877 117 422 305
189	823 462 703 843
190	587 90 511 276
191	324 234 239 851
192	729 834 777 954
193	845 829 331 712
194	315 678 703 402
195	204 598 311 144
196	704 603 9 909
197	606 841 388 900
198	230 382 148 820
199	214 557 449 289
200	854 377 542 646
201	615 785 198 10
202	703 518 264 659
203	527 734 653 603
204	142 135 899 510
205	183 822 510 504
206	720 319 546 713
207	365 13 34 921
208	939 201 257 178
209	966 338 976 460
210	282 109 717 387
211	330 279 431 738
212	368 847 672 205
213	307 800 722 993
214	390 449 388 758
215	154 139 145 76
216	261 640 458 303
217	935 137 854 28
218	962 873 361 525
219	41 795 246 902
220	692 276 514 206
221	816 951 982 370
222	296 52 979 834
223	41 468 139 149
224	343 855 605 268
225	212 74 86 262
226	958 493 157 246
227	119 46 374 668
228	179 826 873 175
229	243 278 309 870
230	181 102 6 338
231	851 892 670 174
232	82 100 380 511
233	148 521 386 170
234	232 172 701 920
235	699 161 476 89
236	917 480 162 576
237	425 709 696 896
238	47 299 342 840
239	655 918 648 508
240	821 934 428 345
241	340 558 796 269
242	305 263 724 580
243	146 473 808 663
244	339 230 633 665
245	733 779 405 780
246	909 60 978 22
247	341 776 711 748
248	463 431 453 682
249	986 27 466 994
250	823 499 14 416
251	961 704 404 732
252	282 433 95 761
253	59 492 463 495
254	195 99 547 272
255	922 290 516 910
256	861 623 356 8
257	161 491 769 151
258	800 821 293 350
259	483 824 11 660
260	570 920 828 718
261	844 647 449 815
262	127 548 839 690
263	796 64 962 174
264	343 722 867 275
265	556 480 207 821
266	732 439 931 846
267	29 985 168 121
268	579 520 207 324
269	934 505 435 882
270	687 565 195 746
271	464 796 675 509
272	665 216 351 250
273	373 150 543 277
274	234 467 545 875
275	236 172 523 208
276	346 393 119 283
277	661 98 11 406
278	983 528 772 681
279	621 900 282 889
280	404 75 969 756
281	710 864 859 107
282	255 303 77 395
283	32 414 191 368
284	379 733 989 342
285	669 707 479 331
286	424 214 546 690
287	131 917 972 580
288	299 566 679 305
289	959 199 8 42
290	345 235 832 849
291	731 36 637 681
292	645 326 892 63
293	4 29 703 457
294	220 474 527 368
295	375 242 841 21
296	22 192 592 633
297	707 887 986 992
298	503 797 3 184
299	769 466 612 959
300	258 485 270 734
301	948 503 123 516
302	689 884 704 925
303	482 637 520 779
304	903 230 176 620
305	636 168 710 792
306	80 358 158 893
307	554 92 600 181
308	357 832 739 930
309	113 328 424 206
310	887 896 206 673
311	943 57 592 90
312	87 396 795 112
313	931 82 710 150
314	253 448 203 571
315	957 675 324 767
316	672 453 508 219
317	291 650 371 683
318	54 973 194 283
319	91 267 293 477
320	636 114 115 134
321	691 178 227 308
322	570 326 321 494
323	922 802 770 172
324	290 918 876 510
325	547 418 301 11
326	375 205 966 309
327	975 766 992 958
328	74 902 842 998
329	844 154 221 900
330	49 281 378 717
331	718 899 254 319
332	97 654 345 542
333	82 428 771 67
334	553 928 794 484
