Students	100000
1	534 400 631 464
2	787 533 566 407
3	993 724 884 492
4	413 588 245 696
5	549 112 683 243
6	975 575 986 622
7	864 868 961 213
8	489 88 524 447
9	592 897 762 127
10	699 423 145 789
11	629 657 655 555
12	13 189 922 559
13	254 636 720 566
14	217 279 642 859
15	10 660 102 611
16	477 545 410 282
17	628 738 602 692
18	88 154 506 216
19	88 218 759 591
20	232 347 701 374
21	953 724 388 643
22	592 257 919 734
23	435 725 627 61
24	958 502 811 467
25	259 641 104 314
26	159 512 544 261
27	308 24 960 450
28	489 927 876 617
29	168 738 125 518
30	546 965 344 342
31	173 39 413 439
32	831 328 258 461
33	279 114 716 812
34	723 105 21 217
35	102 943 820 79
36	476 122 165 637
37	774 314 149 453
38	699 361 455 408
39	824 464 35 777
40	358 400 305 424
41	174 53 953 242
42	756 308 765 444
43	471 159 542 496
44	45 60 331 747
45	395 547 108 234
46	818 337 876 516
47	300 718 756 782
48	20 521 66 999
49	516 146 258 551
50	915 815 727 120
51	922 668 228 488
52	148 652 776 334
53	923 230 261 799
54	987 13 478 991
55	835 16 175 313
56	676 817 988 372
57	735 576 634 808
58	479 302 379 872
59	286 698 42 500
60	356 176 605 487
61	670 649 710 702
62	461 404 138 922
63	746 892 33 326
64	556 637 335 98
65	771 528 583 523
66	246 711 961 817
67	547 548 790 240
68	435 105 663 648
69	643 423 148 907
70	719 940 601 835
71	446 693 688 759
72	552 928 902 193
73	109 990 807 546
74	864 645 79 489
75	169 367 404 491
76	490 666 46 775
77	459 897 655 419
78	201 356 934 500
79	212 251 737 891
80	344 606 449 4
81	684 359 212 47
82	104 367 143 160
83	429 342 837 624
84	183 639 581 533
85	375 585 24 239
86	240 438 81 393
87	209 228 309 642
88	822 413 355 339
89	173 351 688 82
90	575 929 161 59
91	254 826 873 327
92	505 899 789 1000
93	957 163 126 158
94	691 143 18 299
95	265 641 516 345
96	346 763 2 376
97	159 703 175 231
98	380 896 985 60
99	886 343 31 627
100	194 805 393 876
101	520 802 879 736
102	572 998 557 902
103	58 556 464 304
104	75 373 833 684
105	185 517 832 216
106	200 264 813 98
107	773 252 552 307
108	654 782 317 328
109	346 801 976 400
110	312 399 450 118
111	975 989 776 498
112	94 379 912 670
113	408 602 288 412
114	596 334 395 804
115	824 312 433 370
116	553 269 24 589
117	784 245 174 241
118	638 672 246 427
119	862 663 504 842
120	700 405 513 721
121	931 281 955 410
122	234 348 357 647
123	286 396 500 750
124	792 48 205 198
125	624 134 479 743
126	84 881 375 649
127	395 806 911 874
128	714 582 217 814
129	175 577 119 185
130	848 328 287 990
131	570 392 116 604
132	637 962 790 262
133	556 381 619 897
134	869 342 255 957
135	348 774 854 592
136	174 277 534 356
137	632 680 549 113
138	53 938 822 447
139	426 969 652 987
140	183 200 276 401
141	962 888 336 468
142	694 865 259 677
143	682 962 785 99
144	618 312 929 124
145	875 223 134 773
146	259 707 127 246
147	544 760 659 595
148	61 566 66 812
149	773 154 996 463
150	397 86 336 339
151	287 377 719 567
152	843 397 110 589
153	877 348 104 192
154	697 603 269 103
155	86 443 246 77
156	885 213 336 969
157	864 917 39 285
158	971 398 761 488
159	918 364 656 19
160	661 296 89 114
161	115 52 328 38
162	59 449 985 86
163	636 244 170 407
164	933 351 916 447
165	509 336 760 76
166	453 990 546 742
167	798 998 958 423
168	135 207 514 530
169	995 324 202 243
170	247 693 344 996
171	86 345 129 832
172	570 434 692 377
173	380 198 917 756
174	168 467 983 609
175	397 638 181 610
176	806 869 763 594
177	56 560 608 578
178	744 23 806 745
179	936 700 763 878
180	907 311 31 603
181	678 680 254 836
182	579 836 556 890
183	133 876 500 414
184	890 322 826 496
185	770 466 662 90
186	327 176 241 527
187	765 865 926 200
188	855 716 34 360
189	113 400 423 50
190	548 682 832 786
191	198 829 149 602
192	799 914 221 481
193	68 364 918 975
194	504 945 271 701
195	637 292 852 485
196	562 913 706 542
197	326 723 159 611
198	483 889 542 240
199	442 273 112 106
200	321 915 345 766
201	943 763 967 446
202	624 537 900 383
203	102 93 240 954
204	625 648 31 957
205	981 528 196 225
206	406 743 485 535
207	560 551 623 936
208	371 525 305 112
209	822 298 962 723
210	930 941 858 588
211	94 331 652 567
212	979 309 757 587
213	470 195 107 71
214	364 216 231 237
215	184 735 89 52
216	274 221 104 6
217	411 649 369 135
218	193 241 445 357
219	65 129 471 405
220	818 663 127 388
221	841 717 984 725
222	143 885 965 539
223	899 703 400 12
224	710 971 867 177
225	331 499 684 661
226	912 544 433 118
227	765 406 810 257
228	89 896 732 156
229	255 127 322 948
230	84 490 574 263
231	908 177 563 129
232	873 717 452 424
233	527 75 594 595
234	863 797 470 973
235	929 830 982 948
236	452 174 1000 930
237	484 772 581 842
238	491 636 502 52
239	870 210 141 596
240	366 639 939 229
241	970 767 79 813
242	496 999 494 406
243	377 477 44 909
244	215 216 809 453
245	939 912 950 866
246	135 144 841 230
247	388 639 14 115
248	301 671 498 682
249	145 333 954 160
250	674 315 649 928
251	28 693 902 474
252	750 396 734 182
253	736 148 797 211
254	365 543 191 842
255	665 987 962 503
256	140 804 129 209
257	817 186 356 449
258	272 571 198 132
259	313 668 486 432
260	864 858 415 348
261	298 192 313 51
262	306 207 769 368
263	815 329 553 796
264	746 643 794 585
265	592 258 668 572
266	109 658 952 691
267	513 215 486 299
268	662 154 564 568
269	988 461 846 140
270	660 639 265 609
271	334 608 857 335
272	163 747 417 769
273	752 954 386 228
274	737 321 694 765
275	491 251 159 842
276	369 898 92 506
277	284 1 423 289
278	606 397 965 258
279	234 916 468 341
280	615 228 267 23
281	887 679 432 758
282	578 845 108 349
283	349 498 707 338
284	630 943 871 90
285	980 254 974 195
286	296 162 616 639
287	339 225 354 476
288	228 129 218 838
289	801 456 399 598
290	901 138 715 37
291	487 874 705 65
292	783 577 620 769
293	933 146 735 136
294	442 460 552 122
295	233 78 11 904
296	980 60 394 164
297	212 117 244 845
298	157 705 312 711
299	570 108 117 538
300	603 236 423 334
301	834 10 350 34
302	517 516 572 721
303	377 737 438 324
304	365 614 682 435
305	730 587 926 436
306	152 17 411 666
307	913 46 361 983
308	20 241 379 782
309	522 848 161 373
310	36 763 70 357
311	880 289 437 501
312	286 50 637 898
313	628 737 472 437
314	573 779 190 649
315	772 178 948 546
316	306 46 870 727
317	333 412 192 488
318	444 489 923 307
319	436 207 711 784
320	671 740 254 741
321	891 331 1 950
322	362 585 439 331
323	44 865 189 742
324	244 521 972 876
325	976 630 325 713
326	101 133 626 320
327	914 869 297 112
328	305 891 126 527
329	51 547 176 130
330	435 475 13 702
331	875 769 462 643
332	755 734 484 39
