Students	5000
1	66 49 58 74
2	52 26 50 48
3	73 80 39 96
4	76 75 40 86
5	97 51 98 55
6	65 80 52 77
7	30 91 16 74
8	5 95 62 22
9	86 79 3 22
10	52 58 12 43
11	39 64 54 11
12	76 89 8 11
13	83 28 59 45
14	78 87 22 29
15	99 19 36 12
16	28 91 58 32
17	77 21 97 54
18	60 22 27 26
19	82 74 51 17
20	92 71 99 82
21	77 88 32 4
22	60 89 47 64
23	96 83 1 77
24	59 3 31 25
25	62 78 64 3
26	54 18 69 71
27	25 65 93 72
28	53 18 1 11
29	32 50 40 56
30	24 37 35 92
31	40 44 12 6
32	24 40 46 51
33	54 44 97 23
34	40 55 44 16
35	68 8 72 97
36	33 54 23 71
37	58 50 85 93
38	44 76 57 70
39	84 65 83 44
40	6 71 30 83
41	88 35 14 5
42	42 61 49 93
43	18 59 40 93
44	93 95 16 19
45	21 29 79 94
46	18 66 36 94
47	13 36 93 69
48	47 6 64 95
49	99 18 38 34
50	74 33 69 61
51	47 87 98 39
52	7 89 29 98
53	86 4 72 83
54	43 3 37 42
55	67 48 58 77
56	45 36 57 26
57	49 35 51 60
58	62 51 80 28
59	62 51 99 76
60	1 80 14 18
61	35 8 37 75
62	11 20 58 97
63	88 31 47 68
64	3 90 61 48
65	81 76 77 79
66	19 6 80 22
67	33 11 47 2
68	93 8 22 89
69	39 98 3 92
70	73 83 70 40
71	46 42 64 65
72	92 31 39 69
73	38 37 33 83
74	23 52 4 45
75	99 58 57 27
76	3 9 32 89
77	71 68 81 35
78	32 63 28 4
79	13 48 9 100
80	65 23 39 86
81	29 63 80 37
82	24 38 39 23
83	39 5 38 86
84	34 48 93 21
85	96 4 35 26
86	29 13 2 97
87	3 59 82 49
88	40 65 15 24
89	42 61 82 53
90	66 81 1 46
91	97 65 72 2
92	47 97 90 12
93	27 81 71 64
94	2 39 46 11
95	74 70 10 38
96	19 96 54 53
97	80 32 91 65
98	89 7 50 22
99	54 75 53 33
100	97 77 88 74
101	40 26 94 29
102	37 28 97 73
103	42 82 20 91
104	93 2 26 54
105	15 13 5 64
106	62 53 80 91
107	38 79 91 72
108	38 67 23 4
109	1 10 37 86
110	35 87 93 69
111	57 2 42 46
112	9 38 8 14
113	43 22 38 41
114	1 49 12 85
115	18 66 44 34
116	52 44 37 8
117	64 53 35 73
118	57 62 81 60
119	61 65 29 48
120	57 21 60 73
121	32 66 44 8
122	91 97 1 92
123	75 81 52 58
124	50 80 45 27
125	88 100 33 24
126	79 66 34 80
127	21 28 73 69
128	65 63 34 19
129	47 94 91 90
130	64 65 41 40
131	87 27 56 62
132	100 26 55 8
133	49 40 18 9
134	63 32 37 92
135	62 68 52 76
136	98 69 78 23
137	5 91 86 96
138	66 79 61 72
139	87 48 55 18
140	53 5 90 23
141	76 33 86 74
142	88 57 29 18
143	91 44 85 6
144	72 60 81 92
145	44 96 32 70
146	40 85 45 21
147	8 1 49 15
148	37 16 81 11
149	98 57 72 14
150	93 80 57 86
151	13 95 6 79
152	96 8 75 92
153	28 95 91 93
154	34 69 2 72
155	67 12 96 11
156	11 47 69 28
157	92 21 64 8
158	98 82 40 20
159	47 1 72 43
160	89 88 43 66
161	72 90 1 89
162	9 79 33 82
163	92 82 9 39
164	41 54 51 18
165	7 15 86 27
166	93 46 63 91
167	34 85 66 13
168	94 81 15 45
169	57 32 42 99
170	13 71 74 51
171	84 13 55 36
172	86 24 50 95
173	4 48 28 69
174	46 65 67 34
175	45 56 26 67
176	12 35 42 86
177	85 37 43 44
178	33 99 68 88
179	82 6 14 30
180	73 2 77 28
181	44 25 10 64
182	30 22 36 2
183	18 25 66 39
184	4 22 15 74
185	44 78 12 66
186	53 4 71 79
187	60 9 14 98
188	41 67 35 89
189	22 50 5 32
190	100 68 57 79
191	56 33 8 7
192	25 97 85 87
193	55 90 41 91
194	51 20 58 15
195	3 61 5 51
196	84 62 74 61
197	41 47 84 2
198	69 57 93 25
199	17 30 66 40
200	51 64 86 43
201	50 91 33 78
202	53 42 1 88
203	24 81 89 78
204	68 69 53 5
205	54 53 50 99
206	84 24 77 27
207	76 43 85 96
208	57 58 32 3
209	80 65 11 67
210	62 55 61 34
211	77 45 99 94
212	68 2 31 37
213	80 64 52 85
214	12 53 22 97
215	45 6 32 38
216	12 44 63 89
217	72 32 97 43
218	95 7 99 25
219	15 40 2 64
220	58 98 50 79
221	94 96 21 14
222	78 81 29 50
223	34 86 79 36
224	26 66 6 63
225	24 20 64 82
226	87 73 79 32
227	98 80 18 4
228	80 72 68 6
229	40 25 60 14
230	31 4 21 73
231	36 19 14 63
232	26 4 99 14
233	40 86 20 46
234	38 12 14 16
235	48 74 96 36
236	67 5 64 24
237	88 30 63 1
238	19 66 31 39
239	36 47 5 44
240	45 12 88 36
241	15 43 31 63
242	49 13 41 14
243	47 65 6 46
244	86 38 26 11
245	55 45 100 13
246	41 14 38 25
247	28 87 25 20
248	21 22 94 23
249	97 59 4 58
250	61 44 86 69
251	34 12 52 3
252	97 19 11 51
253	30 88 32 22
254	8 11 28 98
255	96 84 79 25
256	48 62 27 30
257	99 51 84 48
258	67 62 64 59
259	5 70 98 11
260	28 46 8 25
261	43 82 15 84
262	19 84 98 63
263	69 75 47 96
264	70 55 64 45
265	20 74 31 8
266	57 49 32 39
267	99 40 92 37
268	9 22 3 57
269	33 93 63 51
270	59 96 26 18
271	59 80 19 99
272	96 31 14 1
273	40 24 33 51
274	44 87 89 48
275	6 7 9 92
276	59 68 11 90
277	11 4 86 18
278	52 70 58 9
279	25 79 37 16
280	15 93 98 55
281	86 48 91 6
282	9 78 22 66
283	16 46 68 97
284	35 59 42 50
285	78 68 64 19
286	74 44 89 45
287	84 26 40 25
288	34 27 21 64
289	82 93 77 53
290	61 31 77 75
291	93 62 53 86
292	45 84 85 75
293	88 3 79 24
294	42 44 35 70
295	55 54 76 43
296	80 95 87 45
297	8 12 97 14
298	34 25 27 54
299	94 54 4 51
300	25 81 18 40
301	2 35 28 37
302	55 11 34 10
303	17 58 49 27
304	50 80 85 14
305	15 38 93 16
306	69 100 19 8
307	48 98 62 87
308	51 80 88 71
309	53 55 2 70
310	94 23 67 2
311	30 44 52 86
312	4 59 96 81
313	66 54 70 88
314	28 53 93 96
315	74 53 9 72
316	10 70 54 48
317	81 25 91 87
318	68 51 77 91
319	65 87 9 63
320	78 66 31 88
321	46 61 5 47
322	69 77 76 60
323	15 20 8 80
324	57 55 92 48
325	60 87 58 88
326	53 10 23 98
327	94 96 70 95
328	80 26 9 52
329	54 34 68 31
330	30 57 50 35
331	20 19 24 87
332	67 71 36 66
333	57 50 93 39
334	70 89 69 31
335	82 87 84 17
336	9 65 74 53
337	20 75 9 27
338	12 58 10 99
339	38 93 82 96
340	45 65 4 26
341	97 35 11 48
342	50 30 3 61
343	67 56 61 18
344	53 88 17 98
345	98 42 16 61
346	44 86 87 97
347	59 68 1 10
348	57 66 7 67
349	33 87 70 19
350	7 37 80 49
351	85 60 59 16
352	20 38 53 46
353	53 95 32 19
354	49 36 83 19
355	71 67 60 15
356	45 42 22 21
357	34 77 31 1
358	92 82 54 59
359	73 46 47 49
360	26 15 67 82
361	5 31 84 93
362	36 21 15 23
363	70 69 1 27
364	86 95 10 31
365	36 95 18 27
366	85 54 96 3
367	6 5 7 90
368	54 96 81 34
369	36 72 22 96
370	97 69 74 53
371	74 72 56 77
372	64 69 96 22
373	81 13 69 98
374	93 92 21 29
375	85 31 20 84
376	39 1 25 7
377	69 15 91 81
378	44 31 14 32
379	68 36 90 71
380	24 9 82 39
381	49 82 20 60
382	65 29 90 24
383	73 60 90 44
384	91 56 9 89
385	15 30 74 3
386	83 15 13 97
387	37 51 27 31
388	55 48 6 33
389	25 68 50 93
390	75 52 53 34
391	62 72 44 73
392	83 59 23 84
393	85 54 38 16
394	24 1 10 70
395	59 23 84 55
396	85 25 100 75
397	12 86 93 80
398	19 37 57 8
399	20 11 71 48
400	79 84 46 74
401	63 26 56 6
402	15 43 87 54
403	57 24 73 74
404	41 66 49 89
405	51 7 31 66
406	63 60 92 75
407	12 43 92 4
408	85 80 62 11
409	93 57 44 42
410	69 85 88 97
411	11 57 19 60
412	28 22 89 69
413	64 72 55 31
414	64 23 96 80
415	33 4 22 85
416	24 15 98 28
417	36 91 6 33
418	70 54 15 55
419	10 36 77 88
420	99 63 40 43
421	72 12 85 98
422	69 63 15 84
423	73 49 91 5
424	69 87 19 98
425	70 20 30 23
426	72 69 67 76
427	19 85 24 60
428	51 43 18 33
429	54 26 41 21
430	64 30 14 59
431	28 81 56 72
432	56 9 25 75
433	37 92 28 55
434	57 84 19 23
435	56 19 51 59
436	20 98 46 87
437	16 10 42 75
438	58 51 86 42
439	14 11 45 97
440	48 6 62 41
441	53 17 56 44
442	83 42 87 90
443	87 54 73 71
444	59 55 76 60
445	73 68 32 92
446	91 88 61 57
447	71 86 31 18
448	39 13 78 80
449	30 29 82 81
450	38 79 87 65
451	18 77 94 34
452	9 64 51 47
453	44 51 39 67
454	20 34 51 91
455	53 97 43 6
456	30 40 55 51
457	54 41 85 58
458	62 91 73 100
459	99 2 88 85
460	92 34 75 90
461	71 19 41 95
462	14 58 90 33
463	68 74 86 19
464	84 52 31 47
465	67 9 8 81
466	40 88 61 100
467	6 67 31 45
468	70 11 52 41
469	50 5 96 59
470	2 28 64 73
471	64 88 51 27
472	83 20 69 41
473	5 19 39 61
474	4 16 99 47
475	67 33 8 20
476	38 60 100 87
477	97 91 55 65
478	58 93 67 87
479	83 68 19 28
480	61 97 11 79
481	86 91 39 4
482	66 92 18 33
483	84 80 60 74
484	45 98 83 61
485	84 43 95 69
486	25 47 67 49
487	26 50 64 29
488	45 62 31 10
489	99 42 15 48
490	17 22 34 55
491	45 16 65 14
492	89 60 54 98
493	89 30 42 63
494	96 43 32 68
495	92 19 13 93
496	81 99 65 80
497	46 81 3 14
498	46 98 92 71
499	44 78 51 90
500	71 93 85 37
501	68 86 3 26
502	81 25 70 27
503	84 85 36 33
504	24 51 38 28
505	100 86 43 67
506	49 60 10 41
507	99 63 85 21
508	81 79 83 67
509	81 69 51 89
510	14 24 22 27
511	71 73 57 59
512	53 69 100 31
513	71 79 54 18
514	89 81 96 100
515	70 33 42 45
516	9 35 11 37
517	92 16 90 63
518	46 78 63 7
519	96 65 4 85
520	11 25 5 83
521	55 81 4 6
522	12 47 96 46
523	39 80 64 81
524	86 100 95 12
525	57 65 15 96
526	91 30 54 51
527	2 47 23 36
528	69 92 65 8
529	46 59 16 61
530	5 61 39 11
531	44 94 22 50
532	70 89 14 76
533	28 8 55 1
534	40 23 55 68
535	77 73 68 35
536	10 36 49 7
537	56 43 85 23
538	50 82 93 85
539	63 85 18 71
540	66 70 94 20
541	94 60 27 79
542	79 95 77 66
543	38 19 89 23
544	3 55 64 98
545	34 14 12 61
546	85 64 84 27
547	49 20 6 56
548	43 91 28 31
549	85 14 84 19
550	45 77 48 25
551	65 91 80 63
552	8 24 12 18
553	66 58 78 6
554	16 60 42 5
555	37 7 70 100
556	48 15 73 30
557	10 65 50 21
558	89 36 52 11
559	45 29 15 1
560	77 39 62 69
561	55 42 12 96
562	2 25 19 20
563	37 39 13 14
564	58 80 21 99
565	96 98 7 61
566	80 2 73 45
567	31 29 30 52
568	1 73 82 51
569	22 93 62 3
570	51 39 63 68
571	25 23 39 33
572	57 100 61 11
573	40 37 59 41
574	42 79 15 70
575	22 44 48 8
576	84 91 45 46
577	97 49 57 10
578	8 80 73 4
579	96 72 54 3
580	4 19 25 3
581	22 14 62 3
582	37 91 38 22
583	30 8 26 78
584	11 41 69 58
585	38 32 69 64
586	8 26 13 55
587	58 12 9 77
588	39 57 29 61
