Students	50000
1	142 348 136 795
2	309 577 968 664
3	169 524 37 764
4	90 18 615 588
5	378 245 581 150
6	232 68 457 851
7	504 291 540 926
8	666 969 545 802
9	476 562 628 504
10	650 976 829 639
11	753 850 486 908
12	214 255 12 165
13	834 222 175 53
14	378 654 855 987
15	296 833 941 908
16	560 172 952 791
17	149 434 842 355
18	223 494 143 92
19	323 852 620 294
20	527 628 339 905
21	822 217 812 160
22	720 327 500 104
23	490 805 710 306
24	34 694 930 874
25	302 909 221 886
26	118 61 835 508
27	826 302 75 733
28	410 49 294 23
29	828 493 96 455
30	383 432 431 477
31	978 149 477 407
32	341 323 575 649
33	276 792 61 476
34	238 998 620 713
35	144 88 655 627
36	72 587 659 888
37	57 860 321 988
38	510 761 166 570
39	251 227 385 837
40	778 507 669 359
41	289 129 645 229
42	302 33 914 501
43	225 862 885 172
44	229 898 957 723
45	687 136 338 172
46	760 437 496 96
47	435 620 175 724
48	165 702 38 596
49	890 880 459 788
50	460 166 146 265
51	636 118 256 606
52	6 627 120 441
53	169 149 742 255
54	669 883 933 338
55	995 592 226 181
56	807 958 168 388
57	732 366 988 602
58	25 882 955 127
59	44 165 686 43
60	589 293 680 105
61	84 770 900 491
62	373 402 292 223
63	616 712 59 599
64	453 213 590 162
65	136 15 597 128
66	812 210 787 79
67	127 515 684 359
68	112 129 983 523
69	45 482 311 506
70	192 843 924 647
71	761 130 790 260
72	739 822 544 92
73	958 885 988 475
74	597 131 389 621
75	405 186 725 654
76	280 416 918 466
77	153 984 794 344
78	583 877 90 557
79	407 25 44 768
80	616 803 403 314
81	257 469 751 993
82	183 835 695 412
83	499 408 326 775
84	231 767 663 19
85	505 333 10 720
86	954 355 988 287
87	452 701 826 790
88	271 304 370 533
89	264 298 481 296
90	585 323 601 412
91	314 244 336 408
92	141 905 963 559
93	247 117 817 946
94	837 281 908 644
95	299 852 851 624
96	38 797 948 504
97	154 811 991 234
98	824 855 145 39
99	656 618 927 235
100	61 398 410 858
101	683 164 953 67
102	928 866 50 252
103	120 483 822 72
104	790 491 671 887
105	114 30 101 304
106	835 754 575 827
107	757 253 797 657
108	492 872 257 829
109	935 290 559 675
110	493 195 473 647
111	292 994 180 137
112	325 471 615 987
113	213 502 504 1
114	990 46 810 84
115	251 25 73 586
116	207 203 244 380
117	652 578 22 920
118	632 980 697 631
119	507 917 795 33
120	237 56 171 871
121	577 40 230 610
122	736 460 802 60
123	48 219 433 801
124	803 168 946 916
125	267 692 665 211
126	910 916 441 374
127	62 824 126 15
128	783 885 588 364
129	363 742 169 941
130	839 263 288 112
131	659 200 921 371
132	489 81 141 955
133	310 729 755 110
134	847 132 18 769
135	825 887 335 517
136	224 216 791 425
137	26 792 200 509
138	750 452 434 380
139	428 994 978 643
140	625 898 694 388
141	270 107 352 914
142	777 247 861 550
143	370 600 851 120
144	167 961 962 398
145	401 561 383 645
146	576 794 882 463
147	201 278 179 302
148	485 290 467 852
149	505 981 486 435
150	567 510 700 655
151	797 164 903 823
152	393 930 396 645
153	72 472 744 60
154	174 202 682 596
155	915 278 175 990
156	767 195 740 742
157	707 701 167 462
158	697 552 888 345
159	722 27 498 136
160	665 811 121 62
161	554 169 136 341
162	848 976 628 839
163	617 84 342 996
164	339 337 661 353
165	416 808 730 423
166	212 227 362 580
167	942 92 369 494
168	36 359 793 961
169	763 459 691 898
170	167 376 477 764
171	402 868 637 509
172	723 226 208 643
173	84 52 4 733
174	22 51 755 144
175	281 73 366 479
176	138 320 356 849
177	300 546 338 843
178	391 53 574 144
179	787 513 166 943
180	814 120 174 129
181	188 960 823 337
182	83 745 151 30
183	107 527 814 362
184	958 567 975 568
185	23 46 921 315
186	16 822 366 153
187	2 158 951 823
188	346 468 669 417
189	900 430 361 940
190	930 366 983 572
191	28 31 324 466
192	611 968 737 327
193	432 288 388 748
194	924 286 308 566
195	711 148 409 740
196	587 321 647 850
197	802 864 807 434
198	74 547 580 840
199	260 29 563 834
200	588 473 621 107
201	345 406 565 574
202	658 804 669 458
203	655 894 37 872
204	777 218 946 796
205	154 334 860 12
206	766 322 851 774
207	175 833 481 729
208	9 918 238 944
209	380 704 9 878
210	297 313 733 917
211	727 144 804 567
212	805 46 351 58
213	213 285 570 475
214	624 62 622 592
215	522 292 491 432
