Students	8000
1	33 31 13 66
2	82 66 89 42
3	2 73 1 46
4	28 39 11 66
5	11 18 99 2
6	23 43 92 3
7	63 31 36 72
8	66 2 73 97
9	61 46 14 1
10	25 69 85 28
11	36 54 89 15
12	46 36 84 14
13	87 71 95 91
14	8 78 58 72
15	12 7 56 11
16	30 82 29 22
17	44 51 29 50
18	1 11 53 34
19	33 6 82 20
20	48 37 46 45
21	65 39 20 53
22	98 63 78 84
23	91 49 31 51
24	33 39 14 72
25	96 89 44 76
26	82 17 47 18
27	64 20 70 6
28	80 2 94 41
29	19 85 51 7
30	54 40 31 70
31	42 9 81 56
32	10 5 27 76
33	19 89 67 72
34	21 59 12 64
35	96 5 72 42
36	51 40 86 53
37	57 51 96 9
38	3 50 28 78
39	8 34 39 90
40	17 94 4 32
41	75 24 92 39
42	2 25 3 72
43	55 62 20 85
44	65 40 51 49
45	28 65 99 76
46	89 40 97 32
47	71 3 69 5
48	19 84 59 4
49	10 45 38 39
50	52 68 82 95
51	71 57 87 59
52	11 65 83 21
53	49 60 45 46
54	15 95 22 42
55	94 17 83 40
56	52 93 88 37
57	83 57 88 6
58	56 99 86 43
59	40 95 93 73
60	77 9 96 32
61	33 88 10 5
62	90 42 88 17
63	15 82 41 1
64	82 67 19 20
65	47 25 24 39
66	78 87 48 84
67	51 14 73 92
68	47 40 19 9
69	15 56 95 32
70	63 72 4 22
71	22 86 61 1
72	7 79 19 72
73	81 35 72 27
74	31 99 20 73
75	75 28 35 92
76	73 52 8 54
77	68 47 2 55
78	36 56 37 63
79	55 52 20 56
80	20 47 39 54
81	7 22 23 63
82	38 19 51 20
83	46 20 100 7
84	68 93 13 54
85	10 89 70 60
86	72 88 1 44
87	68 47 50 51
88	83 20 30 1
89	68 37 54 2
90	21 87 78 38
91	56 6 15 69
92	33 61 75 96
93	75 48 50 100
94	96 88 61 90
95	11 39 80 56
96	82 7 54 94
97	21 57 10 32
98	36 57 89 86
99	46 82 28 29
100	69 66 39 40
101	61 11 5 6
