Students	9000
1	60 10 32 44
2	7 75 11 25
3	64 12 96 44
4	54 7 10 84
5	65 9 99 20
6	73 89 58 25
7	45 57 37 15
8	17 11 49 57
9	71 27 53 72
10	96 38 52 61
11	15 91 98 94
12	51 64 96 61
13	52 81 33 79
14	32 73 61 90
15	29 14 69 83
16	68 8 79 74
17	27 94 42 39
18	35 40 26 81
19	65 12 23 33
20	45 11 39 96
21	45 23 24 36
22	48 36 74 46
23	26 74 45 36
24	68 29 11 56
25	29 2 23 11
26	64 77 84 8
27	99 44 73 90
28	8 95 1 55
29	76 20 48 75
30	34 24 56 86
31	35 12 96 17
32	79 21 38 91
33	25 62 96 63
34	1 20 92 74
35	82 99 96 93
36	88 38 66 40
37	94 90 22 42
38	29 79 8 1
39	37 33 19 91
40	23 98 31 1
41	13 63 49 58
42	41 80 98 1
43	93 19 86 80
44	49 22 67 43
45	99 16 51 82
46	99 43 21 7
47	37 82 7 5
48	80 97 2 46
49	46 62 5 65
50	83 78 52 16
51	32 6 48 12
52	97 17 28 71
53	81 75 41 86
54	9 71 63 78
55	31 39 21 37
56	100 3 49 76
57	81 91 86 46
58	22 8 19 43
59	87 59 13 18
60	4 68 47 84
61	39 49 20 95
62	18 53 41 42
63	90 52 26 73
64	97 58 95 57
65	98 7 19 47
66	36 45 21 76
67	87 75 31 63
68	54 68 48 67
69	52 67 48 93
70	75 67 72 89
71	63 90 19 43
72	97 44 78 59
73	49 51 78 55
74	39 61 57 65
75	37 18 52 55
76	100 10 20 97
77	52 11 29 19
78	36 70 17 58
79	91 56 87 26
80	89 45 53 15
81	88 46 37 13
82	19 75 12 68
83	16 35 30 14
84	98 31 34 84
85	18 43 46 51
86	69 72 62 76
87	58 87 29 99
88	65 76 5 33
89	62 11 45 54
90	15 94 100 10
91	66 46 22 79
92	21 88 33 59
93	24 77 47 99
94	36 82 25 12
95	20 89 60 63
96	34 16 1 30
97	92 41 83 86
98	18 67 16 17
99	12 8 25 34
100	30 75 54 17
101	77 54 69 97
102	53 99 82 78
103	26 33 3 2
104	36 9 54 99
105	99 23 67 8
106	57 2 84 49
107	29 100 28 69
108	80 57 11 9
109	34 21 1 11
110	46 52 86 50
111	81 12 39 88
112	78 91 19 94
113	18 54 66 36
114	31 18 85 30
115	61 3 21 10
116	28 20 11 53
117	7 23 90 81
118	83 47 37 7
119	43 99 47 68
120	52 20 56 28
121	67 51 1 85
122	24 58 69 20
123	96 67 32 70
124	55 62 18 6
125	59 53 2 47
126	77 60 28 50
127	26 72 49 33
128	23 6 52 4
129	21 93 47 9
130	30 4 33 54
131	58 34 56 79
132	80 90 81 70
133	78 43 56 23
134	47 86 75 56
135	94 10 99 78
136	76 47 64 5
137	44 22 28 91
138	57 85 7 22
139	94 31 47 92
140	77 42 71 14
141	44 95 64 48
142	84 85 95 99
143	66 60 31 49
144	76 46 78 34
145	86 5 56 44
146	59 10 12 11
147	48 31 76 82
148	92 9 15 45
149	9 71 5 28
150	43 72 84 12
151	88 47 75 61
152	29 56 44 82
153	82 24 65 61
154	10 46 13 57
155	10 58 59 27
156	36 3 39 76
157	36 22 66 30
158	29 67 42 75
159	45 15 20 82
160	85 87 74 32
161	44 86 95 56
162	40 14 5 75
163	80 3 81 70
164	85 60 42 79
165	93 79 66 48
166	96 48 8 59
167	86 7 24 87
168	30 82 18 39
169	69 42 54 85
170	99 41 15 3
171	62 90 40 38
172	37 30 58 24
173	63 66 100 13
174	66 100 8 88
175	26 37 62 15
176	3 56 50 92
177	58 32 27 46
178	84 5 24 79
179	66 13 17 77
180	6 56 47 94
181	2 47 26 22
182	47 50 10 67
183	97 79 90 22
184	83 15 38 54
