Course	Room	Teacher	Time	Students
1	PK338	1	1	697 1 887 945 
2	PK229	2	1	581 345 582 2 
3	DAL204	3	6	819 543 452 830 837 3 575 288 600 767 112 419 637 
4	PK338	4	16	794 731 60 738 592 3 1004 983 573 695 737 707 511 683 712 865 578 638 408 222 
5	PK229	5	2	113 4 362 69 241 
6	DAL204	6	7	4 528 469 799 466 588 217 
7	DAL204	7	8	659 4 446 698 609 355 574 605 751 799 707 686 348 843 495 502 243 422 
8	DAL204	8	9	620 4 1051 
9	DAL204	9	10	962 959 998 820 5 663 1111 858 
10	DAL204	10	11	586 518 239 456 437 192 477 87 366 496 226 570 521 5 316 474 38 137 479 310 1106 411 
11	PK229	11	3	11 102 6 134 87 215 298 
12	PK229	12	4	264 81 7 183 286 13 14 45 416 346 470 320 90 
13	PK229	13	5	154 357 351 8 72 
14	PK229	14	6	165 146 232 341 193 267 8 407 182 
15	PK338	15	17	727 1091 1029 748 77 503 1024 231 138 122 972 1099 1093 1057 520 967 964 813 1064 1001 1081 939 986 713 962 868 1071 930 1076 786 898 523 19 956 1085 921 912 1048 81 1038 816 963 951 742 505 996 802 995 1017 977 751 870 788 635 1042 999 765 960 992 877 884 857 1037 1086 1032 1072 933 528 1096 501 201 1067 911 339 775 894 833 975 759 1005 1082 1066 1092 965 806 197 1006 725 743 8 1097 1031 1007 988 875 1083 757 735 144 590 922 1077 982 971 918 1090 1013 25 1041 1054 927 926 
16	DAL204	16	12	231 297 268 1040 131 1048 789 864 755 1066 9 25 18 696 
17	PK229	17	7	324 380 512 769 75 535 9 375 432 550 
18	PK229	18	9	17 138 331 296 131 311 55 74 10 301 262 197 200 252 52 9 261 265 315 121 15 258 330 283 29 
19	DAL204	19	13	1104 291 154 10 952 235 276 764 867 293 643 219 739 34 
20	DAL204	20	14	560 231 251 850 297 434 353 340 67 632 115 838 844 290 257 376 209 141 657 134 681 802 485 614 394 496 925 509 193 172 673 10 759 76 706 551 314 378 683 732 618 420 674 187 608 224 280 216 752 210 557 169 1080 57 194 728 416 729 352 1111 492 733 540 578 
21	PK229	21	8	125 345 209 10 773 367 59 
22	DAL204	13	15	563 744 701 10 486 407 
23	PK229	11	10	11 178 309 253 305 379 531 
24	DAL204	22	16	840 11 149 698 488 139 711 87 682 954 378 52 261 
25	PK229	23	11	12 321 278 164 198 172 112 99 282 
26	TH110	17	1	859 1057 520 845 713 12 812 780 669 824 265 430 550 
27	DAL204	24	17	880 70 458 346 352 15 37 699 
28	PK229	25	12	345 279 704 197 200 583 15 29 
29	TH110	26	2	1104 850 792 866 881 576 874 498 905 617 619 585 860 610 946 1089 989 681 611 622 996 624 482 879 1021 960 1023 1037 790 769 803 1056 832 701 872 890 1046 980 1047 734 718 1075 377 75 1034 31 405 944 439 843 892 419 1007 773 280 736 669 677 824 554 25 1103 729 917 15 519 540 350 1026 578 1079 473 721 636 558 810 1070 
