Course	Room	Teacher	Time	Students
1	500	47	98	
2	500	2	60	59 63 99 
3	500	19	78	75 84 
4	500	34	7	1 6 12 25 32 68 81 
5	500	4	1	5 6 11 42 55 56 57 64 88 94 98 
6	500	38	61	7 62 69 
7	500	21	35	4 27 42 75 
8	500	26	22	22 27 43 45 46 
9	500	48	36	33 52 74 85 
10	500	38	37	71 79 85 90 
11	500	3	8	13 34 37 52 73 91 94 
12	500	16	87	23 
13	500	32	38	8 30 34 83 
14	500	49	12	14 24 38 43 93 98 
15	500	9	13	45 48 76 79 83 89 
16	500	41	79	2 74 
17	500	21	39	9 29 70 87 
18	500	20	80	21 28 
19	500	22	2	18 20 21 22 49 65 68 79 82 86 91 
20	500	23	88	90 
21	500	29	23	4 33 53 60 93 
22	500	47	24	24 71 80 92 96 
23	500	26	62	26 63 82 
24	500	3	89	100 
25	500	35	25	4 6 11 74 80 
26	500	32	14	2 23 54 69 89 100 
27	500	28	40	24 32 54 76 
28	500	4	9	1 11 26 34 49 87 89 
29	500	46	41	40 62 70 78 
30	500	41	90	42 
31	500	2	81	31 88 
32	500	43	3	5 9 13 17 30 39 41 43 64 67 
33	500	48	26	1 8 20 27 58 
34	500	9	42	35 36 67 91 
35	500	27	91	73 
36	500	12	63	11 26 60 
37	500	8	43	25 44 47 76 
38	500	11	82	51 63 
39	500	10	15	17 28 57 62 72 93 
40	500	37	64	14 52 82 
41	500	11	44	1 7 44 65 
42	500	20	45	9 12 57 99 
43	500	14	65	48 60 66 
44	500	23	16	15 32 42 44 81 86 
45	500	50	17	16 40 56 73 92 99 
46	500	33	18	5 33 36 80 85 96 
47	500	35	27	6 7 16 20 54 
48	500	36	19	30 41 58 65 82 92 
49	500	44	46	8 35 53 78 
50	500	6	92	60 
51	500	5	47	7 37 56 88 
52	500	12	93	52 
53	500	25	66	53 61 83 
54	500	40	94	56 
55	500	34	83	46 72 
56	500	37	99	
57	500	31	67	2 17 25 
58	500	6	28	3 16 31 50 53 
59	500	39	84	21 29 
60	500	17	10	19 20 49 54 55 58 78 
61	500	18	95	19 
62	500	24	68	2 19 45 
63	500	22	69	44 47 89 
64	500	16	70	14 75 87 
65	500	1	29	41 78 81 95 99 
66	500	1	85	61 67 
67	500	46	96	80 
68	500	50	11	10 38 45 46 59 72 75 
69	500	17	48	4 77 88 97 
70	500	7	4	3 16 24 47 48 71 76 81 100 
71	500	25	71	39 77 91 
72	500	43	30	5 18 41 46 55 
73	500	13	49	38 39 40 58 
74	500	8	50	17 18 21 29 
75	500	19	72	14 59 97 
76	500	15	86	10 94 
77	500	15	31	35 51 68 90 96 
78	500	42	32	3 33 35 43 84 
79	500	13	5	15 36 39 47 71 92 93 95 
80	500	44	33	9 27 51 66 85 
81	500	45	51	12 32 38 69 
82	500	45	52	10 25 40 70 
83	500	36	97	12 
84	500	49	73	61 68 73 
85	500	18	53	50 83 97 98 
86	500	14	54	30 49 55 77 
87	500	28	74	37 69 70 
88	500	39	100	
89	500	30	55	22 31 62 87 
90	500	27	6	8 13 15 31 65 72 95 97 
91	500	10	75	15 18 61 
92	500	7	56	22 23 86 96 
93	500	42	76	13 50 64 
94	500	24	20	3 28 29 48 63 84 
95	500	29	57	37 74 86 100 
96	500	30	77	19 34 67 
97	500	31	58	50 66 84 98 
98	500	33	34	36 57 64 77 79 
99	500	5	21	10 28 51 90 94 95 
100	500	40	59	23 26 59 66 
