Course	Room	Teacher	Time	Students
1	999	22	59	1 21 50 
2	999	29	20	20 21 26 75 94 
3	999	33	60	17 38 47 
4	999	30	10	22 24 28 52 75 77 
5	999	40	61	2 42 99 
6	999	30	40	4 32 57 86 
7	999	44	6	36 37 45 46 76 81 94 
8	999	46	41	23 27 59 85 
9	999	11	11	7 9 65 82 89 90 
10	999	22	42	29 44 62 70 
11	999	20	12	18 39 54 67 87 93 
12	999	6	13	10 12 17 38 58 61 
13	999	28	43	7 73 84 95 
14	999	20	62	5 8 96 
15	999	5	44	35 64 86 87 
16	999	5	45	40 66 69 85 
17	999	25	63	30 37 61 
18	999	44	1	21 42 43 49 59 61 79 88 
19	999	10	21	7 24 26 40 57 
20	999	47	64	13 31 71 
21	999	9	65	30 70 78 
22	999	42	14	8 28 43 74 77 83 
23	999	11	7	8 36 50 66 76 97 98 
24	999	24	46	43 67 71 83 
25	999	31	47	30 78 88 94 
26	999	13	48	14 34 47 81 
27	999	49	8	11 48 51 54 59 91 99 
28	999	1	66	40 48 98 
29	999	10	80	6 35 
30	999	42	22	17 33 57 79 90 
31	999	9	81	60 85 
32	999	13	23	3 17 41 42 92 
33	999	1	24	5 30 41 54 60 
34	999	32	2	10 37 45 55 64 95 99 100 
35	999	35	93	53 
36	999	31	94	79 
37	999	50	49	13 22 25 33 
38	999	45	25	14 41 53 68 81 
39	999	46	3	10 26 31 44 62 72 85 87 
40	999	35	15	16 49 51 65 84 94 
41	999	8	50	38 67 76 80 
42	999	40	67	28 39 96 
43	999	34	26	38 58 83 84 88 
44	999	39	82	45 95 
45	999	18	95	60 
46	999	3	27	12 15 43 47 66 
47	999	25	28	15 40 71 78 100 
48	999	36	83	6 52 
49	999	14	84	64 80 
50	999	24	51	14 24 63 93 
51	999	50	85	41 100 
52	999	34	29	13 25 29 50 90 
53	999	49	52	10 35 56 74 
54	999	36	30	11 20 25 33 73 
55	999	41	31	15 47 55 68 100 
56	999	29	96	60 
57	999	27	68	51 71 97 
58	999	23	69	22 49 98 
59	999	19	32	4 27 61 74 92 
60	999	2	97	19 
61	999	47	33	13 42 57 69 79 
62	999	12	70	4 5 48 
63	999	4	34	11 22 46 77 90 
64	999	39	86	29 98 
65	999	32	100	
66	999	7	71	18 39 68 
67	999	23	98	91 
68	999	6	53	3 29 45 76 
69	999	8	72	59 97 99 
70	999	19	73	3 9 18 
71	999	7	54	19 72 87 91 
72	999	3	74	32 62 75 
73	999	2	16	23 34 55 93 95 97 
74	999	15	17	2 19 31 46 62 93 
75	999	48	87	55 77 
76	999	26	55	36 39 82 86 
77	999	38	35	23 33 44 54 78 
78	999	45	56	35 46 63 67 
79	999	28	57	28 68 83 92 
80	999	18	88	16 56 
81	999	15	89	6 34 
82	999	41	75	48 63 75 
83	999	17	76	6 65 91 
84	999	43	90	5 14 
85	999	21	9	1 21 27 44 53 66 72 
86	999	38	58	3 20 27 58 
87	999	4	4	1 9 19 56 58 69 92 96 
88	999	16	77	11 53 56 
89	999	37	91	73 88 
90	999	16	36	2 34 73 82 89 
91	999	17	37	4 12 15 20 86 
92	999	27	99	31 
93	999	12	78	18 72 80 
94	999	43	38	9 16 25 51 82 
95	999	26	18	2 24 63 65 70 89 
96	999	48	92	52 70 
97	999	21	39	26 36 50 84 96 
98	999	33	79	8 12 49 
99	999	37	5	1 7 16 32 37 64 69 81 
100	999	14	19	23 32 52 74 80 89 
