Course	Room	Teacher	Time	Students
1	961	30	37	26 38 48 49 
2	961	45	57	14 89 93 
3	961	24	79	35 66 
4	961	50	1	19 26 27 36 42 64 72 82 91 98 
5	961	29	38	16 35 43 85 
6	961	10	94	67 
7	961	22	13	1 8 9 40 71 79 
8	961	37	58	41 75 92 
9	961	33	39	54 56 61 80 
10	961	40	20	3 48 57 81 83 
11	961	20	80	6 11 
12	961	44	59	67 77 84 
13	961	26	81	77 89 
14	961	19	82	15 53 
15	961	2	95	22 
16	961	27	40	30 58 59 94 
17	961	28	60	5 49 61 
18	961	39	61	3 65 91 
19	961	30	96	99 
20	961	40	97	7 
21	961	43	62	53 72 88 
22	961	50	83	24 29 
23	961	48	84	10 29 
24	961	43	5	7 25 36 47 54 57 86 
25	961	8	21	17 53 56 89 96 
26	961	35	6	10 62 64 73 76 88 100 
27	961	2	22	37 39 40 63 71 
28	961	26	41	32 33 41 78 
29	961	45	7	17 22 46 82 94 95 97 
30	961	41	14	8 18 23 27 37 55 
31	961	33	2	7 9 12 18 66 88 95 98 
32	961	5	23	23 28 33 38 50 
33	961	15	63	57 84 96 
34	961	18	42	4 28 69 79 
35	961	15	24	1 52 55 74 89 
36	961	39	85	37 42 
37	961	20	43	4 13 42 74 
38	961	42	44	16 19 26 95 
39	961	47	45	29 31 80 83 
40	961	1	15	2 11 18 29 41 97 
41	961	6	3	14 25 26 45 46 61 94 95 
42	961	42	25	2 44 55 72 100 
43	961	44	64	8 27 49 
44	961	6	46	15 31 65 98 
45	961	47	65	5 22 76 
46	961	48	86	43 51 
47	961	19	26	16 17 69 75 100 
48	961	17	98	31 
49	961	23	27	24 48 86 98 100 
50	961	38	87	6 90 
51	961	28	47	15 46 68 90 
52	961	18	16	9 45 70 75 80 99 
53	961	23	8	30 34 44 59 87 90 91 
54	961	1	88	34 44 
55	961	46	28	60 66 69 78 86 
56	961	32	89	22 67 
57	961	3	48	31 35 40 77 
58	961	11	49	50 69 81 92 
59	961	16	99	71 
60	961	17	66	34 70 78 
61	961	3	17	13 39 53 62 65 76 
62	961	16	67	3 5 74 
63	961	10	68	8 14 55 
64	961	38	90	25 71 
65	961	49	50	1 4 13 86 
66	961	7	69	2 19 38 
67	961	22	70	25 50 59 
68	961	8	29	9 13 24 28 60 
69	961	29	91	45 72 
70	961	13	92	15 87 
71	961	32	9	6 12 32 36 56 93 96 
72	961	11	30	3 23 63 66 80 
73	961	36	31	5 17 35 39 47 
74	961	7	71	48 88 92 
75	961	35	93	78 97 
76	961	31	51	4 40 79 83 
77	961	25	72	54 64 85 
78	961	37	32	12 21 41 73 92 
79	961	36	52	10 38 43 77 
80	961	34	53	7 11 12 20 
81	961	4	73	20 32 75 
82	961	12	33	14 52 63 74 81 
83	961	27	10	24 30 36 47 62 67 87 
84	961	13	54	16 45 58 93 
85	961	9	74	33 51 84 
86	961	4	75	1 6 51 
87	961	14	76	65 68 79 
88	961	12	18	30 52 56 83 85 94 
89	961	31	34	21 32 50 60 87 
90	961	14	11	11 20 21 58 68 82 91 
91	961	24	55	27 54 58 93 
92	961	34	77	21 61 99 
93	961	21	4	18 20 37 47 73 81 82 99 
94	961	21	35	2 33 57 68 73 
95	961	9	36	28 64 70 85 90 
96	961	5	78	23 34 59 
97	961	41	100	60 
98	961	25	12	10 43 51 52 70 76 96 
99	961	49	19	19 39 49 62 84 97 
100	961	46	56	42 44 46 63 
