Students	100
1	95 26 76 1
2	14 44 71 100
3	17 66 61 26
4	57 87 55 3
5	80 41 61 72
6	38 92 5 36
7	13 92 35 40
8	71 76 27 87
9	91 76 30 9
10	58 36 82 19
11	65 55 95 2
12	17 51 70 31
13	37 49 85 86
14	42 63 14 58
15	33 96 82 19
16	40 53 55 20
17	51 91 35 38
18	68 67 56 11
19	40 35 53 51
20	77 29 73 68
21	60 67 26 54
22	52 90 31 91
23	51 79 26 70
24	38 25 80 27
25	11 9 73 52
26	4 59 79 97
27	46 66 7 83
28	13 16 43 99
29	71 40 11 3
30	93 33 38 9
31	76 15 89 86
32	16 73 92 19
33	52 22 8 95
34	59 29 17 64
35	68 85 84 4
36	63 1 52 88
37	14 71 80 89
38	48 13 41 96
39	68 3 29 60
40	21 54 77 58
41	34 94 91 92
42	40 58 44 75
43	78 44 20 62
44	83 60 6 27
45	62 60 92 93
46	76 50 36 68
47	81 85 50 96
48	90 1 67 94
49	67 72 76 1
50	54 39 90 43
51	65 79 26 44
52	55 34 61 65
53	3 66 29 37
54	87 99 83 48
55	91 30 62 28
56	97 43 5 7
57	40 56 7 76
58	15 38 80 45
59	64 52 97 48
60	99 66 86 84
61	51 94 75 42
62	24 70 51 86
63	6 48 79 76
64	46 32 89 22
65	52 18 90 4
66	17 40 59 48
67	46 34 9 10
68	3 90 85 1
69	20 6 4 23
70	30 63 45 69
71	59 98 44 10
72	47 41 89 54
73	53 62 19 33
74	4 23 52 31
75	85 89 66 62
76	87 33 27 34
77	96 39 91 40
78	41 44 42 38
79	15 43 71 44
80	59 8 44 28
81	77 100 3 1
82	90 69 51 1
83	73 97 2 93
84	70 46 6 79
85	25 93 62 6
86	19 22 10 31
87	2 32 61 21
88	39 86 31 91
89	46 62 91 69
90	13 37 53 29
91	7 9 85 1
92	48 42 56 67
93	48 87 21 75
94	23 75 72 52
95	35 20 80 54
96	56 96 59 71
97	44 43 55 84
98	44 64 89 72
99	85 33 8 60
100	93 25 89 85
