Students	100
1	70 20 2 90
2	81 43 68 5
3	51 24 7 19
4	55 14 69 77
5	10 48 43 54
6	96 67 72 100
7	65 29 93 85
8	60 1 69 62
9	73 71 28 95
10	48 88 96 53
11	72 13 26 20
12	2 86 75 41
13	80 18 28 2
14	53 71 45 25
15	68 57 97 66
16	46 27 81 14
17	19 89 79 10
18	53 7 59 31
19	81 51 65 30
20	54 64 16 30
21	33 59 13 60
22	90 11 95 76
23	52 12 72 48
24	95 7 41 54
25	11 60 65 10
26	30 52 41 42
27	60 70 18 1
28	46 37 12 49
29	57 64 5 75
30	60 63 92 48
31	76 81 90 63
32	24 21 45 22
33	59 3 94 35
34	51 79 19 95
35	63 79 58 44
36	49 55 8 91
37	80 2 48 52
38	47 67 22 6
39	25 5 80 45
40	62 14 11 69
41	79 81 71 80
42	53 9 99 86
43	74 56 93 84
44	27 59 6 43
45	18 56 32 26
46	72 21 99 67
47	56 83 24 23
48	51 22 48 38
49	66 64 40 49
50	93 72 68 77
51	63 71 64 61
52	61 2 97 25
53	68 12 31 67
54	53 5 76 94
55	38 73 21 9
56	17 9 25 21
57	58 84 57 63
58	24 33 41 71
59	78 83 77 13
60	51 14 95 77
61	73 6 88 64
62	61 95 93 15
63	90 13 33 51
64	59 5 22 69
65	86 42 55 18
66	25 75 38 67
67	59 30 43 6
68	97 82 37 20
69	83 94 90 29
70	70 27 11 18
71	26 40 36 12
72	49 24 13 30
73	47 3 53 85
74	44 58 41 40
75	90 42 96 14
76	72 10 19 85
77	14 94 55 16
78	56 58 50 32
79	79 96 56 76
80	41 86 18 75
81	25 99 94 57
82	8 85 73 17
83	55 57 6 60
84	32 6 22 46
85	86 57 92 1
86	85 46 70 15
87	48 79 34 27
88	40 82 65 56
89	1 79 81 60
90	19 50 3 40
91	5 52 54 2
92	37 70 18 64
93	12 77 87 55
94	21 56 26 28
95	73 68 61 76
96	30 7 48 96
97	60 56 39 62
98	11 57 8 50
99	11 5 88 3
100	3 76 56 74
