Students	100
1	11 88 59 33
2	74 99 15 96
3	71 60 12 14
4	75 66 94 90
5	36 70 34 98
6	51 92 22 17
7	53 13 82 38
8	80 84 62 54
9	32 54 49 8
10	49 26 4 9
11	34 87 76 42
12	49 5 25 9
13	49 51 9 43
14	98 6 79 76
15	17 57 50 74
16	25 78 23 77
17	46 4 47 75
18	18 11 98 26
19	36 60 66 7
20	24 45 23 1
21	42 37 77 70
22	51 10 82 53
23	76 94 69 95
24	41 99 74 78
25	97 51 67 77
26	82 38 11 100
27	18 68 91 65
28	17 58 24 65
29	18 67 98 66
30	84 8 4 21
31	59 39 26 35
32	43 70 67 92
33	42 76 13 64
34	3 26 44 68
35	77 15 65 24
36	6 49 99 31
37	72 56 79 26
38	82 79 78 32
39	92 55 100 2
40	35 14 25 2
41	95 41 46 51
42	92 31 52 94
43	68 21 78 89
44	4 3 83 37
45	74 78 25 97
46	39 54 38 61
47	57 61 35 84
48	3 1 59 35
49	98 83 30 71
50	67 6 66 87
51	99 22 79 76
52	74 71 12 83
53	28 3 34 68
54	72 100 74 7
55	100 40 81 84
56	78 15 34 17
57	88 39 53 14
58	7 49 26 39
59	72 45 95 22
60	43 76 19 56
61	67 75 53 19
62	34 82 68 27
63	4 64 19 73
64	6 68 8 31
65	45 44 34 47
66	46 20 24 94
67	38 63 41 49
68	98 37 84 55
69	95 54 72 88
70	62 34 57 65
71	72 2 3 92
72	8 7 26 51
73	65 74 60 30
74	85 53 2 36
75	76 3 69 89
76	66 52 60 30
77	61 65 3 75
78	85 46 71 36
79	78 77 47 54
80	69 77 22 33
81	3 84 98 14
82	69 27 91 68
83	14 93 51 98
84	37 77 90 43
85	97 20 50 45
86	86 67 21 72
87	28 34 2 50
88	26 78 63 18
89	23 65 22 35
90	96 50 45 33
91	28 5 21 23
92	79 62 15 54
93	54 67 88 83
94	96 57 23 41
95	88 21 6 10
96	87 45 70 66
97	67 63 44 10
98	36 48 2 95
99	21 31 43 40
100	35 60 13 90
