Students	100
1	99 87 1 85
2	90 95 74 5
3	86 70 68 32
4	91 6 62 59
5	14 62 33 84
6	81 29 83 48
7	9 19 13 99
8	23 22 14 98
9	94 87 9 70
10	39 12 53 34
11	54 88 27 63
12	91 46 98 12
13	20 37 61 52
14	26 84 38 50
15	47 55 91 46
16	80 40 94 99
17	30 12 32 3
18	11 93 66 70
19	60 74 71 87
20	2 91 54 86
21	1 18 2 85
22	63 4 37 58
23	100 77 73 8
24	4 19 95 50
25	94 52 37 54
26	19 2 97 39
27	86 85 8 59
28	22 42 4 79
29	68 10 64 52
30	21 33 17 25
31	92 20 74 39
32	72 99 100 6
33	77 37 54 30
34	73 90 81 26
35	78 15 29 53
36	23 7 97 76
37	17 34 7 99
38	41 12 3 43
39	11 42 66 76
40	16 47 19 28
41	51 32 33 38
42	61 32 18 5
43	18 22 46 24
44	77 39 10 85
45	7 34 68 44
46	78 63 74 7
47	3 46 55 26
48	27 62 28 82
49	98 40 18 58
50	1 97 23 52
51	94 57 27 40
52	4 48 96 100
53	38 35 85 88
54	33 27 11 77
55	34 73 75 55
56	88 53 87 80
57	30 6 19 61
58	43 12 87 86
59	69 8 18 27
60	33 45 56 31
61	59 17 12 18
62	10 72 39 74
63	82 95 50 78
64	15 99 49 34
65	95 9 83 40
66	46 85 16 23
67	78 24 11 41
68	66 79 55 38
69	87 99 16 61
70	96 21 10 95
71	24 57 20 47
72	39 71 93 85
73	90 89 54 13
74	53 22 100 59
75	2 72 4 82
76	23 68 41 7
77	75 22 63 4
78	47 25 77 21
79	36 30 61 18
80	41 49 93 100
81	38 7 26 99
82	94 9 76 90
83	43 22 79 24
84	43 97 13 40
85	16 8 39 31
86	91 15 6 76
87	39 15 71 11
88	25 89 43 18
89	9 90 95 100
90	9 52 30 63
91	27 83 67 71
92	59 87 32 79
93	11 74 73 50
94	40 2 7 25
95	44 13 73 34
96	14 87 97 42
97	57 73 23 69
98	64 58 23 28
99	34 69 5 27
100	34 51 47 55
