Students	100
1	27 13 38 70
2	18 4 79 71
3	37 45 85 28
4	69 49 64 84
5	46 56 16 83
6	25 93 78 38
7	28 70 93 53
8	36 47 87 86
9	59 95 97 75
10	3 99 83 65
11	31 44 62 91
12	52 26 66 28
13	12 77 1 94
14	67 83 28 17
15	1 74 7 95
16	98 50 75 96
17	43 55 66 18
18	18 37 1 78
19	12 23 31 44
20	15 66 20 40
21	2 66 19 48
22	35 58 56 6
23	39 73 25 54
24	61 66 96 73
25	96 63 6 83
26	93 47 50 27
27	99 42 10 21
28	66 40 32 17
29	2 72 88 62
30	56 14 60 99
31	58 53 89 52
32	45 11 74 30
33	81 24 57 58
34	5 13 95 51
35	82 97 26 9
36	88 61 81 28
37	98 89 45 6
38	84 37 89 45
39	15 59 92 89
40	77 97 41 35
41	5 1 43 48
42	10 42 61 96
43	88 78 64 28
44	31 50 85 84
45	73 99 60 35
46	56 23 39 49
47	91 99 52 29
48	91 57 22 49
49	97 49 73 30
50	15 90 3 67
51	56 12 53 38
52	23 27 42 92
53	44 34 74 92
54	82 88 59 5
55	89 64 25 28
56	70 11 91 71
57	53 24 65 40
58	11 94 68 24
59	9 17 80 11
60	18 68 93 23
61	6 64 19 81
62	39 9 15 7
63	27 78 5 1
64	26 88 49 99
65	96 99 18 37
66	40 97 31 33
67	66 67 1 79
68	35 4 65 20
69	26 63 76 31
70	35 30 67 96
71	6 68 7 39
72	76 81 53 47
73	8 45 84 89
74	34 51 19 64
75	7 93 70 80
76	75 91 86 48
77	41 28 77 55
78	41 40 73 29
79	15 27 49 88
80	96 19 25 80
81	60 77 12 16
82	67 44 8 49
83	38 7 96 85
84	74 21 34 55
85	81 23 28 64
86	39 8 96 70
87	41 15 40 24
88	47 28 50 43
89	87 82 17 60
90	8 97 65 86
91	23 21 81 61
92	95 62 90 24
93	33 99 17 73
94	75 24 19 92
95	43 99 60 39
96	20 33 95 5
97	59 2 36 97
98	95 5 41 2
99	25 82 57 48
100	45 93 47 59
