Students	100
1	40 45 24 71
2	23 84 66 39
3	96 14 3 26
4	7 1 76 61
5	43 7 77 21
6	9 99 68 98
7	12 79 22 46
8	48 37 22 27
9	60 29 49 90
10	87 18 7 39
11	46 33 68 62
12	27 53 12 56
13	7 48 2 43
14	1 3 2 97
15	20 78 37 54
16	24 91 27 28
17	28 85 53 67
18	50 90 67 92
19	43 81 55 39
20	35 40 46 16
21	81 17 91 15
22	8 10 99 25
23	12 88 22 1
24	45 9 26 34
25	42 20 35 8
26	73 10 83 97
27	26 93 63 85
28	42 23 76 80
29	9 94 71 64
30	97 35 64 72
31	60 92 95 93
32	98 19 29 9
33	75 30 62 18
34	1 89 37 100
35	74 34 69 93
36	79 12 36 39
37	27 61 86 67
38	3 57 66 68
39	26 86 99 34
40	8 22 51 52
41	26 62 96 80
42	21 41 83 19
43	95 87 76 26
44	2 4 44 60
45	27 90 31 74
46	96 68 91 22
47	28 87 26 51
48	62 18 16 82
49	55 82 26 92
50	65 74 2 15
51	31 77 14 60
52	11 91 3 51
53	93 8 90 97
54	8 49 64 32
55	58 66 85 35
56	42 51 48 20
57	69 9 5 61
58	59 67 87 60
59	96 95 61 3
60	79 99 70 38
61	38 94 46 56
62	38 6 87 99
63	30 41 22 13
64	36 65 35 41
65	83 5 58 43
66	16 89 1 30
67	6 22 7 99
68	39 16 25 45
69	51 37 41 86
70	30 5 20 52
71	39 31 69 92
72	93 81 42 86
73	36 95 31 61
74	37 34 13 67
75	55 9 44 20
76	47 13 55 44
77	89 98 40 52
78	80 25 35 39
79	84 29 24 72
80	30 82 62 90
81	97 29 12 17
82	76 90 19 51
83	19 28 65 44
84	28 30 71 41
85	59 9 44 90
86	14 38 83 88
87	66 2 26 70
88	42 82 88 57
89	18 94 22 80
90	18 26 79 71
91	36 75 10 59
92	42 92 11 44
93	43 66 3 37
94	67 17 88 50
95	65 48 42 87
96	6 33 98 10
97	46 77 98 91
98	96 71 47 90
99	85 96 66 87
100	57 21 97 96
