Course	Room	Teacher	Time	Students
1	2046	48	2	1 36 48 49 68 81 82 91 
2	2046	30	58	11 83 87 
3	2046	26	12	4 29 39 53 68 81 
4	2046	44	17	26 35 65 69 74 
5	2046	43	82	6 56 
6	2046	29	18	44 63 69 84 85 
7	2046	38	40	27 56 57 91 
8	2046	18	59	33 80 99 
9	2046	8	19	9 25 30 67 91 
10	2046	44	60	67 71 86 
11	2046	12	61	18 25 29 
12	2046	12	99	
13	2046	3	41	7 28 38 90 
14	2046	43	62	2 14 37 
15	2046	9	63	31 58 79 
16	2046	22	83	28 32 
17	2046	3	42	3 12 34 66 
18	2046	1	90	65 
19	2046	47	20	10 15 32 73 86 
20	2046	5	43	16 43 69 95 
21	2046	47	64	40 87 93 
22	2046	19	65	33 64 86 
23	2046	33	66	69 74 94 
24	2046	39	91	62 
25	2046	6	67	24 85 100 
26	2046	2	21	1 3 21 23 51 
27	2046	34	44	8 24 44 76 
28	2046	2	84	55 80 
29	2046	32	22	20 34 39 53 90 
30	2046	8	68	9 55 70 
31	2046	36	23	12 22 74 86 88 
32	2046	18	85	64 87 
33	2046	33	24	15 30 73 76 99 
34	2046	36	45	41 52 67 76 
35	2046	26	46	7 17 19 95 
36	2046	45	69	6 10 46 
37	2046	27	70	13 53 90 
38	2046	22	13	6 17 24 30 58 78 
39	2046	42	71	50 77 88 
40	2046	15	3	7 16 19 29 42 57 66 77 
41	2046	34	47	5 38 72 78 
42	2046	27	48	14 61 78 92 
43	2046	7	25	28 50 56 79 97 
44	2046	15	1	2 42 43 51 71 78 79 80 97 98 
45	2046	24	86	58 70 
46	2046	7	26	27 64 67 84 89 
47	2046	13	92	72 
48	2046	6	8	38 54 59 63 66 92 93 
49	2046	10	93	13 
50	2046	50	87	46 47 
51	2046	20	9	12 17 19 23 61 62 82 
52	2046	42	4	22 25 33 36 59 65 74 94 
53	2046	9	49	16 19 73 90 
54	2046	4	27	21 40 50 72 95 
55	2046	35	28	4 11 16 52 97 
56	2046	17	50	18 57 92 96 
57	2046	35	94	4 
58	2046	10	51	10 14 40 42 
59	2046	19	14	26 34 66 71 80 96 
60	2046	1	29	21 39 44 45 99 
61	2046	48	52	3 5 52 87 
62	2046	5	10	43 45 55 73 75 85 89 
63	2046	23	72	14 36 70 
64	2046	25	73	34 59 98 
65	2046	16	74	11 51 52 
66	2046	14	30	3 27 53 60 75 
67	2046	50	31	18 21 48 49 92 
68	2046	49	32	18 20 35 39 46 
69	2046	4	75	70 82 89 
70	2046	13	53	12 23 62 84 
71	2046	24	15	2 8 29 37 79 96 
72	2046	14	54	5 49 94 98 
73	2046	37	55	20 25 32 83 
74	2046	25	100	
75	2046	37	56	42 61 93 94 
76	2046	17	5	1 8 9 31 46 49 57 63 
77	2046	29	76	20 40 81 
78	2046	46	95	43 
79	2046	32	33	23 26 51 63 84 
80	2046	11	34	5 24 37 58 95 
81	2046	45	96	47 
82	2046	39	88	10 15 
83	2046	23	77	27 44 54 
84	2046	21	78	35 60 97 
85	2046	46	6	13 35 47 68 75 91 99 100 
86	2046	40	35	13 31 60 62 88 
87	2046	16	36	4 8 54 76 93 
88	2046	49	97	36 
89	2046	28	11	31 37 64 72 75 98 100 
90	2046	38	16	22 48 50 65 68 82 
91	2046	28	7	9 17 22 41 55 77 88 89 
92	2046	41	37	6 7 32 41 45 
93	2046	21	38	30 45 83 85 100 
94	2046	11	79	41 48 61 
95	2046	41	80	1 11 33 
96	2046	40	39	15 38 47 77 96 
97	2046	30	57	26 56 59 83 
98	2046	20	98	71 
99	2046	31	81	28 54 60 
100	2046	31	89	2 81 
