Students	100
1	37 50 69 5
2	85 95 61 87
3	20 38 8 42
4	19 16 76 38
5	36 35 81 70
6	60 82 85 89
7	97 27 41 88
8	34 18 11 70
9	16 52 29 50
10	72 75 21 85
11	5 73 45 38
12	20 89 38 57
13	12 19 34 43
14	31 46 36 44
15	88 2 93 49
16	27 45 36 13
17	76 1 84 72
18	53 57 61 78
19	82 64 30 20
20	25 45 80 53
21	33 81 25 54
22	82 15 3 66
23	75 37 99 24
24	7 82 10 83
25	77 59 78 18
26	93 41 32 5
27	96 49 46 44
28	35 37 40 4
29	86 25 31 80
30	7 41 87 15
31	74 12 37 66
32	65 79 25 19
33	36 46 67 33
34	53 90 98 52
35	30 65 40 38
36	71 99 26 3
37	17 34 7 35
38	55 92 12 18
39	73 86 64 23
40	55 91 12 74
41	12 82 29 67
42	19 90 63 69
43	100 15 8 88
44	43 21 13 54
45	67 100 65 59
46	40 43 35 65
47	9 84 65 81
48	86 65 6 93
49	65 97 99 20
50	61 90 98 11
51	84 69 76 99
52	26 87 28 96
53	79 77 10 22
54	61 52 12 77
55	3 86 28 47
56	92 94 12 93
57	69 59 38 1
58	38 71 47 2
59	80 7 62 48
60	28 100 17 10
61	39 33 66 3
62	18 71 49 21
63	44 81 7 43
64	93 68 85 60
65	86 17 35 74
66	20 77 52 64
67	20 55 72 94
68	59 26 47 52
69	91 64 55 68
70	45 57 19 20
71	54 55 59 86
72	5 74 72 86
73	41 47 64 37
74	67 52 60 66
75	5 70 77 82
76	91 17 5 74
77	84 20 56 12
78	49 11 69 2
79	100 36 77 82
80	48 5 72 24
81	51 20 72 94
82	18 53 54 39
83	8 23 22 92
84	29 60 23 65
85	98 81 26 18
86	62 15 84 41
87	99 69 83 98
88	97 15 51 92
89	56 52 27 37
90	68 54 6 84
91	19 11 99 56
92	6 2 81 92
93	49 96 71 1
94	45 44 54 27
95	60 37 81 75
96	82 7 93 94
97	35 78 5 47
98	86 57 24 35
99	70 6 24 66
100	100 41 94 27
