Students	100
1	77 64 56 47
2	50 80 5 96
3	100 72 99 21
4	24 43 88 96
5	7 39 28 64
6	33 93 23 20
7	23 95 30 2
8	60 91 37 12
9	85 79 92 98
10	77 51 72 23
11	89 69 1 51
12	45 86 28 36
13	43 96 22 46
14	49 91 58 46
15	91 88 10 14
16	55 8 16 89
17	16 43 10 66
18	66 83 86 37
19	72 80 64 95
20	67 61 14 37
21	4 36 62 78
22	14 9 84 89
23	79 70 95 16
24	19 18 33 28
25	91 11 97 33
26	41 50 7 88
27	47 8 27 43
28	24 72 37 74
29	64 87 81 51
30	73 80 14 1
31	82 42 22 54
32	38 3 69 64
33	99 79 7 47
34	7 57 10 50
35	33 70 44 20
36	33 68 24 66
37	79 73 22 13
38	52 7 31 90
39	54 70 65 58
40	97 79 2 67
41	56 78 15 32
42	65 63 69 37
43	88 31 72 8
44	100 8 9 64
45	16 48 18 78
46	3 90 70 83
47	96 93 17 97
48	14 90 96 23
49	86 70 31 23
50	29 50 86 22
51	81 21 100 10
52	84 22 57 60
53	63 3 60 5
54	26 81 41 77
55	61 76 39 64
56	63 58 54 66
57	11 89 30 33
58	28 8 65 35
59	46 34 97 48
60	29 43 97 75
61	34 1 84 10
62	48 91 75 24
63	34 75 25 85
64	74 67 57 5
65	70 36 53 21
66	35 97 24 14
67	91 81 80 95
68	29 51 49 6
69	28 60 75 71
70	15 81 16 20
71	72 65 12 68
72	79 38 85 97
73	24 59 20 37
74	74 27 42 26
75	45 36 89 29
76	34 20 65 2
77	30 1 10 96
78	68 31 72 16
79	63 19 42 89
80	75 64 84 19
81	69 61 15 54
82	48 86 51 73
83	97 19 49 96
84	30 16 51 98
85	58 16 88 77
86	1 79 46 36
87	53 12 96 27
88	39 87 44 24
89	83 4 50 13
90	37 4 50 15
91	64 8 1 89
92	14 56 57 29
93	45 89 62 100
94	43 33 11 23
95	17 64 19 4
96	46 99 78 12
97	6 21 11 59
98	85 97 87 84
99	13 88 95 23
100	59 4 78 62
