Students	100
1	65 35 86 7
2	40 66 42 94
3	10 62 72 18
4	37 65 34 76
5	17 62 45 73
6	86 71 11 50
7	24 31 80 20
8	7 30 63 43
9	7 31 68 52
10	23 98 26 79
11	11 40 80 90
12	78 31 71 80
13	65 37 61 68
14	2 41 82 63
15	14 44 51 70
16	84 38 47 5
17	29 47 25 73
18	31 40 93 30
19	4 99 66 38
20	90 81 93 80
21	78 90 92 89
22	29 45 15 56
23	96 72 32 30
24	49 83 68 22
25	41 24 67 64
26	1 41 4 38
27	30 91 43 4
28	32 95 34 68
29	22 40 23 39
30	53 88 83 16
31	44 48 39 57
32	89 71 81 28
33	94 85 28 32
34	60 96 53 54
35	73 5 57 3
36	83 24 71 4
37	36 93 30 27
38	66 32 79 1
39	73 61 27 99
40	27 7 76 57
41	78 28 40 8
42	4 36 100 37
43	46 98 5 79
44	53 100 42 54
45	69 52 41 84
46	100 41 29 51
47	24 73 83 93
48	1 74 49 10
49	99 1 43 17
50	32 67 89 58
51	98 46 85 86
52	35 88 98 82
53	61 14 25 21
54	24 91 77 9
55	35 42 30 63
56	9 25 88 71
57	10 94 33 24
58	90 16 84 91
59	53 16 67 96
60	55 97 89 68
61	92 41 9 17
62	99 26 83 61
63	27 100 72 82
64	26 77 4 95
65	44 18 61 87
66	3 72 31 55
67	6 56 12 83
68	87 94 90 51
69	55 47 58 34
70	95 98 52 60
71	7 59 27 64
72	21 42 69 4
73	26 93 78 94
74	62 37 82 35
75	52 8 81 47
76	26 45 98 61
77	57 13 12 79
78	75 55 28 60
79	7 87 76 34
80	72 9 52 39
81	82 58 10 93
82	4 90 93 29
83	76 39 88 10
84	33 85 12 99
85	5 95 77 88
86	65 24 49 55
87	89 83 70 53
88	74 31 26 21
89	25 35 13 2
90	51 95 53 50
91	90 4 18 53
92	74 8 58 78
93	84 91 2 71
94	16 41 29 88
95	41 31 29 38
96	25 33 98 71
97	29 75 99 40
98	31 44 4 49
99	19 52 93 92
100	26 42 49 47
