Course	Room	Teacher	Time	Students
1	PK338	1	14	1 67 122 151 270 319 339 354 358 396 416 421 446 454 482 506 595 620 626 682 684 720 748 766 777 778 781 789 795 810 846 921 926 931 984 998 1070 1076 1085 
2	PK338	2	2	2 51 82 87 108 122 148 340 405 410 411 425 431 434 439 458 523 544 569 577 582 585 591 613 616 634 644 653 668 680 688 691 697 699 707 708 712 721 723 726 732 742 752 762 767 775 782 794 795 798 800 807 809 812 819 821 830 833 839 852 854 855 864 868 870 885 886 887 895 896 897 899 904 906 911 912 915 916 925 928 934 937 939 949 950 952 953 955 962 963 971 974 976 979 982 990 995 996 997 1002 1014 1015 1019 1021 1023 1039 1041 1046 1047 1048 1050 
3	TH104	3	16	3 9 12 202 266 283 325 364 413 769 
4	PK229	3	15	3 31 103 111 117 123 128 154 244 508 
5	DAL204	4	10	4 71 93 161 165 185 208 229 242 318 328 405 432 514 530 546 729 992 
6	DAL204	5	14	5 14 205 214 228 324 329 402 407 507 569 586 644 702 772 
7	PK229	6	7	5 40 47 51 122 133 148 166 192 202 351 
8	TH110	7	7	6 167 236 355 393 433 456 488 551 559 570 588 594 602 615 647 684 693 726 811 814 820 834 910 953 956 1003 1024 1052 1085 1091 
9	PK229	8	2	7 99 258 359 513 705 725 760 1084 
10	PK25	9	7	7 33 76 110 225 234 289 326 375 386 445 486 554 634 673 715 725 741 825 1094 
11	PK25	10	5	7 26 44 55 120 125 178 199 234 237 326 395 424 432 445 459 466 504 511 664 1084 
12	PK25	11	13	8 19 376 522 562 591 644 679 694 699 731 777 790 798 867 882 949 978 985 1075 
13	TH110	12	13	10 100 111 153 198 472 538 560 614 636 647 648 653 667 710 714 733 744 760 783 784 796 811 831 845 850 854 910 940 967 1042 
14	PK336	13	2	10 123 182 
15	TH110	14	15	11 29 39 72 101 151 163 222 252 256 298 312 327 336 343 400 403 425 454 460 468 535 537 557 
16	DAL204	14	17	11 19 29 39 56 58 101 151 163 222 256 298 312 327 336 343 557 
17	CARP21	15	14	11 42 70 229 301 557 
18	TAYF	16	9	11 70 91 97 267 363 
