Students	100
1	2646 317 5232 3932
2	4159 6308 5740 2160
3	4247 6046 1266 4555
4	4887 2342 6063 2608
5	599 3436 1740 4936
6	2431 4065 4486 92
7	4471 4373 617 5459
8	5094 6262 1030 5194
9	1139 5348 2236 2144
10	5367 1541 4338 1829
11	4720 5868 4094 6791
12	4975 6801 6272 2032
13	3596 2830 6531 899
14	1578 4740 4742 6589
15	1533 4122 5822 2565
16	2577 1561 1095 1363
17	805 6267 2748 5825
18	4577 974 5144 3205
19	782 4999 2378 419
20	4919 2507 3238 1071
21	3845 6111 2518 669
22	4450 981 2668 5402
23	1291 5969 5145 6093
24	3266 2854 1261 6031
25	4008 2439 4059 6545
26	1606 3936 3067 6716
27	1191 4974 4025 6036
28	3318 6756 1776 4068
29	3161 2922 5778 5981
30	459 4596 1787 6916
31	1527 1012 2517 2438
32	6528 3914 5728 4234
33	426 1266 5763 4932
34	3635 2581 5710 4506
35	4422 6388 920 2697
36	1550 3963 2678 4874
37	6839 5932 1324 2653
38	82 3534 6888 5654
39	4835 1288 2178 108
40	5529 2273 3774 5683
41	404 1689 4458 5086
42	5169 3650 3374 3628
43	4711 1145 4625 5302
44	724 2533 2878 4739
45	1727 1319 6879 2164
46	2639 6842 2942 3594
47	3065 2947 3641 704
48	5692 6229 2032 208
49	4122 3522 4993 6184
50	4017 6503 3285 1350
51	1289 5438 4988 45
52	4013 6895 1220 4196
53	4877 3840 962 5155
54	1837 5652 18 1347
55	1729 5898 5324 4705
56	1287 763 1127 961
57	1093 4140 2746 1765
58	776 3929 5550 85
59	323 3926 2175 410
60	6881 6171 6337 446
61	4260 2996 5748 2377
62	4574 695 661 2713
63	3846 2413 6356 6564
64	4664 1857 4172 3856
65	3487 6991 3460 4201
66	6327 2241 1349 2443
67	6050 4642 3622 3241
68	6696 4013 1131 734
69	5066 6782 6240 2554
70	3510 1838 5269 1100
71	5744 1198 3046 3614
72	5619 6711 4607 6758
73	4771 3459 111 6845
74	4850 1137 3855 3904
75	4613 5109 3396 2357
76	221 2084 359 6224
77	3073 4528 3218 6700
78	4888 3155 2930 326
79	1305 6430 4518 1277
80	4396 4366 5907 919
81	184 1562 1323 6374
82	1844 6848 3385 607
83	97 6168 3484 234
84	503 3690 1829 4869
85	594 6334 491 2355
86	3133 20 258 3278
87	5165 4260 1024 4089
88	2827 1227 6637 1156
89	2528 6992 2827 4806
90	6657 5057 4278 1770
91	1264 25 3496 244
92	6644 6075 2695 4779
93	5487 1586 6936 2260
94	3696 2734 700 6956
95	358 2273 413 3025
96	6109 1990 3367 6279
97	785 1994 3458 1704
98	2037 2098 10 1220
99	4485 6011 4282 3949
100	6955 5852 360 6580
