Students	100
1	2064 2416 623 765
2	1767 1235 401 4908
3	386 2872 1444 1230
4	1019 5660 1202 5185
5	4481 5889 3880 3897
6	177 5002 4928 3298
7	67 865 4519 3393
8	5197 3252 3599 5322
9	5335 3420 1113 3654
10	961 1733 217 4820
11	1914 2564 951 4510
12	295 1531 1981 3079
13	3808 5837 2804 1113
14	629 2760 1833 2162
15	3285 4118 898 2785
16	3274 5786 1311 1238
17	5464 5497 2087 5819
18	5342 2682 4510 834
19	2231 5723 3815 2726
20	4636 1777 4436 771
21	5269 5303 549 4240
22	5271 2188 1272 1682
23	5264 2320 4165 2212
24	4445 2699 898 2940
25	5855 5478 1221 3254
26	2624 2256 5646 3860
27	4560 1764 3245 651
28	394 1669 5450 5857
29	2793 5398 4975 3677
30	1483 1919 2567 5125
31	1120 5528 4075 994
32	4820 3674 619 114
33	2151 1290 21 303
34	1098 3254 1055 1834
35	1910 2474 3813 3812
36	1073 416 5141 5607
37	5098 4106 1730 4473
38	5797 4808 3244 4500
39	4513 3766 5660 5215
40	3120 4971 5612 1163
41	3850 1360 3489 2644
42	144 2103 5861 2268
43	2300 4476 1716 5832
44	5804 700 187 2095
45	4711 4254 796 5963
46	1513 3431 1731 3201
47	2662 4923 5747 3596
48	4636 2339 2666 2297
49	5492 4885 311 5334
50	3708 4603 4402 2721
51	4313 4318 319 4587
52	1532 2700 797 3000
53	82 5837 5070 1967
54	4787 5828 465 4077
55	1192 764 267 3669
56	4392 5908 2142 3802
57	439 3972 4572 2907
58	1741 5418 5665 218
59	3992 3160 3961 2154
60	5910 1611 2329 1092
61	1780 3715 5959 4533
62	4169 2485 387 1925
63	5825 2068 1320 5260
64	525 80 39 4487
65	4239 4642 5986 519
66	598 308 1601 578
67	70 4100 5043 3571
68	3906 3651 4554 5393
69	1773 5678 3003 4245
70	4608 3566 1845 1419
71	3900 1874 1023 4276
72	4870 1409 1210 1316
73	577 3703 5657 5160
74	3394 4097 5353 687
75	535 5101 3385 5400
76	3128 3570 3578 1027
77	4799 1877 2520 2079
78	4922 5378 2886 3473
79	2730 1849 5134 5793
80	5764 1475 4729 3217
81	4811 2489 2361 5913
82	3329 5394 4376 693
83	3530 2545 856 1098
84	844 4636 1400 2737
85	4821 2623 4273 1819
86	1716 3085 3954 5018
87	1804 2769 1441 1456
88	48 1752 2405 2065
89	2094 468 4353 268
90	4968 5047 5454 1136
91	3595 2396 4283 186
92	3730 132 129 1090
93	5563 3550 3166 2019
94	4775 4660 3981 3228
95	3806 4127 3929 4174
96	1298 5461 5440 5856
97	3084 1715 3690 3492
98	4481 3342 620 1
99	2234 5989 3625 4228
100	1319 3323 1844 2363
