Students	100
1	3869 969 3939 1869
2	3544 3236 3917 121
3	2546 723 1757 909
4	1695 555 3933 3045
5	1298 1064 1719 3170
6	381 3855 1326 1194
7	2221 3349 1422 41
8	1920 3588 368 2176
9	3354 1877 2001 161
10	701 866 3712 1127
11	1350 1028 3999 1003
12	2707 3111 432 3994
13	1232 1198 695 2673
14	990 2587 2484 1751
15	3811 3145 1965 3680
16	1268 3196 2008 1464
17	3659 3948 3845 2118
18	2961 1121 1341 3013
19	3538 3525 774 636
20	792 1126 710 2161
21	2806 483 2866 3541
22	514 2798 3249 1762
23	3538 2054 1595 3520
24	3355 3490 1354 3074
25	2989 978 3903 3727
26	3478 1430 2319 472
27	493 2390 3034 348
28	1022 3221 2794 3283
29	1008 157 2273 1263
30	231 877 2793 2046
31	2283 531 3289 2064
32	1741 574 849 3173
33	3932 3638 1948 1433
34	2248 2451 326 3837
35	2751 3997 1193 1753
36	3586 84 3007 3800
37	3177 145 1026 3853
38	2690 1672 1786 1029
39	3046 2399 3604 2903
40	3939 495 1608 1069
41	692 879 1145 1715
42	2078 3883 762 2518
43	1861 3165 3577 2120
44	3191 3694 1231 2354
45	91 278 3786 2556
46	3157 1250 2986 3436
47	1906 3168 2798 664
48	3531 1657 957 2211
49	543 1472 1438 1418
50	2011 2663 875 3451
51	938 54 704 212
52	410 1426 1239 2805
53	273 2658 552 2313
54	3517 1039 1400 998
55	675 3998 1768 3239
56	1250 1128 2062 1720
57	1473 1695 2261 859
58	2206 3563 467 2560
59	3929 3693 1388 3393
60	2985 3057 110 2762
61	1484 1161 3798 2001
62	2626 3368 2039 3170
63	3272 1301 3827 275
64	1006 2836 1631 2422
65	39 1153 583 3693
66	2264 171 1179 3237
67	1581 155 2679 1998
68	3086 2660 718 1624
69	1433 84 1920 2433
70	1122 2394 3234 3873
71	1780 1979 3295 3925
72	2872 1660 1694 1403
73	3420 748 2268 1549
74	3017 263 352 3837
75	104 3365 3624 973
76	516 1382 1309 2150
77	1680 3927 3022 121
78	2682 423 3542 2245
79	2223 2313 2934 3874
80	3019 1407 3462 3078
81	3678 782 780 1428
82	1759 1568 1474 191
83	2546 2558 856 2781
84	1878 1125 139 3528
85	2747 323 3028 816
86	1738 3614 2227 3409
87	36 484 2201 2619
88	2604 681 1267 778
89	217 1201 1207 1870
90	2943 3921 3190 1130
91	867 368 18 3562
92	1691 3105 1209 3975
93	430 2100 118 2797
94	3639 3083 3313 1258
95	3243 735 2330 1027
96	3616 644 2573 849
97	450 1986 3608 3882
98	2319 3809 909 3027
99	718 3569 1008 580
100	3454 1310 3065 2839
