Students	100
1	48 60 17 70
2	95 63 17 9
3	53 4 31 14
4	36 93 47 65
5	38 55 22 30
6	8 70 40 22
7	11 78 23 4
8	19 24 62 99
9	96 3 6 23
10	54 53 80 59
11	37 46 16 55
12	49 17 98 94
13	90 74 92 96
14	36 82 58 69
15	45 15 33 87
16	49 13 50 1
17	3 34 36 81
18	58 63 43 46
19	75 37 47 34
20	71 86 24 37
21	67 78 74 95
22	36 42 63 47
23	39 85 14 33
24	38 41 2 40
25	54 82 84 38
26	98 62 24 70
27	68 33 24 26
28	51 74 46 56
29	95 66 4 34
30	75 38 4 35
31	93 69 43 85
32	64 35 50 76
33	60 54 47 23
34	90 33 54 34
35	56 14 80 13
36	54 18 33 51
37	27 73 1 65
38	92 52 14 37
39	25 41 90 75
40	37 85 60 16
41	3 48 15 53
42	18 77 34 69
43	68 13 21 90
44	39 92 21 25
45	85 64 92 22
46	51 22 58 94
47	8 71 49 50
48	86 61 4 87
49	78 5 55 14
50	19 79 97 81
51	61 59 67 80
52	86 32 51 23
53	4 56 26 65
54	82 24 30 29
55	58 15 34 32
56	87 74 17 65
57	50 33 49 57
58	3 35 75 7
59	64 69 1 22
60	24 75 13 47
61	37 47 2 66
62	91 12 19 39
63	41 67 93 25
64	92 77 87 68
65	45 75 34 50
66	21 1 87 14
67	28 41 9 43
68	78 51 21 25
69	39 72 62 93
70	32 49 11 25
71	38 73 56 16
72	63 33 2 79
73	93 2 4 44
74	98 74 15 13
75	79 84 26 62
76	78 88 52 11
77	51 59 49 8
78	89 95 62 15
79	64 12 92 29
80	24 63 79 45
81	64 93 16 85
82	70 19 77 29
83	98 43 16 2
84	33 56 81 37
85	89 61 6 9
86	94 97 6 35
87	42 60 36 72
88	35 79 14 63
89	61 13 51 20
90	50 87 8 90
91	55 53 23 61
92	32 93 4 86
93	76 43 47 32
94	59 43 68 53
95	77 65 5 4
96	63 19 13 29
97	25 5 91 13
98	1 62 84 95
99	59 96 79 86
100	56 35 77 94
