Students	100
1	1185 391 235 217
2	714 740 1040 526
3	691 810 238 1240
4	254 1999 1518 1826
5	389 251 1594 1023
6	742 266 768 1531
7	1458 653 1976 12
8	857 100 769 1100
9	534 111 8 898
10	1945 1470 556 1792
11	1743 322 1365 1155
12	1671 1919 1286 510
13	1069 1614 1016 1237
14	905 96 1767 1566
15	1364 45 1661 1094
16	1664 949 1362 1544
17	1901 1744 838 1381
18	1859 1882 272 1752
19	1179 1380 1446 1068
20	917 146 1132 585
21	1935 478 497 31
22	882 846 564 514
23	758 1122 802 1648
24	549 76 903 1421
25	1543 1541 1977 416
26	1367 905 633 1499
27	126 54 691 1182
28	1382 1196 1249 1059
29	871 875 1376 1693
30	1334 1580 250 1214
31	735 1431 1759 877
32	1156 1294 738 674
33	390 1981 544 1500
34	1611 1047 1724 1620
35	1333 581 1294 1686
36	558 1596 1633 4
37	627 1746 1172 1119
38	424 300 758 530
39	890 1492 1567 735
40	885 1544 422 11
41	457 901 1818 1191
42	435 666 1494 875
43	1259 799 1287 1443
44	592 743 533 1143
45	1909 1736 834 436
46	770 1451 355 404
47	709 11 376 60
48	559 1109 1072 993
49	1861 205 688 302
50	1072 951 1774 1893
51	27 1401 823 1812
52	318 701 1949 1700
53	1572 61 1644 1021
54	1123 612 1430 431
55	1321 1419 810 334
56	70 1259 247 1890
57	1440 1140 1276 981
58	67 579 1074 862
59	218 9 1864 608
60	1761 1952 1158 501
61	914 442 802 1892
62	1780 1389 1561 931
63	596 735 1241 83
64	998 344 1380 287
65	1970 1136 1713 670
66	1422 1086 1177 237
67	1527 1068 283 1184
68	125 87 1284 1341
69	1066 1111 659 1490
70	713 1493 877 1531
71	598 744 1971 904
72	1208 1340 739 1451
73	986 1229 1091 1955
74	1967 1918 519 1452
75	260 560 1387 1660
76	253 444 1913 602
77	495 1888 619 1833
78	1432 1030 711 260
79	386 496 1338 133
80	423 1828 932 1459
81	207 1044 1569 1287
82	962 190 1361 641
83	690 544 1844 1268
84	558 1691 732 133
85	1597 1325 712 67
86	1574 1968 537 148
87	1172 128 728 1135
88	1775 1429 1950 75
89	554 352 649 1594
90	918 128 1744 363
91	1264 504 1035 848
92	1444 1354 1226 385
93	1399 927 1819 387
94	1211 1814 199 329
95	824 1004 1502 236
96	332 1678 747 394
97	1781 197 614 1775
98	655 1219 1240 342
99	657 533 810 461
100	1192 292 1397 806
