Course	Room	Teacher	Time	Students
1	2	10	23	16 37 59 66 98 
2	2	10	24	24 61 72 73 83 
3	2	37	46	9 17 41 58 
4	2	33	1	3 7 29 30 48 53 73 92 95 
5	2	2	61	49 95 97 
6	2	43	62	9 85 86 
7	2	5	89	58 
8	2	14	47	6 47 77 90 
9	2	42	63	2 67 85 
10	2	25	98	
11	2	28	64	7 70 76 
12	2	31	74	62 79 
13	2	34	2	16 35 43 60 74 89 96 97 
14	2	5	4	3 23 35 38 49 66 88 
15	2	29	25	15 41 55 74 78 
16	2	17	26	11 40 71 81 83 
17	2	15	48	1 2 12 56 
18	2	17	75	36 42 
19	2	35	27	8 50 62 82 96 
20	2	27	90	89 
21	2	8	49	43 44 66 68 
22	2	34	28	5 6 45 46 59 
23	2	28	29	7 9 33 52 91 
24	2	49	5	8 20 26 27 54 60 80 
25	2	39	12	39 44 63 68 70 97 
26	2	3	65	27 53 75 
27	2	21	91	37 
28	2	50	92	67 
29	2	46	50	54 79 82 96 
30	2	15	76	5 54 
31	2	31	93	3 
32	2	36	30	52 55 70 92 93 
33	2	9	3	15 23 27 34 36 57 72 84 
34	2	33	6	17 19 29 34 42 55 65 
35	2	35	13	30 32 58 86 88 100 
36	2	3	31	4 14 17 22 87 
37	2	50	7	11 19 20 38 40 61 84 
38	2	37	32	5 24 25 30 71 
39	2	48	51	23 44 62 69 
40	2	20	77	6 24 
41	2	38	52	24 39 63 67 
42	2	42	78	22 87 
43	2	22	14	18 31 67 83 93 94 
44	2	25	94	73 
45	2	2	66	15 65 80 
46	2	39	67	11 18 28 
47	2	12	8	4 19 22 33 60 61 93 
48	2	38	79	1 41 
49	2	21	15	12 16 47 57 70 77 
50	2	30	16	16 32 47 57 65 90 
51	2	36	9	28 36 46 52 68 77 89 
52	2	46	80	38 76 
53	2	8	33	3 10 41 91 94 
54	2	1	34	10 25 33 34 36 
55	2	19	53	5 11 49 91 
56	2	9	17	28 35 53 71 84 100 
57	2	48	95	57 
58	2	27	54	14 18 46 55 
59	2	1	35	10 51 77 94 99 
60	2	43	55	1 33 40 87 
61	2	23	36	48 51 85 89 91 
62	2	12	18	8 26 69 75 78 98 
63	2	4	10	2 18 22 72 80 88 96 
64	2	20	37	32 45 59 79 81 
65	2	44	38	4 37 53 56 95 
66	2	16	81	29 61 
67	2	14	68	21 51 63 
68	2	45	56	27 43 64 94 
69	2	24	57	14 31 42 59 
70	2	44	58	1 6 26 82 
71	2	45	82	20 47 
72	2	49	83	69 87 
73	2	47	84	37 71 
74	2	6	39	13 21 28 56 74 
75	2	47	19	19 30 39 58 60 65 
76	2	24	85	32 93 
77	2	13	40	42 64 82 95 100 
78	2	16	41	7 21 49 68 76 
79	2	19	20	50 72 75 80 88 99 
80	2	4	69	10 35 51 
81	2	40	70	17 50 84 
82	2	23	71	14 25 54 
83	2	40	99	
84	2	22	72	25 75 98 
85	2	13	42	23 31 40 45 81 
86	2	32	43	20 48 52 92 99 
87	2	41	21	15 48 56 64 66 90 
88	2	29	96	76 
89	2	18	86	78 85 
90	2	32	44	13 34 39 43 90 
91	2	18	87	62 97 
92	2	26	22	13 38 44 45 64 79 
93	2	30	11	4 31 63 69 73 81 92 
94	2	6	59	12 46 86 100 
95	2	26	45	2 21 29 78 98 
96	2	41	73	9 13 99 
97	2	7	88	50 86 
98	2	7	60	12 26 74 83 
99	2	11	97	8 
100	2	11	100	
