Students	100
1	9948 7836 930 7869
2	6986 4888 4887 8456
3	1668 9067 1006 9539
4	7088 8313 1487 3549
5	6723 2121 8130 3840
6	6867 6853 983 2550
7	7046 2584 9964 6554
8	3902 2200 7594 8732
9	173 7108 7184 4119
10	203 3994 1849 2348
11	1770 3503 5966 505
12	255 7936 8585 5721
13	1622 1469 2347 8674
14	1322 1696 6987 7152
15	4919 6080 2265 9867
16	5553 5416 5478 2108
17	2667 9312 6314 6349
18	4899 5700 236 7670
19	8623 8475 7524 8381
20	8018 9441 1165 1517
21	5288 4185 3779 4174
22	2948 6562 3273 9885
23	8162 4731 3917 2381
24	567 8816 4571 9868
25	5741 8094 7965 280
26	1667 5135 3840 201
27	2521 7701 7529 7206
28	4761 2751 2932 1221
29	3686 3044 1890 2042
30	2705 7231 8602 9104
31	3071 1720 9047 5588
32	3654 3959 8325 1672
33	489 5159 8610 3529
34	5915 8137 3006 3045
35	607 6306 5252 3325
36	6855 378 7075 2291
37	3148 3914 7218 8881
38	3179 146 3029 6793
39	3404 4684 4330 123
40	3623 9921 3193 4567
41	2793 1523 3836 696
42	5361 8759 6197 967
43	1510 3413 497 5944
44	2322 5178 9446 4334
45	9191 5 9378 5046
46	6960 5732 1757 1984
47	4960 1921 5951 5711
48	7047 7475 2222 2673
49	5217 6000 8322 7217
50	5546 9632 2382 4146
51	6110 3215 664 7726
52	4752 2209 8806 4740
53	7727 5835 5267 4771
54	5529 7053 2306 6093
55	8785 9576 3010 3654
56	8687 9873 8202 23
57	3780 5910 8516 7029
58	8350 177 9244 6344
59	9439 9518 6753 418
60	6479 9684 9143 9985
61	3654 5927 2460 2597
62	3654 8826 11 5167
63	8017 4797 2379 6861
64	3667 5227 1403 1576
65	4610 5009 3003 9004
66	8518 7674 2203 2483
67	8720 8768 3313 529
68	6012 4032 9066 7597
69	1828 3235 2804 1085
70	4299 1791 6827 4051
71	3361 9872 9995 2415
72	6413 5496 6869 7385
73	5488 3654 5574 7188
74	3189 6173 9269 645
75	2525 6547 7342 37
76	4728 4061 3258 3788
77	5418 2288 1205 4818
78	9026 7425 8469 7462
79	2195 2344 3605 1674
80	1348 7071 6290 4937
81	7269 6191 5980 9819
82	9443 8265 6707 3477
83	6082 2551 1120 7140
84	7819 9214 1008 1743
85	6650 2074 4613 5689
86	8925 8009 4859 2979
87	6312 6096 1959 2919
88	346 7964 9437 4652
89	186 569 3397 2137
90	4844 4700 527 4014
91	7703 9040 4003 2044
92	4499 6940 6810 5581
93	4922 3637 6198 4482
94	1035 7051 8905 952
95	3294 8421 5435 1537
96	1938 6597 179 3551
97	39 5182 7569 7987
98	5998 6859 8791 920
99	1351 7770 8151 2793
100	2472 4154 8033 4976
