Students	100
1	776 676 431 513
2	182 765 177 17
3	477 284 917 27
4	811 235 73 694
5	849 374 447 107
6	720 656 603 805
7	812 12 541 168
8	756 644 584 361
9	908 77 116 748
10	436 608 744 456
11	306 795 245 140
12	91 825 283 755
13	155 756 157 964
14	10 280 560 666
15	52 827 620 304
16	659 122 874 338
17	327 40 731 340
18	815 371 741 101
19	840 553 278 330
20	905 79 151 604
21	962 273 245 383
22	658 724 295 705
23	496 564 759 729
24	669 53 937 107
25	328 760 744 67
26	416 912 104 860
27	718 858 823 154
28	740 898 77 82
29	273 868 554 17
30	877 796 693 699
31	809 765 916 16
32	622 834 843 563
33	494 909 77 540
34	354 795 667 52
35	921 76 844 288
36	207 855 340 121
37	977 973 913 948
38	892 846 553 837
39	701 196 934 539
40	279 307 763 639
41	626 155 700 902
42	128 303 1000 876
43	456 358 228 561
44	59 480 612 755
45	317 836 353 712
46	131 257 584 435
47	227 197 488 154
48	229 342 198 872
49	891 944 596 815
50	770 20 671 991
51	390 255 46 908
52	111 764 45 876
53	842 385 952 882
54	454 757 73 5
55	676 185 793 59
56	963 872 39 693
57	51 610 257 277
58	502 462 710 726
59	736 828 758 575
60	358 416 214 326
61	98 809 698 918
62	63 764 198 567
63	800 565 327 595
64	894 935 817 766
65	404 675 611 833
66	524 19 309 638
67	83 333 341 305
68	987 846 70 164
69	398 647 248 578
70	365 411 106 239
71	193 734 616 751
72	914 480 579 996
73	674 918 564 314
74	415 450 946 541
75	198 331 428 452
76	568 583 274 730
77	70 546 701 820
78	134 535 422 531
79	962 410 558 112
80	364 716 154 453
81	139 142 300 577
82	971 355 694 516
83	794 883 986 26
84	536 348 894 226
85	190 304 94 735
86	765 866 972 76
87	231 604 317 128
88	464 453 718 160
89	312 193 499 38
90	452 806 189 583
91	986 628 271 872
92	876 753 173 483
93	80 928 158 19
94	551 978 105 677
95	375 209 826 380
96	47 906 712 75
97	842 697 630 27
98	164 765 392 316
99	771 570 835 557
100	362 282 210 254
