Class Times	100
Rooms	100
1	182
2	442
3	88
4	387
5	217
6	707
7	465
8	296
9	730
10	226
11	607
12	882
13	626
14	568
15	804
16	281
17	648
18	449
19	850
20	836
21	124
22	655
23	529
24	428
25	490
26	715
27	221
28	222
29	941
30	869
31	830
32	960
33	395
34	876
35	752
36	741
37	408
38	353
39	730
40	995
41	695
42	799
43	198
44	611
45	418
46	696
47	161
48	458
49	144
50	732
51	177
52	894
53	724
54	518
55	676
56	246
57	770
58	266
59	453
60	555
61	37
62	962
63	302
64	690
65	642
66	528
67	553
68	698
69	325
70	316
71	658
72	188
73	821
74	438
75	569
76	54
77	771
78	545
79	929
80	733
81	135
82	887
83	840
84	212
85	460
86	821
87	973
88	228
89	138
90	613
91	839
92	775
93	929
94	251
95	519
96	947
97	723
98	49
99	854
100	95
Classes	1000
Teachers	500
1	235
2	355
3	344
4	42
5	266
6	442
7	21
8	391
9	199
10	408
11	439
12	351
13	484
14	169
15	484
16	132
17	223
18	377
19	301
20	9
21	236
22	365
23	498
24	302
25	267
26	376
27	52
28	300
29	467
30	131
31	435
32	161
33	375
34	116
35	242
36	195
37	400
38	423
39	125
40	22
41	241
42	33
43	198
44	259
45	267
46	277
47	168
48	8
49	454
50	196
51	399
52	18
53	304
54	17
55	239
56	16
57	21
58	162
59	405
60	469
61	4
62	180
63	106
64	203
65	279
66	231
67	231
68	2
69	327
70	82
71	214
72	126
73	232
74	285
75	493
76	161
77	368
78	294
79	38
80	233
81	245
82	472
83	203
84	287
85	82
86	260
87	237
88	250
89	387
90	486
91	142
92	276
93	403
94	430
95	143
96	116
97	489
98	71
99	475
100	336
101	49
102	12
103	75
104	475
105	255
106	146
107	482
108	334
109	14
110	363
111	185
112	396
113	466
114	84
115	134
116	30
117	61
118	94
119	374
120	472
121	270
122	210
123	146
124	28
125	480
126	340
127	279
128	441
129	230
130	455
131	325
132	483
133	342
134	104
135	196
136	445
137	199
138	234
139	383
140	365
141	264
142	288
143	248
144	498
145	440
146	252
147	29
148	187
149	407
150	441
151	108
152	63
153	357
154	137
155	143
156	26
157	491
158	84
159	406
160	282
161	14
162	420
163	16
164	239
165	136
166	476
167	415
168	121
169	256
170	385
171	217
172	156
173	131
174	102
175	164
176	292
177	154
178	354
179	404
180	349
181	110
182	159
183	12
184	413
185	208
186	302
187	56
188	439
189	217
190	332
191	446
192	446
193	352
194	56
195	164
196	487
197	273
198	252
199	419
200	242
201	442
202	213
203	395
204	183
205	344
206	22
207	17
208	494
209	343
210	224
211	96
212	265
213	468
214	95
215	66
216	6
217	159
218	499
219	31
220	130
221	406
222	369
223	165
224	436
225	11
226	317
227	47
228	250
229	240
230	240
231	288
232	305
233	286
234	133
235	139
236	6
237	93
238	35
239	393
240	287
241	19
242	494
243	180
244	459
245	432
246	432
247	485
248	456
249	384
250	204
251	463
252	371
253	391
254	155
255	324
256	395
257	163
258	280
259	386
260	175
261	305
262	351
263	321
264	377
265	402
266	39
267	169
268	312
269	277
270	467
271	219
272	314
273	89
274	45
275	177
276	269
277	162
278	480
279	424
280	176
281	140
282	230
283	213
284	85
285	34
286	465
287	223
288	454
289	101
290	317
291	358
292	11
293	133
294	483
295	444
296	102
297	322
298	456
299	347
300	51
301	424
302	172
303	101
304	322
305	383
306	374
307	273
308	248
309	181
310	120
311	93
312	227
313	132
314	282
315	303
316	404
317	444
318	97
319	3
320	437
321	264
322	184
323	336
324	466
325	342
326	28
327	29
328	311
329	114
330	44
331	103
332	398
333	316
334	465
335	9
336	485
337	362
338	126
339	281
340	464
341	362
342	172
343	325
344	256
345	245
346	135
347	70
348	249
349	125
350	260
351	99
352	323
353	281
354	88
355	57
356	51
357	235
358	57
359	89
360	54
361	215
362	139
363	269
364	205
365	490
366	115
367	74
368	268
369	142
370	339
371	160
372	390
373	181
374	2
375	412
376	166
377	434
378	212
379	38
380	140
381	70
382	103
383	363
384	124
385	25
386	300
387	77
388	398
389	178
390	201
391	64
392	177
393	298
394	420
395	293
396	141
397	63
398	461
399	470
400	35
401	388
402	52
403	80
404	354
405	353
406	187
407	197
408	229
409	175
410	210
411	371
412	478
413	335
414	407
415	486
416	186
417	115
418	292
419	241
420	225
421	358
422	200
423	54
424	104
425	330
426	220
427	188
428	394
429	78
430	458
431	303
432	44
433	375
434	275
435	158
436	262
437	427
438	338
439	20
440	461
441	321
442	61
443	189
444	72
445	448
446	390
447	109
448	261
449	94
450	400
451	198
452	185
453	207
454	222
455	65
456	458
457	10
458	79
459	50
460	459
461	237
462	422
463	453
464	301
465	110
466	81
467	75
468	134
469	348
470	13
471	289
472	58
473	313
474	26
475	438
476	381
477	323
478	113
479	295
480	216
481	97
482	216
483	367
484	373
485	481
486	419
487	463
488	225
489	364
490	218
491	229
492	433
493	497
494	491
495	367
496	62
497	202
498	234
499	66
500	212
501	138
502	364
503	333
504	191
505	149
506	455
507	39
508	360
509	359
510	298
511	384
512	274
513	373
514	236
515	68
516	221
517	218
518	334
519	53
520	113
521	473
522	5
523	265
524	290
525	299
526	284
527	479
528	425
529	318
530	297
531	284
532	368
533	460
534	324
535	338
536	388
537	405
538	332
539	276
540	76
541	174
542	318
543	53
544	408
545	253
546	280
547	36
548	41
549	98
550	430
551	255
552	378
553	151
554	452
555	297
556	468
557	410
558	349
559	290
560	453
561	315
562	345
563	457
564	127
565	443
566	326
567	254
568	123
569	202
570	309
571	108
572	261
573	340
574	233
575	117
576	490
577	178
578	360
579	304
580	91
581	207
582	96
583	190
584	402
585	65
586	416
587	481
588	117
589	337
590	106
591	48
592	69
593	99
594	289
595	68
596	299
597	421
598	385
599	105
600	122
601	449
602	47
603	183
604	165
605	270
606	285
607	88
608	488
