Students	100
1	2651 1681 579 2776
2	933 1415 1304 2254
3	361 2079 2802 1363
4	329 2527 2034 21
5	2660 275 2015 408
6	2268 1845 318 1513
7	2693 281 1193 235
8	2263 605 1016 2171
9	1708 2216 188 1971
10	1207 2635 2005 88
11	1196 2733 1321 58
12	1806 1284 68 1230
13	2878 1460 789 2351
14	2564 1347 2538 1147
15	1046 1902 583 225
16	1030 266 989 280
17	2813 2615 1883 1860
18	2707 1511 1063 1370
19	950 1053 19 2643
20	332 2354 726 301
21	1169 309 1022 306
22	2113 1309 2688 58
23	2062 2004 2605 2131
24	2978 2271 631 236
25	272 1803 1055 2161
26	2988 1863 2023 2829
27	994 2548 999 2016
28	1715 719 2878 2468
29	2635 2340 454 2642
30	1334 2670 476 1826
31	2205 2844 414 525
32	2761 1831 858 1438
33	2830 2853 754 69
34	1798 2856 268 1734
35	704 1491 1444 2338
36	368 2909 1357 497
37	1944 1418 366 944
38	2614 1108 1778 1633
39	1345 1734 1377 2291
40	1725 243 2745 1611
41	1969 46 614 972
42	2752 1640 2037 970
43	2144 927 2455 2844
44	2632 1152 2567 2684
45	2885 2100 1825 293
46	2287 2884 1566 2551
47	422 577 2886 1838
48	87 260 863 2343
49	375 783 394 391
50	34 1311 1607 44
51	1221 1277 2257 1308
52	1898 1765 2151 245
53	1996 1164 2046 1716
54	33 1484 1601 2536
55	2724 574 2363 1640
56	1910 179 1859 2675
57	807 2734 163 2948
58	1352 2989 727 1288
59	1555 2146 2189 381
60	2185 1565 1860 1934
61	2268 2218 807 624
62	419 1677 2062 580
63	1638 366 1561 786
64	2229 71 1579 784
65	2901 2119 2796 563
66	2851 1381 667 1260
67	1992 1136 1688 2924
68	2100 2306 1827 965
69	14 2235 972 2292
70	493 17 656 413
71	2637 2583 612 1911
72	997 844 2308 1544
73	1508 120 514 2426
74	2135 1755 2063 2269
75	2499 967 296 611
76	655 2905 1482 2598
77	2543 223 925 698
78	116 2663 1061 235
79	2965 918 857 2856
80	2655 2008 2220 1515
81	1589 2188 2076 2082
82	1790 2993 2841 1704
83	1502 857 186 2028
84	1465 125 420 2895
85	149 2537 1398 221
86	551 1036 2212 4
87	2488 193 2949 1565
88	2827 2646 545 842
89	166 2729 130 106
90	1906 2210 1733 2649
91	1144 670 1720 2732
92	1810 2194 736 1141
93	1905 2317 1210 689
94	1787 2787 2926 757
95	2246 1954 1737 703
96	2630 1070 1955 1580
97	2832 1680 207 2904
98	1088 1454 2889 2288
99	986 1323 2531 812
100	1072 2888 331 2442
