Students	100
1	3020 1402 3229 6413
2	5627 8937 6301 3348
3	3871 1170 890 7985
4	2866 2549 3517 8626
5	3753 4244 1936 2451
6	4181 3658 7890 7207
7	5285 7524 7512 7889
8	5314 8223 7718 3977
9	2603 3981 6734 5804
10	7307 2024 7135 11
11	632 6059 684 2736
12	7578 8285 4924 7073
13	5263 4852 1050 2401
14	1135 3487 1353 131
15	4229 2992 8389 2274
16	7448 5180 704 8364
17	5618 8569 3908 7885
18	1208 8842 7301 4539
19	7589 1673 4339 8645
20	8010 4426 7323 2572
21	5059 6375 6963 6743
22	7838 3266 4426 5777
23	4819 6015 1074 4482
24	1032 4439 1187 7618
25	5797 4716 219 1444
26	5363 509 2714 8723
27	5957 1932 3371 67
28	1712 6823 6325 4548
29	6615 7639 3750 490
30	2804 2168 60 386
31	4818 7545 1438 1063
32	7444 5665 6939 297
33	4764 7285 7039 1516
34	7689 7207 1310 8172
35	5172 6118 5612 3585
36	7445 6647 6297 3380
37	930 94 7788 852
38	7036 2169 3401 6323
39	4301 987 539 8650
40	1408 3014 2522 1831
41	6473 3571 2272 162
42	4757 8731 6243 8501
43	6271 1949 5060 5243
44	5534 8708 5050 7979
45	371 5739 6615 1084
46	4982 6548 3255 2716
47	4482 6869 3260 8558
48	8583 8214 1793 2888
49	1567 6640 1558 7995
50	4054 1554 6731 8050
51	1296 8476 429 8143
52	4820 8919 5295 2548
53	1662 7491 1593 7309
54	2212 8143 3423 3899
55	8834 4597 882 7004
56	7992 6036 2418 2148
57	136 3368 1536 1942
58	3199 3912 8020 6669
59	4240 1316 3881 1910
60	6701 5396 3338 7010
61	8547 1519 5904 1844
62	8315 7889 6421 4156
63	3985 790 8111 437
64	3812 8655 889 1017
65	396 8687 6685 8743
66	4649 3414 5976 46
67	1028 3719 8456 1513
68	5779 2715 4541 2622
69	1603 5032 2350 8496
70	3521 5120 7080 262
71	5901 4701 7031 3481
72	1000 6418 544 760
73	5772 5542 214 4686
74	7362 4661 815 91
75	3029 5965 8693 6957
76	4602 4805 7028 6257
77	3715 6023 472 3366
78	1548 140 518 6327
79	4858 5216 515 8994
80	6270 8495 8089 6557
81	4889 49 7535 5090
82	6946 1394 453 4861
83	1607 5589 6936 5331
84	2002 987 3150 861
85	2718 3474 8489 8627
86	6165 4567 8998 2441
87	2699 7935 8563 1737
88	4923 6929 5130 6993
89	8979 7370 4793 6011
90	8772 3656 8990 3551
91	8208 1946 844 1725
92	4533 3661 3205 5596
93	5689 7514 5552 4797
94	983 941 6163 1621
95	2869 1839 3091 3159
96	8018 3581 7203 5468
97	7195 8779 966 7703
98	4564 7479 4817 3023
99	4478 3602 1575 2508
100	2506 7133 4905 2144
