Class Times	17
Rooms	61
TAYC	20
PK338	60
PK336	33
GOB	30
TAYD	40
GIL210	44
TAYSEM	10
TH111	20
CARP25	30
PK232	12
DAL105	30
TAYF	40
TH104	24
PK25	70
PK229	41
EHSEM	20
TAYG	40
DAL112	11
CARP21	30
PK180	44
PK243	40
PK328	21
EHLEC	14
TH224	30
PEMSTD	10
CARP15	20
TH102	20
CARP17	13
TAYB	10
TAYE	33
EHIII	12
EHII	24
GIL101	23
PK128	2
DAL204	64
DAL100A	14
GOCOM	10
CARP13	11
PK10	11
PK200	10
PK300	1
EHI	31
PK227	13
TH251	13
RCSEM	10
TH3F	4
PK11	10
PK278	20
PK349	12
TH110	60
PK337	10
PK236	4
DAL318	20
CAN314	10
ROSTUD	10
RCCON	20
THTL	20
CAN311	10
PK273	10
GOA	13
PK264	12
Classes	239
Teachers	144
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	18
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	14
34	32
35	33
36	34
37	35
38	11
39	36
40	37
41	6
42	6
43	38
44	39
45	40
46	41
47	42
48	43
49	7
50	44
51	45
52	46
53	47
54	48
55	47
56	47
57	49
58	50
59	1
60	19
61	46
62	51
63	52
64	53
65	54
66	54
67	55
68	15
69	56
70	57
71	58
72	59
73	60
74	38
75	61
76	62
77	59
78	37
79	63
80	64
81	65
82	65
83	66
84	67
85	16
86	68
87	69
88	70
89	71
90	31
91	30
92	72
93	56
94	73
95	74
96	75
97	60
98	76
99	77
100	78
101	79
102	80
103	81
104	57
105	82
106	83
107	84
108	85
109	86
110	87
111	8
112	88
113	46
114	15
115	66
116	35
117	20
118	75
119	36
120	89
121	56
122	90
123	91
124	92
125	93
126	94
127	95
128	18
129	96
130	97
131	11
132	98
133	45
134	12
135	99
136	100
137	4
138	94
139	101
140	102
141	88
142	66
143	103
144	40
145	40
146	104
147	87
148	105
149	95
150	3
151	106
152	107
153	108
154	2
155	109
156	110
157	111
158	112
159	113
160	114
161	115
162	65
163	116
164	85
165	117
166	118
167	5
168	107
169	119
170	100
171	120
172	109
173	121
174	17
175	50
176	122
177	123
178	124
179	125
180	126
181	101
182	45
183	90
184	9
185	96
186	78
187	127
188	128
189	29
190	129
191	19
192	90
193	123
194	130
195	131
196	116
197	132
198	133
199	40
200	116
201	134
202	39
203	98
204	32
205	135
206	136
207	87
208	137
209	138
210	70
211	139
212	111
213	22
214	40
215	36
216	130
217	118
218	140
219	20
220	131
221	45
222	110
223	141
224	130
225	41
226	63
227	103
228	16
229	85
230	142
231	138
232	136
233	110
234	143
235	86
236	124
237	10
238	108
239	144
