Class Times	17
Rooms	70
TAYE	30
PEMSTD	15
GOB	16
TH118	14
DAL6	23
CARP21	55
BYC239	15
PK264	10
EHI	17
EHLEC	31
TAYC	18
DAL300	27
BYC127	28
PK337	19
PK127	11
PK338	49
CARP15	12
PK25	21
DAL2	22
PK227	12
ROSTUD	11
TAYF	28
DAL119	72
TAYG	35
CARP25	22
DAL212A	16
TAYSEM	5
PK354	18
PK278	70
PK229	31
DAL10	15
TAYB	19
RCSEM	13
PK180	46
PK179	46
TH104	46
TH102	16
PK243	52
PK234	50
EHII	23
CARP17	24
CARP13	8
TH111	12
PK349	75
PK336	25
EHIII	13
DAL1	22
BYC106	13
PK328	23
TAYD	28
DAL212E	11
TH251	11
PK200	12
PK126	13
TH224	39
DAL315	50
RCCON	13
PK259	26
DAL25	23
TH116	21
PK20	192
TH129	20
SW8	2
GOCOM	14
PK10	12
SW221	5
CAN315	15
TH223	4
PK100	34
TH110	18
Classes	293
Teachers	157
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	6
32	31
33	32
34	33
35	34
36	34
37	35
38	36
39	37
40	38
41	39
42	9
43	40
44	41
45	42
46	43
47	44
48	31
49	13
50	42
51	45
52	12
53	46
54	19
55	47
56	48
57	49
58	50
59	8
60	51
61	52
62	53
63	11
64	54
65	55
66	56
67	57
68	58
69	59
70	60
71	13
72	61
73	62
74	63
75	23
76	64
77	65
78	66
79	67
80	68
81	69
82	70
83	71
84	72
85	73
86	74
87	19
88	75
89	76
90	77
91	78
92	79
93	80
94	81
95	82
96	59
97	83
98	19
99	79
100	53
101	84
102	43
103	67
104	67
105	85
106	86
107	87
108	88
109	45
110	89
111	90
112	91
113	38
114	78
115	72
116	74
117	75
118	92
119	93
120	94
121	83
122	95
123	96
124	97
125	28
126	10
127	65
128	20
129	75
130	98
131	99
132	50
133	100
134	101
135	102
136	54
137	90
138	103
139	104
140	105
141	76
142	106
143	107
144	108
145	81
146	109
147	107
148	39
149	110
150	55
151	28
152	51
153	6
154	111
155	57
156	103
157	112
158	113
159	114
160	115
161	116
162	86
163	117
164	110
165	118
166	52
167	110
168	118
169	91
170	76
171	119
172	120
173	35
174	83
175	121
176	30
177	122
178	123
179	98
180	124
181	80
182	83
183	125
184	126
185	51
186	8
187	31
188	127
189	74
190	45
191	128
192	129
193	5
194	22
195	130
196	49
197	110
198	24
199	131
200	128
201	101
202	52
203	45
204	132
205	111
206	133
207	16
208	63
209	76
210	128
211	134
212	26
213	81
214	45
215	135
216	83
217	109
218	108
219	115
220	136
221	27
222	69
223	136
224	97
225	29
226	128
227	55
228	52
229	27
230	137
231	138
232	58
233	40
234	139
235	124
236	1
237	140
238	139
239	64
240	36
241	104
242	141
243	52
244	142
245	139
246	15
247	143
248	144
249	65
250	136
251	112
252	115
253	145
254	146
255	147
256	148
257	59
258	140
259	149
260	150
261	149
262	35
263	151
264	148
265	143
266	75
267	69
268	15
269	93
270	151
271	151
272	152
273	153
274	73
275	46
276	84
277	154
278	155
279	120
280	22
281	26
282	54
283	46
284	113
285	150
286	53
287	156
288	135
289	157
290	67
291	98
292	126
293	131
