Course	Room	Teacher	Time	Students
1	EHII	1	3	1 22 26 63 80 101 138 152 172 202 255 301 308 324 334 361 368 515 
2	PK25	2	2	1 22 26 36 41 44 49 53 56 63 65 72 76 80 101 138 144 152 155 172 192 195 201 202 255 259 265 281 301 308 334 340 355 363 368 372 
3	EHLEC	2	11	1 155 195 259 337 355 372 402 524 532 548 
4	TH110	3	4	1 22 36 249 312 320 369 412 441 759 791 859 885 
5	CARP21	4	2	2 257 335 346 444 543 
6	TAYE	5	11	3 131 218 364 523 
7	EHII	6	13	4 209 378 408 483 648 689 707 750 799 868 955 1004 1039 1083 1090 1109 1112 
8	TAYG	7	9	4 571 784 
9	PK336	8	5	5 7 47 61 62 70 77 91 94 108 110 117 140 146 156 171 175 178 217 246 294 371 564 
10	BYC106	9	14	5 30 124 167 183 194 248 339 406 619 
11	PK25	10	12	6 11 98 113 150 179 207 219 225 247 257 279 293 379 385 451 460 462 463 472 485 500 522 743 751 
12	PK336	11	17	7 47 91 103 108 117 134 153 192 217 252 292 413 422 508 520 563 564 670 
13	BYC106	12	4	8 204 371 398 426 442 750 865 1070 
14	CARP21	13	3	8 45 64 156 291 
15	PK336	14	9	9 43 54 66 171 241 254 309 345 349 422 508 530 564 624 625 633 639 701 760 
16	TH110	15	13	9 43 74 233 234 246 307 365 426 452 471 545 577 
17	CARP25	16	10	9 355 422 
18	EHLEC	17	13	10 171 197 303 304 455 484 505 519 536 633 670 796 
19	GOB	18	5	10 19 90 127 181 242 261 
20	CARP21	19	4	10 42 57 256 768 
21	PK336	20	16	10 16 42 50 57 114 136 147 157 180 184 238 256 266 272 274 287 300 360 993 
22	PK336	21	11	11 32 38 48 71 82 98 113 123 148 159 179 191 198 207 208 293 297 299 305 311 346 
23	PK336	22	6	12 46 60 67 150 164 193 199 201 239 263 302 303 315 341 374 401 405 415 447 512 542 
24	PK338	23	13	13 21 28 30 34 40 52 55 72 79 84 88 104 107 109 111 112 118 121 132 163 165 168 170 185 189 203 210 212 235 237 249 252 267 270 272 295 296 298 322 353 477 565 
25	TAYG	24	13	394 404 
26	PK180	25	3	13 28 84 88 109 235 236 423 
27	PK338	26	4	14 140 145 153 331 333 344 393 409 470 480 493 499 516 531 538 568 577 582 584 593 623 631 634 637 656 660 673 694 702 714 736 741 754 763 764 770 778 787 822 824 826 829 847 852 858 861 866 873 879 881 892 901 902 904 952 955 962 963 1011 1017 1025 1029 1036 1073 1075 1092 1101 1115 
28	TAYG	27	10	15 93 514 805 
29	EHII	28	9	15 31 40 72 163 170 185 267 298 342 419 477 492 565 
30	PK180	29	9	16 68 238 266 291 358 463 
31	PK338	30	14	17 31 191 417 445 476 496 622 646 676 684 775 810 821 913 918 922 934 935 946 949 953 964 966 968 976 978 980 990 1024 1027 1040 1066 1072 1076 1081 1084 1086 1088 1089 1094 1100 1108 
32	CARP21	31	5	18 250 325 343 357 369 
33	PK338	32	15	18 38 82 113 134 159 179 208 211 219 225 247 257 271 297 328 347 357 359 385 389 390 411 435 438 451 460 468 470 480 485 498 500 504 522 523 537 546 569 737 743 829 
34	TAYE	33	12	18 151 213 345 
35	PK25	21	16	18 48 71 82 113 134 207 208 219 271 293 299 305 311 346 359 389 390 435 451 460 470 480 537 
36	PK25	34	3	19 231 426 526 527 581 599 600 625 664 674 687 691 710 745 759 773 777 790 806 811 812 838 898 936 947 956 959 979 1004 1042 1069 
37	TAYG	35	11	19 181 472 534 
38	PK180	36	10	19 90 421 505 534 
39	CARP21	37	6	20 80 83 215 545 
40	PK338	32	3	20 125 411 457 471 499 503 508 513 521 531 547 558 561 563 584 589 591 592 593 601 605 606 607 615 624 630 631 632 634 646 647 651 654 656 666 668 669 677 685 688 695 696 698 699 705 709 718 723 725 727 738 742 744 748 754 774 782 800 801 807 822 832 836 837 840 842 878 892 896 912 918 920 923 927 969 992 1022 1030 1034 1039 1050 1087 
41	EHII	38	4	21 24 34 79 111 132 168 270 298 300 316 362 399 410 652 674 993 
42	EHLEC	39	14	23 24 75 159 427 434 454 818 861 933 937 1016 1065 
43	EHLEC	40	17	24 75 93 210 229 246 327 366 375 492 524 
44	PK180	41	4	25 141 158 162 262 277 280 351 
45	CARP21	42	7	26 428 452 515 544 914 
