Course	Room	Teacher	Time	Students
1	DAL119	1	17	1 96 264 459 550 581 586 1117 1185 1321 1344 
2	DAL300	2	13	1 143 190 311 446 581 609 634 673 1201 
3	CARP21	3	7	1 61 85 133 138 163 429 468 507 587 628 638 675 1252 
4	DAL119	4	10	1 220 265 333 517 598 1059 1112 1414 
5	PK25	5	7	2 56 72 139 157 249 355 616 1246 
6	PK278	6	13	2 313 355 396 612 616 
7	TH110	7	4	3 55 59 66 79 80 82 105 115 288 290 303 308 319 348 352 385 391 417 490 560 562 563 573 611 731 
8	DAL300	8	14	37 185 490 667 701 806 821 1095 1103 
9	CARP21	9	14	3 4 70 120 231 303 366 368 425 542 916 1281 1426 
10	PK241	10	12	5 61 234 332 447 450 603 618 734 740 1088 1125 1174 1202 1282 
11	PK241	11	4	5 42 93 97 147 176 195 304 381 509 513 526 606 626 631 1129 1169 
12	PK182	12	1	6 148 1057 1151 
13	PK25	13	9	6 23 24 96 100 289 296 609 732 
14	TH110	14	6	7 18 21 34 106 110 118 350 353 424 461 496 504 537 566 574 620 621 669 1080 
15	PK25	15	10	8 42 46 88 427 606 626 1147 
16	PK241	16	13	8 14 18 46 49 76 84 88 90 155 197 327 580 666 
17	PK278	17	12	9 462 594 662 670 706 
18	PK241	18	2	10 20 44 47 79 125 129 294 362 484 623 624 1169 1224 1319 
19	TAYD	19	11	10 346 1258 1363 
20	TH110	20	7	10 13 20 26 36 51 52 77 89 125 129 165 290 320 348 351 361 368 663 728 1177 1189 1244 1301 
21	PK180	21	4	11 131 258 294 464 608 833 853 864 1036 1045 1364 
22	PK278	22	14	11 16 38 94 102 1082 
23	PK20	23	2	12 147 218 223 230 246 252 265 266 279 342 478 481 518 519 521 549 550 557 558 595 686 691 763 766 769 775 781 788 796 801 802 803 813 820 821 822 824 825 826 830 834 839 840 847 852 853 855 857 858 859 860 875 877 878 882 885 888 890 891 900 904 914 918 919 924 932 936 947 951 953 954 960 962 972 975 990 991 993 996 997 1005 1006 1008 1014 1015 1018 1019 1027 1031 1040 1041 1046 1053 1056 1059 1064 1132 1403 1417 1421 1422 
24	PK243	24	3	12 14 22 23 74 151 281 297 374 423 424 489 564 637 696 703 712 1092 1138 1144 1429 1430 
25	PK278	11	15	14 58 90 93 97 287 
26	PK278	25	16	15 73 248 324 540 733 
27	PK20	26	15	17 114 116 178 226 228 234 277 282 306 372 378 411 437 463 519 533 553 559 561 590 632 646 651 691 719 759 771 780 782 790 820 832 836 837 854 860 875 895 928 945 982 1005 1029 1086 1110 1118 
28	CARP21	27	15	35 64 122 167 391 511 579 957 1087 1109 
29	PK278	15	17	105 171 588 611 1167 
30	PK243	28	6	19 27 107 108 188 256 314 357 464 543 604 675 677 1260 1302 1363 1415 
31	DAL119	29	12	19 314 376 672 678 1302 1363 
32	PK338	30	2	19 158 174 204 217 220 250 255 260 370 399 440 455 495 604 695 700 710 725 738 770 809 849 911 946 948 950 957 969 999 1000 1013 1045 1095 1115 1161 1291 1408 
33	PK180	31	13	19 239 242 337 341 406 407 455 871 907 948 990 1184 
34	PK20	32	9	16 20 195 203 218 275 330 370 380 392 399 400 555 584 646 649 655 683 735 773 920 957 979 1029 1060 1082 1136 1143 1177 1183 1187 1201 1206 1236 1250 1251 1281 1308 1312 1315 1319 1320 1338 1342 1349 1359 1365 1367 1370 1371 1377 1380 1401 1411 1425 1473 1474 
35	PK241	33	5	20 79 89 119 199 205 259 362 373 408 453 457 478 522 523 1208 
36	TH110	34	12	21 34 118 152 170 181 201 298 350 461 483 496 523 589 591 621 622 680 1221 1229 
37	PK338	35	17	12 22 35 40 60 62 64 74 99 119 122 127 153 270 291 299 356 386 388 423 426 458 564 690 748 1071 1138 
38	TAYD	36	16	22 292 537 709 1164 1271 
39	TAYD	36	17	292 537 709 1164 1271 
40	PK25	37	13	23 96 296 475 476 1074 1104 1117 1191 
41	DAL300	38	15	24 261 466 529 562 655 741 1099 1157 
42	CARP21	39	1	25 190 309 430 459 470 491 494 527 586 671 1172 1178 1218 1227 
43	PK243	40	16	25 45 57 69 71 81 173 209 255 291 442 444 507 535 629 665 681 1089 
44	CARP21	41	9	25 78 115 119 166 315 444 446 494 640 668 719 
45	PK180	41	6	25 78 137 382 392 494 592 640 668 719 1159 
46	CARP21	2	10	26 60 312 325 365 468 616 700 713 1155 1159 1252 
47	TAYD	42	12	27 213 546 1183 1296 
48	PK182	43	8	27 30 732 
49	PK243	44	13	28 136 156 164 183 283 365 402 469 493 570 636 663 692 1176 1242 1245 
50	PK338	45	8	28 36 70 142 214 237 265 437 441 480 507 510 553 562 581 599 653 700 718 737 745 1135 1155 1174 1186 1240 1247 1291 1304 1329 1347 
51	PK180	44	1	28 136 156 164 183 244 283 365 402 486 570 636 692 
52	DAL300	46	1	265 617 652 708 723 740 1293 
53	PK243	47	1	29 56 72 135 139 141 157 249 266 281 313 372 393 396 492 508 519 544 595 612 1219 1246 1279 
54	PK100	48	7	30 53 161 576 666 732 774 949 
55	PK25	49	11	30 37 41 64 86 353 485 567 1138 
56	TAYG	8	6	30 
57	PK243	50	10	18 31 51 79 135 299 308 348 451 457 543 563 578 814 1180 1244 1333 1376 1448 
58	PK180	51	9	31 39 121 161 179 268 310 492 614 1214 1249 
59	PK241	52	16	32 38 386 402 464 588 807 1000 1018 1198 1317 1323 1324 1461 
60	TAYG	53	1	32 522 
61	PK100	54	8	32 128 416 500 538 610 1085 
62	PK25	33	14	148 166 198 362 394 434 1287 
63	DAL119	55	14	91 108 315 415 674 1075 
64	CARP21	56	11	35 91 113 118 170 175 193 350 431 468 523 588 1080 1087 
65	PK25	57	16	37 67 70 167 335 338 385 441 848 
66	PK182	58	2	37 567 688 
67	PK100	22	9	38 65 92 94 292 293 421 
68	PK338	31	3	40 52 122 163 173 241 393 406 421 569 575 580 601 621 653 672 716 769 774 929 935 970 980 1033 1042 1046 1089 1101 1119 1129 1203 1205 1233 1356 1383 
69	PK20	59	6	42 75 114 140 150 155 157 172 183 197 203 204 210 225 238 242 247 248 257 262 263 264 274 280 284 333 339 340 345 356 378 395 397 439 473 477 482 517 561 641 645 656 658 682 694 698 709 717 721 726 734 767 768 843 849 867 917 944 950 956 985 1020 1024 1032 1048 1054 1100 1113 1299 1310 1360 1395 1452 
70	TH110	60	10	43 131 146 174 228 278 300 398 475 594 701 734 795 844 916 976 982 1003 1007 1238 1253 1372 1419 
71	PK241	60	6	44 165 208 237 272 295 331 401 410 452 457 512 558 590 633 1098 
72	PK338	61	1	44 95 189 215 218 245 258 261 269 286 306 320 336 362 370 400 475 503 551 584 657 705 1066 1174 1177 1187 1189 1196 1244 1250 1301 1316 1327 1329 1358 1359 1368 1376 1384 1402 
73	PK180	62	7	45 105 328 331 373 380 716 796 834 879 1091 1226 
74	PK100	63	10	45 103 149 384 605 678 1097 1173 
75	PK243	64	11	46 313 319 321 360 424 461 488 537 549 551 652 708 728 1142 
76	PK182	65	3	47 389 484 668 
77	PK241	66	9	48 177 245 256 636 738 764 812 877 989 1278 1279 1307 
78	TAYG	67	17	48 420 
79	TH110	68	3	11 29 39 48 63 182 187 236 323 344 357 463 469 477 554 614 639 730 742 743 744 745 746 747 1118 1131 1295 
80	PK338	69	10	29 48 65 83 97 100 107 111 116 182 187 292 323 357 429 463 469 539 559 582 585 615 666 688 730 742 744 746 747 1081 1139 
81	PK20	51	8	25 49 68 117 143 147 150 162 169 171 192 199 225 230 238 263 273 275 296 302 316 326 342 360 364 380 381 395 427 449 450 451 473 516 521 530 557 580 589 607 641 656 683 685 698 709 714 717 720 725 726 750 751 752 1147 1256 1282 1365 1393 1475 
82	PK25	70	15	50 385 399 419 440 452 457 560 1269 
83	TAYD	6	1	53 576 1194 1220 
84	TH224	71	1	54 87 349 534 611 1306 
85	TH224	72	7	134 676 748 1098 
86	DAL300	73	2	55 66 87 231 308 352 438 464 490 579 1217 
87	PK243	74	7	58 94 146 149 327 422 585 691 719 724 731 902 970 1013 1095 1156 
88	DAL300	75	16	59 289 296 497 578 732 1083 1191 1195 1268 
89	TAYF	76	10	63 98 180 572 
90	PK182	17	10	
91	TH224	57	2	67 253 676 713 1099 1261 
92	PK20	77	3	67 81 159 212 216 224 232 267 275 284 285 367 380 485 541 556 584 602 607 646 648 649 695 702 706 710 725 729 737 739 753 758 770 773 775 778 781 784 791 803 847 848 850 863 881 888 891 893 895 896 898 903 910 920 926 933 945 967 972 974 985 988 992 993 995 1004 1005 1010 1021 1023 1044 1047 1048 1054 1095 1145 1259 1271 1281 1292 1307 1375 1384 1393 1417 
93	PK20	78	4	67 81 159 212 216 224 232 267 275 284 285 367 380 485 541 556 584 602 607 646 648 649 695 702 706 710 725 729 737 739 753 758 770 773 775 778 781 782 784 791 803 847 848 850 863 881 888 891 893 895 896 898 903 910 920 926 933 945 967 974 985 988 992 993 995 1004 1005 1010 1021 1023 1044 1047 1048 1054 1095 1145 1259 1271 1292 1307 1375 1384 1393 1417 
94	PK100	79	17	69 310 336 675 697 
95	DAL300	80	3	69 137 154 166 191 198 394 434 466 514 1287 
96	DAL300	81	4	69 108 148 198 415 428 434 1077 1078 1162 1235 
97	PK25	82	17	57 71 334 387 625 665 672 1079 1125 
98	DAL119	82	3	71 194 629 630 652 723 805 1065 1180 1190 
99	PK241	14	14	72 181 200 201 276 313 321 420 496 548 626 666 684 687 
100	DAL300	83	5	72 135 139 157 371 372 396 519 544 1219 
101	CARP21	84	3	73 111 235 286 317 363 435 540 727 733 1081 1222 1335 1348 
102	PK241	85	17	90 176 198 297 460 472 548 612 621 644 1088 1093 1248 1262 
103	PK241	86	15	75 154 189 249 413 431 515 539 685 1222 1298 1310 1361 1383 1430 
104	PK182	86	11	75 103 627 
105	CARP21	87	12	68 77 97 104 136 156 183 244 283 316 365 692 1265 
106	TH110	88	8	78 96 124 202 309 311 446 456 459 460 470 471 488 491 494 527 533 609 671 677 1124 1172 
107	PK100	89	11	78 123 389 403 503 524 661 
108	CARP21	17	4	667 757 777 838 904 914 915 971 1011 1064 1378 
109	PK182	90	12	83 346 
110	PK338	78	11	76 84 90 93 104 130 133 147 155 176 184 192 195 197 199 244 283 287 297 327 381 395 447 502 509 530 620 622 692 1066 1239 1263 
111	DAL300	91	6	89 373 376 469 480 705 923 1119 1140 1180 
112	TAYD	89	2	16 91 191 698 1106 1129 
113	PK180	59	2	29 92 107 293 323 429 486 517 582 694 730 748 1139 
114	PK243	92	2	95 101 146 173 193 276 286 290 353 389 531 545 608 1057 1143 1191 1206 1207 1211 1231 1289 1355 1402 
115	PK338	93	12	47 95 125 132 212 226 257 258 259 261 286 320 328 340 351 368 481 503 623 645 686 705 714 1066 1150 1152 1187 1198 1286 1290 1343 
116	PK100	94	12	169 288 371 590 1084 1273 
117	PK243	95	8	99 243 317 414 454 584 655 667 901 1039 1109 1193 1199 1210 1232 1252 1275 1276 1413 
118	TH110	34	16	21 100 145 181 200 246 260 285 298 431 453 499 548 589 620 669 684 786 886 1080 1120 1121 1285 1428 
119	TH224	65	8	51 101 129 189 513 
120	PK20	5	12	75 85 102 137 138 141 153 160 223 279 379 411 425 436 437 448 474 505 601 615 643 693 711 736 749 757 764 789 808 818 826 836 928 931 940 946 952 969 1002 1011 1022 1148 1153 1166 1189 1294 1303 1361 1451 
121	TAYD	72	3	105 531 671 715 1113 
122	TH224	96	9	106 109 592 677 1074 
123	TH224	67	10	110 301 363 500 568 
124	TAYD	97	14	110 221 301 511 599 
125	PK182	97	15	110 574 
126	TH224	98	12	15 111 324 1126 1254 
127	DAL300	41	17	34 112 196 311 376 408 545 1223 1396 1430 
128	TAYD	89	13	113 144 1105 1175 1354 
129	PK338	99	4	39 114 116 121 179 203 227 236 264 280 293 340 357 358 397 414 463 473 559 577 582 615 647 658 694 730 870 1118 1313 1446 1456 
130	PK243	100	9	117 174 192 222 440 547 563 595 633 667 711 718 724 777 943 1011 1076 1240 1346 
131	TH224	101	3	117 328 332 412 866 894 
132	PK338	69	6	123 205 240 360 404 433 455 487 522 739 790 828 848 862 894 908 922 930 943 963 976 980 1025 1026 1067 1178 1181 1226 1266 1311 1323 1326 1386 1388 
133	PK338	2	14	124 190 202 233 254 264 289 323 391 409 462 472 488 506 545 550 582 642 644 728 1117 1141 1178 1185 1218 1245 1328 1331 1334 1357 
134	TH224	102	11	126 128 493 565 1072 
135	PK278	103	3	104 126 486 565 636 1090 1188 
136	DAL119	104	7	130 756 768 800 872 904 917 944 1037 
137	CARP21	53	2	130 131 143 241 298 375 398 405 528 547 591 704 729 807 
138	DAL119	105	13	132 259 261 1322 1362 
139	TAYF	53	11	134 383 432 498 
140	PK243	106	4	135 144 274 298 378 460 470 506 512 633 689 789 790 879 940 1333 1361 1424 1441 
141	PK20	102	10	141 178 218 224 230 234 251 252 259 266 273 281 332 369 370 377 400 439 449 492 593 597 607 631 683 685 686 707 714 720 721 737 751 765 771 772 776 813 815 816 842 857 859 863 885 929 935 939 1006 1062 1064 1121 1133 1150 
142	PK20	14	11	57 144 178 211 223 232 241 247 250 272 276 329 405 420 474 504 520 525 594 651 654 656 684 701 784 806 813 829 836 840 846 856 861 866 874 884 907 934 945 965 971 991 1000 1029 1033 1052 1108 1120 1134 1292 
143	PK278	49	1	64 144 346 431 978 1096 1141 
144	TH110	107	13	145 173 185 221 228 250 271 489 499 824 832 852 856 862 881 899 943 955 987 1016 1017 1051 1088 1120 1144 1154 1241 1340 
145	PK338	55	9	69 148 154 158 191 209 220 255 373 394 408 412 479 514 516 652 654 661 691 787 810 817 846 858 923 937 973 1010 1028 1035 1075 1115 1170 1287 
146	PK20	108	5	150 152 196 233 257 262 282 315 409 446 551 600 602 644 674 679 689 697 707 712 766 768 773 779 791 793 798 827 838 854 860 864 870 889 891 930 938 946 958 962 963 981 1006 1012 1014 1018 1019 1020 1021 1022 1023 1024 1028 1037 1040 1044 1049 1050 1051 1052 1055 1067 1069 1144 1279 1300 1325 1328 1351 1352 1353 1357 1437 1454 1456 
147	PK243	35	15	151 168 270 291 322 388 417 423 426 458 487 542 564 627 635 1071 1074 1092 1138 1267 
148	DAL119	109	4	155 250 603 610 1150 1297 1315 1350 1440 1459 
149	TH110	79	9	159 210 216 263 307 343 374 413 441 506 526 579 648 731 819 827 828 850 901 977 998 1374 
150	PK243	25	5	160 206 220 267 280 307 435 454 480 501 635 637 649 785 881 902 912 954 987 1017 
151	PK100	110	1	161 179 268 333 554 561 575 679 1093 
152	PK180	111	8	165 239 455 547 693 696 721 1074 1266 1384 1391 1398 
153	DAL300	58	7	166 257 310 403 593 740 896 1321 
154	TH110	112	5	167 207 246 260 287 387 426 427 468 483 487 496 502 518 520 536 643 680 687 735 739 1108 1168 1212 1382 
155	TAYD	113	15	207 233 1369 
156	PK100	52	13	60 160 168 193 309 411 1123 
157	DAL300	107	8	62 122 127 132 168 299 352 499 1092 1094 1206 
158	PK100	114	2	169 314 338 346 376 1080 1465 1472 
159	PK338	26	5	170 330 381 528 665 781 789 803 846 857 862 885 893 906 934 940 953 959 960 967 988 1015 1035 1036 1046 1053 1060 1068 1070 1107 1160 
160	PK180	70	11	174 278 428 453 579 612 689 982 1288 1322 1371 
161	PK25	115	2	110 177 269 501 525 599 619 1197 1278 
162	TH224	116	13	177 630 738 878 880 
163	TH110	77	2	21 116 162 178 192 195 216 243 327 332 354 403 435 461 496 504 544 552 593 605 626 631 702 1193 1234 1369 
164	PK338	117	13	150 180 219 233 235 244 254 256 258 439 452 472 541 583 605 613 642 683 721 1097 1153 1308 1330 1373 1377 1386 1410 1420 1423 
165	BYC127	39	2	181 
166	PK180	16	3	184 318 320 326 364 427 449 451 504 657 1274 1282 1286 
167	PK100	118	3	57 59 175 593 625 918 1125 1200 
168	PK241	4	3	124 185 200 209 271 278 376 555 558 631 693 724 726 1193 1409 1438 
169	PK278	119	2	186 334 625 715 782 1084 1373 
170	TH224	120	14	186 288 1283 
171	TH110	90	17	103 188 194 236 256 277 339 374 413 467 477 482 497 530 559 659 747 749 1113 1118 1131 1146 1395 
172	TH224	121	4	189 467 1205 1230 1275 1290 
173	PK182	63	4	194 249 407 1255 
174	PK20	88	16	196 254 264 430 472 476 506 541 632 642 643 644 652 720 729 763 772 785 796 814 830 834 855 909 931 959 992 995 1008 1034 1043 1053 1056 1185 1243 1318 1333 1336 1375 1412 1432 1435 1436 1469 
175	DAL119	122	5	24 201 279 400 476 594 640 685 686 714 853 
176	PK182	121	16	202 470 1228 
177	PK278	89	5	175 203 321 416 710 1293 
178	TH110	35	14	175 204 243 247 277 335 337 341 374 489 492 495 605 650 659 696 707 736 828 910 936 1061 1175 1305 1400 1443 
179	DAL119	84	15	211 235 248 335 344 414 526 583 639 647 733 1284 
180	PK25	123	1	211 240 424 603 650 1083 1381 1405 1407 
181	DAL119	8	16	161 213 454 546 676 699 711 749 1066 1183 1296 1371 
182	PK20	124	7	158 191 214 215 231 317 329 342 410 412 413 438 467 500 547 597 632 700 783 787 788 795 799 802 819 825 831 832 837 844 849 856 861 868 871 875 882 890 892 893 899 913 925 926 941 959 960 961 963 965 966 974 975 984 990 994 999 1007 1015 1019 1022 1025 1026 1039 1045 1050 1059 1103 1135 
183	TAYF	15	4	215 453 722 1257 1416 
184	CARP21	125	5	217 229 306 336 762 776 898 905 951 989 1130 1272 1338 
185	TAYF	66	15	221 301 501 
186	PK241	126	10	134 226 276 508 705 819 826 843 896 923 952 998 1160 1323 1337 
187	PK243	80	14	33 137 229 314 345 354 402 418 466 509 556 571 690 703 1078 1128 1137 1149 
188	TAYF	89	12	233 465 592 642 
189	DAL300	127	9	234 304 331 401 404 405 410 571 806 851 
190	DAL300	99	10	211 235 248 254 268 272 482 583 614 1218 1348 
191	TAYD	128	4	377 713 818 1347 1467 
192	DAL119	24	8	152 201 240 467 574 794 1031 1035 1063 1170 
193	CARP21	97	13	151 154 241 269 363 379 420 458 478 483 525 672 736 1110 
194	PK25	110	3	172 242 251 262 345 561 767 1093 
195	TAYD	49	5	242 556 996 1102 1255 1376 
196	PK182	53	5	253 383 567 613 
197	PK180	115	14	260 441 723 783 789 843 866 887 928 938 970 1086 1386 
198	DAL119	115	6	260 490 707 723 789 792 866 876 928 970 1086 
199	TH110	52	1	159 205 267 324 404 412 480 509 541 543 660 707 717 915 967 992 994 995 1032 1061 1103 1237 1366 
200	TAYD	10	6	269 518 651 1133 1200 
201	PK241	129	11	207 217 222 275 585 724 746 753 762 823 838 906 955 989 1038 1061 
202	PK100	73	4	43 231 239 277 359 398 601 845 1065 
203	PK243	130	17	18 26 42 58 88 94 117 184 302 304 318 358 364 427 435 451 606 1147 
204	TAYD	131	7	86 208 297 430 657 931 
205	PK182	121	13	299 532 1221 
