Course	Room	Teacher	Time	Students
1	TH110	1	14	383 701 360 723 554 1000 619 1 452 794 
2	EHI	2	5	388 381 624 607 555 184 7 2 167 30 219 338 
3	EHI	3	6	245 795 447 400 424 3 88 
4	PK349	4	16	147 297 380 741 1144 707 851 305 884 939 1100 882 414 492 780 523 863 737 1090 392 949 1104 824 1021 419 594 763 730 1039 675 726 748 372 448 41 360 864 649 382 1069 723 793 805 987 963 1122 636 656 845 336 1084 621 744 1082 289 4 561 174 896 1102 483 926 
5	PK349	5	17	363 282 5 588 27 
6	PK349	6	1	867 960 6 411 47 567 24 946 389 528 900 794 
7	EHI	7	7	363 94 81 201 218 79 184 250 41 7 247 114 266 139 197 168 109 179 167 30 246 219 111 58 294 
8	TH110	8	15	381 390 1117 476 931 986 994 359 7 247 700 933 807 148 1076 570 309 468 948 412 
9	TH110	9	16	668 84 1049 912 7 571 580 700 913 389 788 468 781 
10	TH110	10	17	549 202 64 8 768 856 675 373 312 247 437 31 121 137 511 34 
11	PK180	11	1	110 131 1127 719 509 432 740 157 486 454 269 8 675 312 415 382 122 150 437 888 642 395 504 456 777 502 65 566 676 130 
12	EHI	1	8	281 363 193 282 272 39 59 8 78 10 347 187 18 27 
13	CARP21	12	1	136 715 711 1136 743 709 565 631 922 883 837 728 941 620 1053 311 492 1090 313 1134 1125 766 1072 982 916 1068 1037 813 691 885 541 67 778 572 299 9 393 633 645 848 712 577 929 481 643 791 252 507 423 950 844 1140 983 1089 807 805 987 1124 
14	PK180	13	2	808 631 670 710 728 245 870 490 539 1035 752 940 486 949 763 402 856 602 364 525 879 748 778 703 784 299 80 9 645 712 481 713 415 571 522 773 946 749 135 424 736 637 584 566 796 
15	CARP21	14	2	333 106 669 830 280 451 438 509 99 783 311 493 313 253 446 183 319 639 205 874 262 531 252 423 576 211 89 302 318 395 450 543 196 249 
16	CARP21	15	3	381 889 993 226 155 10 833 347 42 721 
17	EHI	16	9	118 176 61 23 323 343 216 11 357 182 192 76 345 306 165 625 284 362 170 296 191 169 208 321 329 178 45 
18	PK180	17	3	519 11 518 169 
19	EHI	18	10	11 208 26 
20	PK180	19	4	11 
21	PK180	20	5	814 359 580 275 290 12 683 
22	PK180	21	6	202 221 13 269 204 197 660 
23	PK180	22	7	110 370 706 13 859 814 701 628 590 825 373 657 847 226 592 531 382 727 932 155 206 777 340 562 997 317 
24	EHI	23	11	453 466 358 327 95 285 462 14 286 91 606 142 18 368 
