Class Times	17
Rooms	69
DAL25	24
TAYE	23
TH102	20
DAL300	50
TH110	30
DAL212A	21
BYC127	30
PK259	14
PK10	10
CARP15	12
ROSTUD	11
EHII	31
TH111	30
TH224	50
DAL1	14
DAL20	12
PK25	70
PK179	64
PK200	20
TH223	10
EHI	20
PK229	32
PK243	60
PK234	60
TH116	30
EHLEC	34
DAL6	11
GOB	10
DAL2	22
TH118	12
PK278	80
PK336	52
DAL119	52
PK328	22
CARP25	50
TH104	30
CARP21	64
DAL315	61
TAYG	24
TAYSEM	11
PK337	10
PK180	30
EHIII	20
BYC239	12
TH129	10
TAYB	32
PK338	71
PK349	111
BYC100	12
PK354	12
CARP13	10
TAYD	30
PK100	20
DAL212E	12
TAYF	40
DAL10	10
PK20	184
PK264	10
PK227	2
GOCOM	20
RCSEM	12
PEMSTD	10
TH251	20
BYC106	20
TAYC	20
RCCON	12
CARP17	2
CAN205	10
GOHEP	4
Classes	320
Teachers	163
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	20
35	33
36	34
37	35
38	35
39	36
40	37
41	38
42	39
43	40
44	41
45	19
46	42
47	43
48	44
49	45
50	46
51	47
52	9
53	48
54	32
55	49
56	15
57	50
58	33
59	14
60	38
61	4
62	4
63	51
64	52
65	19
66	53
67	54
68	55
69	56
70	57
71	58
72	55
73	59
74	25
75	35
76	60
77	61
78	13
79	62
80	63
81	64
82	65
83	24
84	66
85	67
86	49
87	68
88	69
89	70
90	71
91	72
92	71
93	73
94	74
95	75
96	76
97	77
98	52
99	78
100	79
101	80
102	81
103	72
104	49
105	22
106	82
107	66
108	83
109	84
110	82
111	85
112	39
113	34
114	86
115	87
116	88
117	81
118	32
119	89
120	90
121	29
122	67
123	91
124	92
125	93
126	94
127	4
128	95
129	96
130	97
131	98
132	99
133	100
134	14
135	101
136	102
137	47
138	103
139	104
140	7
141	26
142	68
143	105
144	1
145	74
146	50
147	106
148	107
149	36
150	37
151	15
152	108
153	109
154	20
155	110
156	111
157	23
158	112
159	113
160	8
161	52
162	46
163	114
164	115
165	52
166	101
167	116
168	95
169	98
170	5
171	110
172	117
173	102
174	118
175	119
176	55
177	58
178	120
179	121
180	122
181	123
182	108
183	75
184	49
185	124
186	125
187	126
188	127
189	77
190	85
191	108
192	40
193	128
194	129
195	10
196	130
197	104
198	60
199	44
200	131
201	53
202	132
203	133
204	129
205	32
206	20
207	134
208	98
209	128
210	126
211	135
212	136
213	137
214	130
215	138
216	88
217	41
218	84
219	132
220	139
221	140
222	141
223	52
224	142
225	36
226	82
227	79
228	143
229	78
230	17
231	123
232	94
233	102
234	144
235	145
236	20
237	42
238	146
239	141
240	147
241	132
242	145
243	66
244	145
245	79
246	79
247	145
248	148
249	20
250	75
251	149
252	142
253	32
254	150
255	80
256	151
257	86
258	141
259	36
260	142
261	152
262	141
263	83
264	153
265	115
266	49
267	137
268	59
269	96
270	65
271	92
272	121
273	154
274	65
275	19
276	155
277	32
278	66
279	32
280	130
281	156
282	32
283	156
284	66
285	42
286	103
287	84
288	157
289	158
290	79
291	63
292	115
293	157
294	127
295	159
296	124
297	160
298	161
299	161
300	71
301	147
302	161
303	117
304	108
305	18
306	142
307	69
308	144
309	142
310	162
311	146
312	100
313	68
314	147
315	147
316	142
317	117
318	3
319	163
320	142
