Course	Room	Teacher	Time	Students
1	TH111	1	2	1 20 32 147 244 262 399 423 583 711 733 759 794 1091 1101 1113 1153 1165 1285 
2	PK336	2	5	1 29 109 110 133 181 185 273 364 395 459 491 505 679 704 793 924 941 949 994 1015 1098 1099 
3	CARP25	3	12	2 176 530 548 637 684 763 1141 1175 1228 1244 1272 1298 1411 
4	DAL300	4	1	2 166 202 221 231 239 240 365 449 452 626 663 750 764 771 780 1079 1458 1554 1556 
5	TAYB	5	14	2 186 189 248 255 335 518 523 525 582 748 749 804 893 957 967 1001 1048 
6	BYC127	6	9	3 326 458 799 931 1459 1479 1565 
7	TAYF	7	4	3 48 185 356 458 534 559 565 606 655 668 676 689 695 753 784 857 932 935 942 965 990 1042 1054 1238 1412 1479 1498 
8	PK20	8	6	4 147 152 224 307 330 369 451 453 622 969 1041 1082 
9	PK20	9	10	4 25 65 275 293 677 1528 
10	TH116	10	3	4 116 420 687 811 845 976 1103 1451 1519 1575 
11	GOCOM	11	10	5 15 233 585 1171 1229 1410 1481 
12	EHII	12	6	6 335 629 724 762 953 968 1216 1377 1622 
13	TAYF	13	17	6 227 322 415 419 444 500 516 582 625 673 785 1044 1138 1151 1193 1262 1305 1418 1543 
14	DAL119	14	15	6 18 81 126 142 144 155 226 232 235 261 268 322 357 376 424 433 436 450 476 508 526 555 579 616 649 653 657 662 675 709 729 738 747 762 766 783 791 872 1083 1301 1438 1492 
15	CARP21	15	7	7 28 33 35 39 90 120 279 415 445 454 471 502 665 688 700 788 804 807 808 842 862 884 911 919 1466 1530 
16	CARP25	15	15	7 192 272 502 842 888 917 958 1101 
17	DAL300	16	12	7 35 259 272 403 546 677 707 862 885 911 1039 
18	PK278	17	5	8 9 13 41 42 107 121 127 141 142 158 200 213 222 229 244 245 261 262 268 269 300 305 311 373 377 390 398 399 400 428 432 461 462 464 483 494 497 500 552 554 585 620 644 647 652 659 717 727 735 738 743 755 777 779 784 964 1038 1212 1405 1413 1533 1573 
19	DAL300	18	4	8 54 213 253 438 489 498 643 710 729 734 735 749 790 930 964 1093 1447 
20	DAL300	19	16	8 22 31 37 71 88 110 298 467 527 537 592 602 691 853 873 898 
21	TH224	20	14	9 32 59 74 292 441 443 595 
22	TH110	21	1	9 62 63 92 287 299 344 541 630 707 969 1437 
23	TH104	22	15	10 26 79 84 89 475 511 610 1441 1442 
24	TH110	23	12	11 92 261 299 344 361 366 419 624 633 719 778 969 1014 1024 
25	PK20	24	8	12 19 41 118 180 297 384 386 390 668 674 
26	TAYB	25	2	12 69 293 302 514 533 551 553 576 587 740 755 1471 
27	PK20	26	2	13 40 41 44 70 76 93 118 121 127 135 154 158 191 213 223 268 300 305 311 319 400 406 424 440 461 554 620 727 736 738 795 
