Class Times	17
Rooms	67
EHI	16
EHLEC	31
CARP25	25
DAL2	22
PK126	17
TH118	10
TAYG	31
TH111	28
DAL119	63
TH116	20
PK337	16
PK227	15
DAL212E	20
TAYSEM	9
PK338	71
BYC127	22
TAYB	19
CARP15	9
TH129	6
TH223	8
DAL212A	19
CARP21	51
PK259	16
RCSEM	31
DAL10	15
BYC239	17
TH102	8
EHII	27
PK336	21
DAL6	17
DAL1	22
CARP17	9
PK229	33
PK278	79
PK243	50
PK234	40
TH110	37
TAYF	47
PK200	8
GOB	19
BYC106	14
TAYD	29
DAL300	52
PK10	11
PK100	22
TAYC	18
TH224	33
PK264	12
PK349	45
ROSTUD	13
PK328	20
DAL25	20
PK25	56
PK179	55
TAYE	35
CARP13	13
PK180	37
TH104	14
PK20	156
PK354	14
EHIII	13
GOCOM	15
PEMSTD	9
PK127	23
RCCON	12
DAL315	52
DAL20	11
Classes	280
Teachers	160
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	10
27	26
28	27
29	28
30	28
31	29
32	30
33	31
34	32
35	33
36	34
37	15
38	35
39	36
40	37
41	38
42	39
43	3
44	40
45	41
46	42
47	43
48	44
49	45
50	46
51	47
52	48
53	49
54	50
55	51
56	27
57	52
58	53
59	53
60	54
61	55
62	51
63	56
64	57
65	40
66	58
67	22
68	8
69	59
70	60
71	61
72	62
73	5
74	63
75	64
76	65
77	62
78	46
79	40
80	66
81	67
82	35
83	68
84	35
85	69
86	70
87	65
88	71
89	72
90	73
91	32
92	74
93	75
94	76
95	5
96	77
97	35
98	57
99	78
100	79
101	33
102	80
103	63
104	80
105	81
106	79
107	82
108	83
109	84
110	85
111	86
112	87
113	88
114	89
115	90
116	77
117	6
118	91
119	73
120	85
121	92
122	78
123	93
124	94
125	95
126	75
127	35
128	96
129	53
130	97
131	98
132	99
133	100
134	74
135	79
136	101
137	90
138	58
139	102
140	25
141	97
142	103
143	36
144	44
145	104
146	59
147	105
148	11
149	106
150	100
151	31
152	71
153	107
154	108
155	92
156	83
157	80
158	105
159	10
160	109
161	53
162	110
163	111
164	18
165	112
166	113
167	94
168	114
169	115
170	116
171	117
172	66
173	32
174	118
175	119
176	50
177	120
178	20
179	119
180	61
181	74
182	29
183	55
184	121
185	122
186	123
187	124
188	103
189	49
190	80
191	125
192	4
193	126
194	97
195	81
196	127
197	128
198	101
199	129
200	91
201	115
202	81
203	101
204	125
205	116
206	130
207	42
208	30
209	131
210	74
211	132
212	117
213	38
214	133
215	134
216	121
217	70
218	27
219	24
220	12
221	135
222	136
223	133
224	4
225	42
226	37
227	137
228	4
229	132
230	68
231	138
232	139
233	140
234	91
235	17
236	135
237	141
238	117
239	94
240	69
241	142
242	94
243	124
244	50
245	143
246	102
247	88
248	80
249	71
250	144
251	145
252	12
253	58
254	107
255	146
256	147
257	148
258	146
259	149
260	150
261	151
262	114
263	152
264	127
265	153
266	146
267	122
268	149
269	154
270	146
271	155
272	122
273	156
274	115
275	157
276	158
277	159
278	160
279	148
280	133
