Students	3000
1	6077 4100 6316 4380
2	2883 4708 4371 4399
3	4601 6843 503 3062
4	1829 3944 2204 5674
5	228 6592 1408 3393
6	3471 1675 6156 6497
7	4028 6646 662 2965
8	5419 1381 25 340
9	6306 6590 4530 4673
10	1205 1908 47 2480
11	3062 4695 2264 2648
12	6319 4604 4863 6983
13	2793 824 6866 2677
14	2025 4988 2884 3051
15	1073 2325 4224 3890
16	3851 4351 4668 2090
17	2352 6979 6167 5892
18	709 4137 4958 2084
19	3351 4198 3268 4269
20	219 542 3335 3888
21	4397 2368 1265 3493
22	800 3366 2920 6975
23	2890 5597 2666 1706
24	1637 5960 5299 866
25	2004 15 1593 1618
26	2583 2904 6740 4113
27	1539 4300 4060 4921
28	2510 995 1989 3058
29	6639 196 5798 4048
30	3539 1174 3238 5938
31	6884 3500 322 5969
32	4954 4096 6511 2941
33	6975 5276 3283 2831
34	1453 314 472 5835
35	5984 1953 3178 5782
36	1727 4308 2740 5561
37	3767 416 5271 4156
38	6116 4021 6002 4825
39	2834 4319 1047 3378
40	6379 1048 5707 2230
41	5552 463 1731 4504
42	4312 5216 3813 2798
43	5166 2382 3326 1156
44	6173 5976 4936 1917
45	4657 6115 1256 1876
46	6502 4798 3422 2771
47	1984 5602 70 3445
48	2090 3638 5142 5167
49	3771 1167 4728 2651
50	4417 6507 5448 1377
51	2915 5209 3794 1234
52	982 2229 2428 3172
53	4065 5428 3371 340
54	6463 4632 2668 3602
55	2289 2767 5853 731
56	1661 6641 1897 2341
57	624 3620 2514 2318
58	4650 4114 4346 3464
59	5541 4931 3624 1190
60	4516 6665 2324 6473
61	4661 6344 4179 283
62	1460 2263 3346 146
63	5312 6825 4441 4162
64	5935 4997 1289 2395
65	1792 3926 2300 6028
66	2842 3140 3325 1788
67	6378 2258 5019 5092
68	3605 6420 5931 3664
69	2333 2736 4205 2778
70	4272 4335 1022 5940
71	4271 4709 2807 3923
72	5502 3317 1214 5688
73	5400 6272 2658 173
74	5561 2675 2420 3381
75	6213 1802 6504 3144
76	2120 1383 4372 1386
77	1274 1128 6582 4660
78	831 4107 6316 4820
79	2741 5698 696 5418
80	3256 5186 6921 5215
81	5307 2619 2289 5855
82	3870 3781 2567 669
83	3132 6621 3326 3748
84	4398 3956 6396 198
85	6344 6688 5807 4160
86	2770 2084 6050 3902
87	4512 2457 6465 807
88	1544 6750 2724 4291
89	1420 4374 4653 1679
90	5549 5143 2097 5709
91	4262 6125 5604 4891
92	6992 2856 3864 6199
93	3215 6952 2127 6229
94	4189 2059 2955 4441
95	6091 4179 2417 622
96	6413 5106 3143 5498
97	6533 3542 981 1988
98	1270 3881 3527 4059
99	6911 2828 728 6358
100	2277 6455 4420 1669
101	6779 5780 3044 3067
102	133 80 4434 6088
103	2361 5331 3133 2949
104	3430 3979 4985 2393
105	4197 6861 5147 59
106	1258 5043 6172 6786
107	1624 4463 3498 3268
108	4380 1174 1853 4222
109	6352 6041 1437 3349
110	289 4834 5888 6025
111	1894 5506 299 1692
112	6609 6192 4848 5475
113	1116 6412 3919 3736
114	5896 1255 2059 1106
115	624 5952 1512 6433
116	2962 3407 6630 964
117	141 530 3813 1652
118	6393 1944 97 3489
119	6414 6885 529 2406
120	1921 3432 1570 915
121	2572 2216 1078 6023
122	4811 3044 6654 6170
123	4171 6724 2300 2041
124	2334 5497 124 6171
125	3495 2613 170 3576
126	5853 5689 2165 6187
127	6911 6793 5685 208
128	5889 1803 1107 6554
129	5370 3308 4906 6115
130	913 4327 1892 6479
131	6312 3898 3706 1171
132	2413 1253 5021 973
133	6432 1107 4988 5073
134	6092 5640 2513 90
135	6910 2878 2193 256
136	4781 2685 6341 4649
137	4823 3788 4554 387
138	6905 5570 5018 4435
139	1538 6816 3012 618
140	2019 3509 2407 3551
141	2942 3885 4837 6468
142	1096 715 5445 5121
143	6393 375 4856 312
144	1886 5367 2327 6898
145	5254 360 1766 2833
146	3759 112 740 6538
147	2846 6432 6311 5555
148	13 1222 44 349
149	4570 5712 5109 1679
150	6688 5152 2758 3224
151	5868 3994 4657 1870
152	1389 6991 3469 3210
153	2527 5850 3488 443
154	4651 4161 6186 2708
155	4696 1059 6625 5512
156	4773 6625 3329 792
157	6774 2820 4369 2143
158	7 1895 4921 1327
159	6099 4902 6069 4362
160	2323 3275 5137 748
161	5110 6193 6844 1043
162	3867 955 6171 5252
