Class Times	10
Rooms	1000
1	782
2	352
3	417
4	769
5	601
6	293
7	969
8	437
9	58
10	839
11	780
12	835
13	331
14	962
15	955
16	949
17	779
18	365
19	575
20	820
21	877
22	438
23	184
24	792
25	657
26	774
27	712
28	332
29	97
30	59
31	244
32	422
33	991
34	61
35	475
36	959
37	284
38	846
39	274
40	132
41	372
42	463
43	797
44	701
45	341
46	672
47	821
48	141
49	865
50	323
51	797
52	962
53	484
54	631
55	371
56	907
57	20
58	372
59	263
60	272
61	905
62	543
63	879
64	757
65	503
66	397
67	556
68	162
69	650
70	407
71	806
72	616
73	248
74	842
75	745
76	312
77	28
78	903
79	758
80	776
81	127
82	461
83	527
84	477
85	851
86	789
87	440
88	299
89	38
90	516
91	394
92	243
93	602
94	529
95	602
96	682
97	482
98	118
99	618
100	421
101	134
102	77
103	391
104	526
105	44
106	148
107	579
108	291
109	556
110	682
111	934
112	667
113	399
114	913
115	569
116	696
117	157
118	715
119	54
120	610
121	676
122	206
123	493
124	629
125	655
126	973
127	566
128	869
129	852
130	388
131	696
132	636
133	769
134	777
135	288
136	179
137	907
138	709
139	815
140	162
141	843
142	114
143	428
144	408
145	324
146	130
147	667
148	682
149	877
150	357
151	181
152	518
153	84
154	125
155	136
156	347
157	120
158	908
159	325
160	691
161	236
162	968
163	488
164	542
165	383
166	604
167	773
168	355
169	334
170	289
171	843
172	872
173	302
174	273
175	655
176	831
177	801
178	356
179	160
180	785
181	219
182	39
183	654
184	826
185	429
186	794
187	768
188	991
189	401
190	770
191	567
192	63
193	601
194	240
195	721
196	14
197	701
198	39
199	302
200	937
201	991
202	212
203	630
204	777
205	313
206	187
207	118
208	452
209	553
210	349
211	670
212	792
213	682
214	877
215	561
216	729
217	518
218	974
219	132
220	732
221	70
222	94
223	401
224	518
225	307
226	559
227	850
228	147
229	196
230	673
231	730
232	879
233	618
234	108
235	366
236	458
237	931
238	322
239	780
240	301
241	133
242	618
243	432
244	97
245	659
246	941
247	987
248	617
249	437
250	781
251	723
252	269
253	44
254	973
255	566
256	68
257	776
258	616
259	528
260	655
261	874
262	892
263	257
264	994
265	145
266	607
267	539
268	20
269	290
270	196
271	814
272	818
273	990
274	854
275	548
276	372
277	210
278	499
279	675
280	31
281	894
282	98
283	114
284	510
285	796
286	935
287	199
288	168
289	561
290	55
291	376
292	22
293	789
294	924
295	359
296	164
297	816
298	567
299	938
300	258
301	144
302	509
303	954
304	195
305	112
306	966
307	894
308	356
309	732
310	45
311	976
312	156
313	718
314	706
315	254
316	422
317	17
318	496
319	513
320	518
321	79
322	11
323	584
324	894
325	497
326	885
327	448
328	297
329	709
330	266
331	86
332	277
333	232
334	390
335	184
336	618
337	514
338	255
339	46
340	92
341	998
342	480
343	740
344	488
345	940
346	743
347	617
348	478
349	135
350	124
351	58
352	34
353	667
354	62
355	788
356	403
357	187
358	258
359	565
360	746
361	63
362	128
363	531
364	959
365	762
366	159
367	95
368	127
369	474
370	188
371	693
372	233
373	949
374	26
375	499
376	35
377	112
378	804
379	423
380	328
381	456
382	995
383	855
384	510
385	446
386	999
387	755
388	574
389	853
390	285
391	723
392	497
393	69
394	452
395	708
396	913
397	653
398	188
399	547
400	282
401	598
402	363
403	252
404	899
405	866
406	239
407	563
408	613
409	151
410	384
411	547
412	88
413	137
414	114
415	164
416	602
417	345
418	57
419	362
420	702
421	104
422	854
423	359
424	700
425	566
426	650
427	578
428	259
429	926
430	327
