Students	3000
1	1471 3 82 1802
2	2131 2711 2827 420
3	2169 453 1740 2904
4	971 461 2428 1320
5	2140 94 740 354
6	828 2469 2767 1491
7	2043 1351 633 2603
8	1761 2395 23 1294
9	175 1133 1446 1443
10	1771 1541 2024 24
11	1558 1698 2878 40
12	46 1638 923 1160
13	2977 2396 2600 1936
14	364 722 2046 1723
15	2590 1715 836 2030
16	1908 2656 386 2936
17	101 492 2536 1825
18	1733 517 2805 1337
19	2913 1807 1342 566
20	2726 2467 1015 929
21	1174 2950 1344 1151
22	1132 824 2703 792
23	2307 2947 1198 2942
24	2454 893 830 976
25	1274 441 1685 2817
26	1987 643 1136 2275
27	1655 2245 1042 1972
28	1168 603 2237 1808
29	536 1662 2563 151
30	532 2300 1377 1052
31	2169 2590 2959 2059
32	217 311 940 1224
33	1478 1659 786 855
34	1734 1379 210 599
35	649 2030 923 1608
36	2041 198 1579 502
37	1337 1110 613 1694
38	2963 1348 2470 1351
39	1385 1289 938 1030
40	2482 404 2657 2244
41	399 2859 2792 63
42	2598 2574 414 2115
43	114 2565 485 1328
44	176 1195 2022 569
45	104 2717 1995 284
46	1519 208 2592 2970
47	1150 531 1617 1025
48	324 2115 2976 2359
49	1428 1307 1358 278
50	2191 2147 2627 2212
51	584 163 821 2911
52	2948 1243 1775 1969
53	2813 1492 2626 1955
54	1783 1033 1082 1636
55	1186 825 1497 865
56	2423 2375 1092 612
57	638 1651 118 2473
58	522 17 2331 2241
59	2402 747 2658 1759
60	1888 2729 1707 322
61	2018 1830 1500 2211
62	2235 743 2094 137
63	2574 1802 2210 164
64	1846 514 494 2203
65	422 1562 98 92
66	2770 770 61 2235
67	273 1239 2915 1378
68	1024 2441 2478 385
69	383 1860 1227 1622
70	1757 394 771 1022
71	387 2764 894 11
72	325 38 1513 2877
73	1308 680 1766 2772
74	1901 1586 2666 1468
75	1343 2133 273 2124
76	1451 1336 1875 243
77	1146 1866 2968 563
78	2750 522 2983 1896
79	605 2154 2332 2671
80	1500 1280 812 1791
81	435 1369 2219 984
82	2655 2897 1904 2350
83	2331 1747 2255 1738
84	638 2948 2840 1710
85	2984 2253 251 1615
86	2351 2005 2140 794
87	2831 469 348 2821
88	1651 1424 2333 1197
89	2781 1007 2065 1376
90	1301 851 1169 2204
91	660 2316 154 1960
92	1904 700 457 814
93	1585 176 113 262
94	1898 1585 1157 1299
95	2099 1970 1807 414
96	393 2185 2419 2562
97	1729 1093 1156 1208
98	2222 2646 167 887
99	2839 451 1083 2958
100	61 2097 2340 3000
101	2166 1508 348 679
102	788 58 2890 2669
103	2606 2850 1429 2966
104	2117 2992 2741 2549
105	1871 448 2544 1133
106	2811 2051 458 525
107	2937 2806 2878 2841
108	776 2121 1451 481
109	696 148 1922 825
110	2122 1730 2016 2123
111	1932 2452 2758 200
112	668 2176 1492 2380
113	2695 2788 2903 2379
114	594 2341 1286 1786
115	291 1810 1170 703
116	781 2130 2386 320
117	1474 2509 2749 597
118	2050 1318 408 250
119	41 491 2476 377
120	764 705 1048 799
121	2821 945 940 676
122	2371 2011 1125 2701
123	2086 1307 1792 981
124	2194 783 1221 2164
125	2663 254 2223 1811
126	1254 2773 130 2222
127	501 146 243 2759
128	2144 776 1116 1057
129	1108 368 1941 1864
130	1857 819 2113 1552
131	2215 1216 465 642
132	1137 1767 1707 132
133	2116 947 18 1554
134	1274 1035 1847 769
135	2487 1527 598 1725
136	325 2957 852 2065
137	67 275 721 2368
138	2569 2639 1331 2308
139	321 187 2779 1599
140	2491 717 2181 2610
141	256 2068 1063 2143
142	1832 375 2841 1439
143	733 1905 1874 1858
144	2210 1274 2436 2218
145	1090 2928 1479 2014
146	461 1652 418 90
147	2516 2775 1937 1854
148	2254 847 2688 2475
149	1520 2928 1146 186
150	652 1798 2109 1659
151	904 1208 658 527
152	1087 1747 2621 2383
153	1979 1552 1049 2714
154	2801 1348 2032 2193
155	2291 2629 2784 2880
156	2038 1769 820 1226
157	857 1970 2692 1256
158	278 30 2052 82
159	908 2271 1262 2435
160	2488 2878 736 556
161	1289 2389 56 495
162	803 1866 645 2142
163	104 190 608 1725
164	172 2021 1771 1540
165	1785 1948 2178 1662
166	2379 571 2252 1734
167	2642 1353 1731 1662
168	419 2584 663 692
169	1977 1390 1479 2392
170	2494 2144 2177 1297
171	156 2396 227 2351
172	2936 1787 2104 2747
173	1512 503 1705 1829
174	65 1335 1846 2445
175	1673 416 2876 1672
176	1467 83 2275 1194
177	864 1040 1108 695
178	1335 406 1978 1494
179	851 2906 1844 2703
180	414 1318 2735 717
181	1606 621 1227 1783
182	2686 346 2982 2082
183	1344 666 2834 2816
184	2274 229 1840 576
185	1397 2825 1411 2044
186	2085 463 638 239
187	1430 1333 183 1008
188	1463 2553 1632 2669
189	734 476 2927 1246
190	1631 1024 1867 72
191	1824 2848 2653 805
192	2883 793 2885 796
193	231 830 2300 1888
194	411 1348 2150 1933
195	2305 2989 1405 1802
196	310 442 727 1396
197	954 163 2243 2826
198	1630 1540 1908 1712
199	1587 816 411 669
200	453 196 37 748
201	107 1979 297 1800
202	1745 1764 1899 1649
203	560 638 2296 2194
204	2265 1462 1543 414
205	2062 2818 56 1826
206	2040 2740 2438 783
207	823 2852 2355 2693
208	851 191 311 2433
209	2551 2408 605 2139
210	2887 2867 2003 2949
211	148 2767 2239 1853
212	2061 1839 41 1518
213	507 2620 1521 144
214	1635 153 536 2944
215	2286 1257 1569 838
216	1608 1993 2381 1288
217	2872 2477 1585 1573
218	854 1865 1489 2245
219	2264 1864 1455 2230
220	304 1961 170 1266
221	358 185 53 792
222	1394 563 1437 1434
223	2073 2694 676 1134
224	1749 359 1303 1191
225	974 1918 1126 1963
226	474 1946 1804 1198
227	1405 1212 2028 2509
228	2560 1500 2648 874
229	1827 1845 1970 2510
230	775 1665 24 2552
231	1838 802 2058 1565
232	997 1118 2208 1630
233	2474 618 2428 2086
234	1229 1031 2175 668
235	615 2686 1208 2789
236	2549 726 444 1036
237	1862 1312 280 1991
238	998 2285 922 442
239	1938 565 106 925
240	1845 647 2462 537
241	2629 541 2678 2736
242	838 2844 1302 1700
243	2407 2077 2485 995
244	1965 520 481 1153
245	2286 2231 1128 2213
246	1815 2686 674 1662
247	1017 2946 1004 2160
248	996 803 782 2300
249	2573 1285 2135 659
250	2096 815 893 60
251	876 2408 943 24
252	2422 2595 1053 1491
253	1 2117 2390 1369
254	2276 2437 2506 2051
255	518 2282 2531 2685
256	1684 794 1829 2430
257	2363 2781 2113 2856
258	448 2304 541 2803
259	495 1782 1397 2614
260	1012 2403 1457 746
261	2749 2186 923 2909
262	998 363 2187 1390
263	629 940 1396 189
264	352 511 2758 1404
265	2329 1619 2369 2741
266	1819 1647 436 2397
267	86 2225 1799 1451
268	2993 255 342 2532
269	2936 2559 2967 188
270	426 1067 477 351
271	1169 736 2599 414
272	217 1799 2233 1180
273	2237 517 2394 647
274	181 2526 1422 2882
275	487 2051 426 1999
276	2089 2125 2265 2290
277	1003 2369 193 213
278	1586 2525 1660 2242
279	2901 2613 2317 1416
280	2191 181 408 865
281	2762 2430 2103 1197
282	373 1170 891 570
283	1394 234 1343 1570
284	1922 2670 974 1110
285	1870 239 2914 1002
286	2842 2262 2675 45
287	1779 1088 2824 812
288	1684 1537 377 2066
289	1763 2786 430 1023
290	667 872 1017 1799
291	886 2294 1648 1114
292	2054 2936 892 2974
293	930 2662 2943 2047
294	1143 2589 1332 1249
295	1633 1947 927 494
296	1774 2222 581 1406
297	1874 2369 2323 1342
298	2572 2334 827 1215
299	2142 2194 988 249
300	1157 1268 330 2912
301	101 2755 2598 1378
302	270 1430 1116 1970
303	1785 1720 2445 1343
304	2245 138 686 1696
305	897 329 2646 1893
306	1396 1336 623 109
307	1834 1747 1856 1011
308	804 920 904 584
309	1442 2907 369 1739
310	577 209 2088 1870
311	97 2398 1198 1403
312	2004 2258 1424 1295
313	2511 1841 2476 1722
314	1043 1228 2228 293
315	705 37 2166 846
316	2375 2867 2670 1775
317	823 1809 732 366
318	1727 323 366 1365
319	952 2931 2037 2051
320	1362 95 2897 2117
321	780 2885 2312 2325
322	564 2752 583 2016
323	1832 2353 2602 326
324	1594 305 1478 307
325	1156 1378 1616 2868
326	1928 1679 705 628
327	2678 1971 2396 2641
328	2686 1624 2850 1826
329	2981 1676 676 2650
330	1950 2676 1181 1425
331	1071 2130 247 94
332	177 365 2033 1870
333	1683 2059 21 2720
334	1160 1814 1663 1887
335	1891 1388 2867 126
336	1931 1146 2404 1681
337	2230 2227 2623 2451
338	1674 2765 1841 1075
339	1191 404 2991 542
340	108 2515 179 1275
341	825 17 2293 2858
342	902 82 2853 1509
343	1281 42 313 1168
344	2529 2612 2757 1560
345	421 2542 653 494
346	474 569 316 1970
347	179 1284 211 2722
348	33 1168 1892 1619
349	2084 2723 1547 2874
350	1858 2421 2793 384
351	1331 321 1000 218
352	2163 1885 349 1653
353	1979 1959 1522 1128
354	2889 2538 2254 2656
355	247 2922 2232 2982
356	1276 1983 2493 1870
357	514 1410 1742 1329
358	1166 1193 840 1100
359	1468 1933 1257 91
360	1904 1462 2992 311
361	911 2115 1459 703
362	2035 960 986 855
363	3 514 68 837
364	976 2373 2567 2375
365	2237 936 2912 2659
366	2621 590 1714 2410
367	145 2472 165 1504
368	220 2137 2465 1578
369	1672 58 1280 347
370	2130 223 2658 2141
371	1320 2795 2932 567
372	846 706 2107 2774
373	532 517 48 193
374	2379 2131 116 1489
375	1364 233 776 2110
376	355 114 1073 880
377	341 1994 2915 1599
378	2267 900 2208 1159
379	2385 554 2031 2051
380	49 2705 1370 2846
381	2968 1854 127 2776
382	2667 2714 930 2493
383	2121 797 1355 501
384	2589 77 670 1390
385	2601 2163 823 1393
386	2929 165 1674 2888
387	2424 2664 137 321
388	701 2553 939 1764
389	108 1151 1805 1497
390	984 759 1520 2903
391	1299 1874 2149 703
392	851 697 652 2551
393	2030 368 2821 2907
394	749 1025 350 1444
395	1624 113 434 1359
396	493 191 2517 268
397	266 2507 2250 1021
398	1299 2913 613 1160
399	1481 2909 2190 635
400	222 2100 407 1277
401	1200 2619 807 1753
402	26 1878 274 1931
403	726 559 1138 1617
404	930 2322 2917 1265
405	2821 209 2634 25
406	747 2836 2277 104
407	2209 1951 2616 2069
408	2794 776 1738 1318
409	2087 435 897 39
410	474 899 1565 2832
411	1808 2888 405 1767
412	2697 2603 782 1332
413	1593 402 1776 250
414	1316 2560 1480 1695
415	1161 2279 25 1553
416	2412 440 741 2290
417	286 2268 447 1773
418	1724 1748 1089 442
419	2754 285 1005 2186
420	1645 2549 2510 1651
421	1778 2651 441 641
422	41 2919 750 533
423	1780 296 1360 2821
424	1777 1347 661 2879
425	2533 1569 496 131
426	2077 1100 1977 1842
427	1900 1324 1285 2669
428	1891 2631 1901 856
429	936 2884 2780 2108
430	1177 558 2415 1667
431	1824 1182 1809 1189
432	2428 2544 2199 1707
433	46 2992 1095 74
434	1988 1504 2473 2929
435	2365 1556 894 1869
436	2553 1066 1011 1293
437	1544 1229 1438 384
438	888 2012 1939 1203
439	351 806 2245 1422
440	2090 584 2792 372
441	1161 232 2050 2825
442	1812 60 1623 1966
443	2571 125 1802 976
444	1590 1822 1728 211
445	2607 1232 1802 1495
446	2914 2364 1844 195
447	641 1401 1688 1584
448	896 1185 361 1148
449	1786 3 1563 1703
450	1291 2428 2312 2200
451	1443 2882 85 1117
452	276 306 2561 358
453	1820 1965 2905 1322
454	746 1970 2726 2341
455	1553 2508 2295 1376
456	2977 333 10 861
457	158 649 273 2804
458	2278 652 1132 2002
459	1790 1517 2989 1993
460	787 2261 2140 2500
461	801 2520 2488 2791
462	2793 2768 2858 2964
463	2809 1668 1373 444
464	2930 2341 1207 430
465	415 1890 205 48
466	1223 320 2590 1065
467	1372 2204 780 246
468	1415 2362 1936 2361
469	2870 2386 704 141
470	45 650 1881 786
471	1716 390 1930 172
472	644 1355 2918 1574
473	468 2217 116 2074
474	2891 2533 2166 136
475	153 253 2856 1049
476	2898 2003 693 2475
477	1898 2219 982 826
478	732 2418 1089 998
479	823 1867 1240 1460
480	1015 2807 1208 1189
