Course	Room	Teacher	Time	Students
1	921	1469	1	253 562 2396 2700 
2	921	474	2	2221 2284 2825 2870 2881 
3	298	501	8	363 449 1907 
4	57	477	9	1201 2519 2711 
5	57	521	10	1789 2323 2573 
6	298	1481	9	1807 2047 2380 2858 
7	596	311	1	1264 2222 
8	921	912	3	1418 1627 1837 2426 2705 
9	596	1074	2	580 1202 2868 
10	596	205	3	456 1064 1853 
11	660	1443	9	71 969 
12	298	305	10	678 759 1814 
13	596	417	4	488 1937 
14	49	1225	1	571 676 2095 2523 
15	596	1284	5	2431 2500 2526 
16	772	885	7	2580 
17	454	270	8	58 341 1910 2156 2953 
18	49	36	2	133 508 946 2529 
19	215	954	5	687 1161 1503 1575 2270 2714 2776 
20	596	230	6	1291 2031 2853 
21	596	204	7	333 1666 2411 
22	660	1339	10	762 2244 
23	215	1369	6	8 1276 1501 2002 2173 2714 2754 
24	454	49	9	10 230 251 715 2114 
25	454	806	10	405 415 1010 1439 1782 2723 
26	49	441	3	764 2613 2722 
27	953	1080	1	2440 
28	772	90	6	
29	772	1328	8	1190 
30	921	906	4	158 848 1536 1992 2900 
31	596	944	8	1236 1237 
32	49	439	4	1071 1186 2071 2186 
33	49	611	5	1706 1960 2771 
34	49	499	6	1466 2808 
35	596	57	9	823 1791 
36	343	1308	1	543 1091 1099 1606 2249 2346 
37	921	1341	5	200 315 509 2330 
38	953	642	2	
39	921	1079	6	409 2007 2894 
40	343	87	2	11 586 1877 1914 2285 2996 
41	921	873	7	119 212 422 596 1345 
42	49	307	7	343 1455 1793 2394 
43	953	1224	3	862 1039 
44	596	821	10	1957 2169 
45	974	907	4	286 470 898 1375 1563 1826 2466 2820 2888 
46	974	443	5	12 433 612 730 911 1001 1512 1616 2885 
47	921	1232	8	570 1136 1442 
48	708	150	1	373 465 1735 
49	909	1430	8	380 720 747 1556 1841 2126 2229 2260 2825 2927 
50	49	1274	8	609 782 2820 
51	772	1393	9	1908 
52	708	1110	3	2693 
53	215	471	7	221 1022 1366 1603 1683 1765 2206 
54	49	877	9	1301 1892 2295 2402 
55	707	249	4	633 1370 1388 1429 1686 1694 2042 2874 
56	49	1381	10	161 205 962 1836 
57	953	1102	4	
58	707	659	5	102 369 593 854 1215 1709 2506 2870 
59	772	1262	10	2775 
60	880	524	1	250 442 1176 1342 
61	880	71	2	66 100 2202 
62	880	790	3	1081 1625 
63	880	1342	4	1437 2379 2748 
64	880	153	6	1298 1569 
65	708	1290	2	174 966 1778 
66	707	561	6	894 1278 1423 1589 1736 1808 2235 2583 
67	953	472	5	137 2553 
68	343	227	3	363 657 1097 1821 2344 2627 
69	707	1390	7	841 894 1121 1183 1221 1265 1845 2579 
70	921	1099	9	1473 1993 2612 2803 
71	921	1316	10	774 1210 1656 2192 
72	953	1376	6	190 2258 
73	708	999	4	1341 1547 1854 
74	343	806	4	433 484 973 1242 2968 
75	708	407	5	524 1414 1940 
76	880	641	5	1707 1994 2571 
77	937	1018	1	384 1098 1185 2227 2711 
78	708	343	6	578 1265 2321 
79	880	619	7	1842 
80	953	828	7	1970 
81	953	838	8	1874 
82	707	1365	8	1 158 342 941 1140 1294 1931 2649 
83	343	359	5	176 573 674 1238 1978 2028 
84	880	953	8	1537 2194 2368 
85	937	233	2	451 1289 1428 2174 2590 
86	937	1308	3	590 1787 1861 2092 
87	919	1345	1	627 
88	937	162	4	865 1117 1264 2234 2870 
89	215	607	8	662 1378 1763 1774 2149 2542 2656 
90	708	563	7	146 765 2501 
91	708	630	8	1988 
92	708	1384	9	2322 2583 
93	919	1219	2	2126 
94	343	368	6	5 331 655 691 808 2240 
95	880	610	10	320 1111 1929 2114 
96	937	621	5	514 1674 1864 1887 2577 
97	343	1194	7	311 541 889 958 2732 2849 
98	937	817	6	65 2115 2576 2593 2913 
99	937	1132	7	1480 2184 2494 2680 
100	708	739	10	700 804 1258 
101	880	174	9	301 1351 1841 
102	215	275	9	964 1443 1805 2341 2817 
103	511	230	1	1127 1131 2162 
104	974	827	6	45 163 406 772 1175 2188 2456 2490 2702 
105	919	283	4	554 
