Students	3000
1	840 866 730 3488
2	2393 683 3312 1433
3	846 3304 753 1493
4	3400 1002 1029 1543
5	2943 3973 3807 834
6	1844 3296 713 2904
7	3479 850 319 3071
8	2270 182 300 3550
9	1081 1542 3391 57
10	3021 2749 3143 255
11	1866 1797 962 2846
12	494 2660 790 311
13	3996 3724 3202 178
14	3591 2860 1987 682
15	2300 98 741 2332
16	886 2894 2124 250
17	1006 2592 3571 2375
18	2337 3186 94 2436
19	3059 1901 2769 2746
20	3947 3531 2456 2680
21	2073 471 3715 2631
22	1364 2590 3847 2115
23	1646 1890 15 728
24	3162 1401 1706 1206
25	2607 3005 130 2767
26	2466 2664 704 1229
27	3678 3420 3485 1556
28	526 3022 3652 1140
29	3114 2305 1876 3325
30	2037 1597 3211 2764
31	85 2257 3043 3804
32	3197 2714 2381 128
33	2852 496 506 2733
34	1930 2051 1528 1422
35	262 2758 3144 2386
36	3154 1384 3630 2188
37	3630 989 1412 229
38	2643 1628 3453 262
39	1789 327 740 1963
40	2762 1077 513 371
41	879 3819 356 978
42	2234 3519 1993 3430
43	2402 961 1622 1640
44	2129 3356 170 243
45	157 2363 1950 2844
46	1343 1887 3461 3690
47	807 1724 473 925
48	1149 597 2837 1388
49	2209 3775 1840 1271
50	3724 1594 2153 455
51	2022 973 2887 1893
52	2113 2275 3863 3144
53	731 460 3379 1720
54	2667 819 585 1025
55	3854 167 630 3516
56	3794 3322 2188 1766
57	1980 927 538 2125
58	708 2166 3332 2728
59	2172 86 396 1098
60	2880 2630 3791 3224
61	371 1325 3833 808
62	3017 2839 1471 2677
63	1612 3280 3338 790
64	3659 779 1631 839
65	1191 23 3018 2317
66	1847 3444 1652 2832
67	3343 3599 1627 115
68	1835 3074 2595 3959
69	2587 2532 1330 2637
70	2442 23 2797 3092
71	2555 597 3315 2473
72	1380 2956 966 878
73	1959 1116 1035 224
74	1802 872 466 95
75	1291 1678 1759 2574
76	295 1885 2932 202
77	895 2410 1045 319
78	670 2744 3884 2446
79	3277 3774 2873 741
80	2185 2746 3641 3862
81	3800 1384 377 994
82	2162 1994 3663 2071
83	2382 3417 485 1064
84	3535 2886 3331 1987
85	2352 966 2219 2383
86	3411 1265 1213 2402
87	1349 1005 3046 1320
88	3571 1838 2041 824
89	2921 1665 2351 1546
90	3622 1273 3881 1091
91	2450 2107 3972 3651
92	606 3814 1424 3922
93	3107 2518 2720 435
94	927 286 2820 1961
95	683 3637 875 3920
96	3755 63 3175 3777
97	523 3685 3902 3393
98	3434 862 3599 3897
99	3174 1704 1957 2722
100	1912 1140 2587 2144
101	1966 2027 3237 1653
102	859 438 590 3379
103	3411 2996 2823 1991
104	883 2196 756 2216
105	2129 3991 2388 3296
106	126 3331 3123 354
107	3960 2500 1986 158
108	554 1347 3953 871
109	1974 1131 1112 99
110	1335 743 2440 2168
111	2288 3405 332 3815
112	1007 207 3663 2202
113	1924 2591 2978 3749
114	3482 2345 1464 1235
115	3356 2 2793 2839
116	3442 661 3829 2516
117	2008 3885 3824 866
118	2325 11 2387 3174
119	3601 1417 1525 920
120	832 965 2799 2021
121	2102 291 2704 1286
122	3787 1294 106 3091
123	3965 3007 819 2468
124	2170 3231 2499 3390
125	396 2202 98 3058
126	1278 3202 2515 732
127	2599 1239 1046 1820
128	3221 1400 2344 2421
129	1247 2742 1145 2620
130	2343 1878 3667 2193
131	2888 887 3873 1734
132	1657 3763 414 976
133	540 1000 2669 3585
134	3012 2736 829 900
135	1439 372 2039 1093
136	3472 1113 1389 1427
137	1710 1186 3759 2611
138	1248 648 3441 3559
139	1671 2074 1934 796
140	558 612 3781 2786
141	560 1051 678 3797
142	1882 757 2994 3775
143	3644 3443 270 1776
144	355 2441 3966 3741
145	2014 3903 3851 2059
146	2435 3491 1843 3053
147	1776 1743 1089 2098
148	1433 1321 3534 2795
149	955 1528 3713 944
150	2199 2353 3975 3875
151	3080 2245 389 1097
152	1925 3976 3471 2706
153	272 367 1178 3328
154	1987 79 3739 562
155	3565 711 2620 3507
156	687 2618 1698 3447
157	278 263 3486 2459
158	2928 1723 1562 2617
159	1446 3983 2332 1528
160	82 1536 3470 863
161	2619 103 3206 1793
162	1710 264 665 2259
163	2796 1525 1222 1790
164	274 2861 3152 1254
165	827 1704 3156 1076
166	646 3302 3785 2855
167	284 1717 3864 1171
168	3921 2589 905 3076
169	2658 241 2997 3126
170	3974 2428 1938 1934
171	2641 3763 370 408
172	3168 941 2768 1955
173	2346 2576 288 772
174	762 3839 219 3511
175	1496 1010 1263 1472
176	1822 132 1682 239
177	1927 3785 3739 397
178	3820 3787 2662 3407
179	3214 532 2820 3644
180	2597 3637 1951 3264
181	1756 1244 1457 3538
182	3010 1425 3184 274
183	2388 785 2147 2258
184	2330 20 2659 1563
185	1378 2573 3922 1009
186	333 2647 2615 2025
187	2618 2177 2259 3056
188	3046 3419 569 3198
189	882 782 2489 2977
190	3203 1478 834 2383
191	3221 2375 432 2110
192	3779 3750 2010 1437
193	1873 2948 1148 1467
194	1278 2614 2036 3229
195	3509 1179 2081 2264
196	3020 715 2269 3971
197	217 3740 342 2734
198	1253 1676 131 3484
199	1282 785 3445 2055
200	2699 698 4000 2869
201	3691 130 582 3964
202	3003 758 300 198
203	3169 274 3324 2055
204	1581 617 3185 1484
205	680 619 2635 1750
206	1457 1851 1720 570
207	1466 151 1166 2596
208	2976 3812 130 3507
209	3059 3291 2052 803
210	3611 1724 3478 584
211	1101 1760 3728 3828
212	2642 2055 2042 2374
213	3408 2047 805 345
214	3051 827 684 2992
215	1379 3407 3617 63
216	3785 2750 687 2232
217	3692 1329 3780 644
218	3393 3808 2798 309
219	2137 17 1945 1358
220	3034 1410 1643 2657
221	1552 662 918 1132
222	3024 2217 3197 1558
223	956 2152 387 292
224	289 480 2678 340
225	1350 3357 754 2578
226	2528 2973 1985 2449
227	1065 3224 889 2890
228	2333 592 3749 1937
229	2096 688 2113 2752
230	1204 3174 1066 3699
231	2589 720 304 3639
232	3095 3328 157 3288
233	3415 3878 3750 37
234	2049 829 3501 3197
235	2763 2282 219 1566
236	455 1564 3356 3204
237	3684 1225 683 450
238	1607 88 2159 722
239	3776 455 1237 3313
240	2486 2482 2943 1034
241	1476 2681 984 518
242	2075 2556 3673 2901
243	3861 941 3975 175
244	1017 1321 349 202
245	468 3238 1809 3463
246	49 1247 2732 1136
247	288 2187 55 3046
248	3414 946 1725 938
249	2933 1423 411 3149
250	3309 2790 2707 177
251	1905 1126 1342 232
252	2463 1321 2564 2377
253	1973 2248 923 3248
254	28 437 3640 60
255	1842 913 707 83
256	1257 3950 1560 3257
257	3623 2930 2661 74
258	1799 1458 3600 3109
259	2051 1472 2563 1388
260	2957 1375 2223 3404
261	2973 727 718 2537
262	2868 1512 437 2705
263	2299 2684 2460 3505
264	345 2809 1766 1207
265	3449 3190 2619 3673
266	2967 3561 1935 3521
267	3263 3056 3988 1161
268	1036 3978 3776 3296
269	1385 2196 1794 3210
270	2132 3904 1379 3937
271	2372 1683 2266 1881
272	1251 2244 196 3610
273	3037 2053 1642 1602
274	904 919 575 325
275	2028 339 269 1006
276	2040 3108 1118 2081
277	2176 1030 949 3012
278	297 3086 3300 1916
279	2854 3524 1276 2244
280	2844 1144 3913 2113
281	3399 2633 421 1670
282	929 1863 3240 1953
283	3599 3302 1687 706
284	293 3467 2212 3071
285	1294 1954 3109 3084
286	1700 3 3392 3818
287	2358 739 1491 2397
288	1114 792 248 990
289	2618 1418 2479 536
290	3415 2884 979 1865
291	2733 794 2631 3088
292	3063 180 3087 3692
293	3602 3262 899 330
294	3740 1435 871 1627
295	1575 2474 2556 2549
296	2754 2536 2248 3523
297	3547 3075 2311 2240
298	2877 230 1533 1132
299	3964 3081 3205 3077
300	2280 944 1241 3911
301	837 1718 3850 2611
302	358 1332 2531 11
303	44 393 695 2278
304	3519 918 2527 954
305	2519 1964 170 563
306	335 3464 3583 104
307	3379 1592 1986 3068
308	19 636 2428 2226
309	3583 1176 3258 763
310	3774 1088 2197 2277
311	3443 774 3781 819
312	1339 2255 1490 2023
313	1083 355 1483 3204
314	2928 964 1896 1145
315	1916 3874 1920 634
316	1756 2365 2829 1239
317	1255 2892 2667 3450
318	2490 2776 56 400
319	3392 818 556 2683
320	2207 2674 3959 1080
321	2744 1342 2918 3802
322	809 3390 1358 461
323	175 1752 3352 2558
324	3380 2989 629 815
325	108 3551 12 838
326	1564 1338 3890 3133
327	3771 3156 1984 2607
328	823 3594 2187 2777
329	724 2470 3083 3773
330	3292 3092 1896 2991
331	745 2687 2206 3193
332	1978 1071 2972 804
333	1247 2982 3383 3103
334	3145 1717 2197 190
