Course	Room	Teacher	Time	Students
1	350	50	5	56 153 236 767 801 1013 1244 1299 1489 1710 1919 2241 2259 2699 2741 2897 2923 
2	986	136	9	89 331 553 555 780 891 1440 1552 1667 2107 2403 2772 
3	77	444	3	130 417 599 919 1350 1696 2013 2244 2346 2439 
4	986	80	10	32 159 162 479 500 578 896 1356 1983 2594 2844 2874 
5	574	138	9	121 376 930 1090 1587 2089 2204 2352 2506 2608 2682 2692 2956 
6	574	464	10	103 1432 1451 1503 1598 1904 2030 2040 2112 2624 2890 2922 2958 
7	77	57	4	227 255 397 454 704 1793 2133 2622 2679 2898 
8	11	216	1	58 347 361 618 1244 1501 1564 1834 2274 2401 2433 2526 2882 
9	546	189	3	261 409 465 658 742 826 1139 1983 2172 2246 2277 2284 2493 2672 2680 2704 
10	55	382	3	159 364 725 967 1109 2213 
11	77	426	5	304 834 896 996 1290 1895 2097 2193 2210 2296 2813 
12	11	479	2	232 533 927 1165 1414 1582 1719 1750 2147 2360 2657 2772 2931 
13	77	366	6	247 913 1171 1180 1498 1611 1788 1801 2492 2691 2873 
14	11	261	3	1 250 357 402 655 679 914 1050 1073 2206 2608 2705 2723 
15	73	253	1	279 1088 1241 1499 1632 1984 2160 2431 2645 2786 2961 
16	786	308	10	1152 1210 1254 1434 1693 2475 
17	175	138	1	295 986 1362 1637 2320 2666 2787 2792 
18	77	209	7	95 1058 1116 1737 1871 1987 2311 2511 2522 
19	175	441	2	369 525 931 995 1091 1465 1918 2409 
20	51	483	2	224 657 659 1652 2595 
21	11	336	4	520 821 974 1162 1310 1330 1829 2047 2263 2445 2890 2994 
22	77	419	8	235 607 778 1700 1990 2129 2927 2954 
23	301	27	9	81 226 507 1287 1399 1633 1748 2535 2629 
24	359	301	3	135 535 561 576 1167 
25	674	457	1	328 2186 
26	706	219	7	815 1841 1887 2337 
27	55	212	4	676 937 954 1028 1823 2360 2558 2706 2926 
28	51	296	3	1078 1277 1634 1976 
29	77	132	9	17 496 1400 1662 1747 2348 2376 2531 2703 
30	301	204	10	148 915 1180 1734 1962 2121 2562 2705 
31	706	169	8	1448 1642 2146 2740 2800 
32	55	255	5	916 946 1082 1191 2520 2793 
33	77	182	10	33 490 847 1182 1370 1493 1948 2009 2036 2273 2826 
34	546	302	4	182 305 344 650 750 1013 1378 1721 1795 1981 2085 2444 2752 2840 2969 
35	280	439	1	123 140 246 1050 1413 1674 2634 2730 2735 2738 2753 
36	73	399	2	170 280 982 1291 1324 1853 1861 2457 2526 2539 2761 
37	55	289	6	318 333 621 824 1153 1484 2152 2644 
38	36	175	1	432 1613 1776 2481 2517 
39	797	451	4	117 141 210 420 436 580 675 1093 1153 1182 1228 1387 1510 1947 2166 2226 2305 2648 2944 
40	175	147	3	2 13 91 163 384 630 677 2839 
41	73	185	3	264 336 552 803 844 1325 1784 1937 2077 2151 2293 2546 
42	350	434	6	455 711 741 857 1268 1399 1793 2042 2189 2264 2305 2529 2573 2694 2829 2871 
43	36	274	2	43 227 587 606 623 962 1335 1707 2207 
44	51	30	4	728 1556 1782 2007 2021 2175 
45	175	130	4	43 149 317 1056 1246 2543 2544 
46	55	366	7	1299 1647 1700 1890 2223 2335 2416 
47	36	355	3	520 830 1904 2111 2374 2988 
48	36	247	4	70 213 216 1037 1593 1822 1844 2016 2155 2364 
49	36	140	5	479 500 823 1079 1094 1557 2060 2394 2846 
50	359	281	5	422 562 583 1231 1430 2985 
51	175	443	5	504 728 1163 1175 2339 2375 2933 
52	11	23	5	187 381 408 746 791 1076 1160 2108 2205 2495 2560 2734 2819 
53	530	155	5	11 213 275 405 484 792 885 1272 1274 1323 1403 1532 1658 1920 2358 2511 2628 
54	103	289	2	94 162 287 426 453 953 1021 1023 1468 1629 2002 2336 2732 2779 2781 
55	546	410	5	262 266 318 348 545 777 804 1320 1370 1500 1607 1683 2071 2412 2833 2843 
56	73	438	4	118 363 548 886 1226 1575 1622 1689 1926 2041 2142 2156 2932 
57	36	129	6	308 410 425 914 1167 1594 2512 2606 2955 
58	359	375	6	503 1771 2739 
59	11	219	6	697 744 1162 1343 1724 1738 1851 2089 2198 2470 2498 2779 
60	706	86	9	600 2300 
61	359	479	7	207 232 1257 1740 1779 2051 2563 
62	280	128	2	222 296 1049 1328 1610 2056 2454 2472 2878 
63	51	352	5	1139 1345 1721 2219 2637 
64	674	393	2	906 950 1264 2110 
65	546	345	6	31 454 629 681 995 1060 1147 1566 1789 1884 2232 2273 2436 2516 2598 2661 
66	546	110	8	119 653 1272 1332 1424 1540 1729 1792 1839 1863 1911 1993 2058 2240 2538 2947 
67	175	270	6	26 28 185 329 746 849 904 2236 
68	280	116	3	644 696 1118 2034 2307 2442 2631 2727 2894 
69	280	14	4	132 277 731 1067 1258 2338 2510 2844 
70	546	9	7	273 635 677 920 1005 1084 1168 1386 1407 1973 2108 2308 2359 2598 2763 2816 
71	55	30	8	571 582 638 1921 2222 2442 2562 2870 2984 
72	280	381	5	50 632 978 1006 1281 1975 2072 2166 2167 2443 2609 
73	175	435	7	76 368 1057 1705 1811 1848 2198 
74	11	373	7	99 570 672 951 1077 2033 2220 2243 2498 2715 2724 2856 
75	73	98	5	161 686 706 718 900 1300 1592 1706 2065 2421 2783 2892 
76	11	9	8	56 65 81 297 414 482 560 627 992 1040 1349 1403 1776 
77	55	225	9	662 1211 1949 2699 2745 
78	11	16	9	497 702 798 880 956 1152 1463 1819 2062 2190 2315 2488 2840 
79	103	257	3	126 325 538 984 1090 1116 1228 1365 1726 1897 2221 2333 2487 2703 
80	55	380	10	249 566 868 1213 1311 2235 2604 
81	546	327	9	261 279 332 341 345 899 909 1146 1298 1570 1920 1942 2112 2656 2712 2751 
