Students	3000
1	372 84 14 282
2	40 590 701 860
3	652 640 513 632
4	352 868 451 382
5	520 254 328 583
6	503 158 133 304
7	573 406 490 669
8	921 947 662 351
9	97 332 413 678
10	863 450 208 726
11	193 700 611 53
12	952 94 135 854
13	224 411 544 40
14	872 726 747 680
15	643 714 583 224
16	249 554 220 860
17	645 987 682 29
18	149 703 414 836
19	773 400 516 503
20	835 329 506 951
21	548 144 498 425
22	360 416 739 239
23	437 106 333 358
24	360 749 914 483
25	981 625 483 790
26	915 67 638 444
27	726 485 203 895
28	671 67 768 921
29	633 380 608 787
30	524 749 928 436
31	65 889 584 339
32	4 598 449 895
33	33 425 198 803
34	211 193 602 531
35	336 709 682 459
36	531 178 532 801
37	443 84 990 503
38	634 936 857 679
39	419 358 391 208
40	225 949 525 968
41	984 958 544 165
42	806 551 133 829
43	845 867 43 45
44	281 754 585 716
45	765 198 462 927
46	571 830 670 311
47	430 292 518 682
48	542 649 851 840
49	85 905 100 288
50	428 72 335 376
51	87 387 540 255
52	678 315 264 328
53	947 760 713 499
54	547 864 713 355
55	203 261 226 141
56	76 371 1 365
57	462 195 238 681
58	85 8 739 82
59	250 965 201 917
60	656 881 920 899
61	697 131 813 138
62	476 348 532 538
63	223 844 206 117
64	551 616 467 428
65	76 976 926 938
66	551 921 824 271
67	758 486 379 294
68	405 992 641 846
69	786 791 136 134
70	532 506 48 317
71	929 624 383 633
72	945 460 885 802
73	607 226 370 255
74	673 96 552 353
75	624 469 141 988
76	73 160 378 335
77	306 103 895 710
78	221 444 653 285
79	626 386 306 218
80	292 816 809 729
81	76 968 23 917
82	717 181 917 121
83	910 62 320 307
84	959 115 783 996
85	855 624 603 406
86	953 239 461 694
87	561 441 46 981
88	598 738 920 505
89	847 817 154 2
90	217 833 923 895
91	297 771 442 40
92	558 415 943 553
93	840 521 764 428
94	739 499 54 340
95	782 305 18 882
96	526 643 312 906
97	130 518 109 930
98	463 960 90 605
99	193 489 74 941
100	665 938 192 597
101	157 206 217 767
102	557 796 339 472
103	752 696 952 6
104	403 754 821 521
105	175 838 822 674
106	297 204 647 819
107	174 823 781 656
108	131 443 568 605
109	531 620 446 628
110	212 322 688 78
111	246 317 467 272
112	343 893 238 590
113	398 373 543 538
114	657 895 234 417
115	981 453 915 351
116	975 716 418 717
117	39 686 347 681
118	180 271 841 56
119	66 919 706 98
120	974 117 925 842
121	928 767 265 5
122	353 983 631 381
123	562 35 742 522
124	358 823 643 769
125	315 416 945 628
126	942 438 79 758
127	45 162 570 493
128	290 704 319 841
129	77 835 367 145
130	578 434 3 220
131	671 130 398 505
132	932 956 91 69
133	915 182 581 583
134	306 547 166 420
135	854 743 24 98
136	108 988 834 334
137	246 104 955 97
138	668 607 167 525
139	514 673 173 172
140	35 378 591 445
141	373 645 39 771
142	215 796 564 958
143	117 326 986 667
144	642 538 660 103
145	746 259 416 106
146	587 99 376 143
147	944 475 632 319
148	261 964 135 30
149	425 845 146 45
150	552 128 417 662
151	315 748 304 488
152	687 189 946 824
153	49 1 677 643
154	663 564 123 497
155	711 264 68 249
156	894 844 703 309
157	911 950 320 715
158	417 723 799 250
159	4 10 311 250
160	922 418 893 422
161	966 811 671 75
162	54 4 466 517
163	262 752 784 40
164	696 640 233 920
165	851 169 577 196
166	411 215 735 813
167	821 558 459 844
168	818 567 227 440
169	252 133 512 410
170	453 36 371 715
171	590 251 709 12
172	567 799 233 706
