Course	Room	Teacher	Time	Students
1	246	415	9	
2	246	694	10	2038 
3	74	813	5	426 793 833 1655 1867 
4	529	969	10	525 1422 1465 1815 
5	533	2463	1	810 1597 2023 
6	533	2273	2	857 1744 2789 2910 
7	921	1540	2	1067 1241 1608 
8	533	1396	3	152 1039 1834 2720 
9	490	2124	1	568 
10	490	194	2	
11	490	477	3	
12	490	1102	4	2836 
13	490	743	5	2726 
14	466	2142	6	2470 2941 
15	921	763	3	480 919 2749 
16	533	17	4	213 1262 2733 2775 
17	533	239	5	1149 2048 2170 2849 
18	466	1982	7	68 264 
19	533	281	6	103 1196 2033 2711 
20	74	1760	6	1246 1660 1692 1718 2777 
21	466	2243	8	930 2031 
22	533	1862	7	670 1139 1922 2407 
23	533	692	8	352 2193 2441 
24	466	1840	9	1845 2127 
25	466	1330	10	95 179 
26	358	1835	1	256 2457 
27	358	1960	2	1050 1463 
28	490	2491	6	1706 
29	490	563	7	34 
30	533	624	9	1399 1472 2135 
31	490	560	8	2590 
32	358	897	3	1774 
33	490	36	9	
34	490	1005	10	146 
35	207	318	1	
36	207	617	2	1645 
37	339	2159	10	
38	207	1044	3	669 
39	207	933	4	1734 
40	358	1269	4	1100 2924 
41	358	1786	5	1365 
42	207	284	6	2284 
43	533	1954	10	155 981 2121 2400 
44	358	2261	6	221 798 
45	921	1134	4	1565 2560 
46	358	1083	7	2655 2870 
47	744	953	1	163 595 647 2131 
48	744	1053	2	1373 1487 2084 2742 
49	207	407	5	1796 
50	358	2429	8	1659 1955 
51	358	1656	9	556 1567 
52	921	2101	5	2323 2507 
53	921	1155	6	339 710 811 
54	477	1895	1	
55	921	449	7	646 2810 
56	358	449	10	2574 
57	207	843	7	2304 
58	921	1879	8	2229 2471 2945 
59	474	2387	1	1912 2197 
60	477	2130	2	
61	921	2010	9	120 1774 2250 
62	474	1089	2	930 2374 
63	474	562	3	734 
64	474	972	4	1539 1981 
65	474	1705	5	1073 1157 
66	921	412	10	974 1099 
67	207	1558	8	1282 
