Students	3000
1	1195 2986 2970 3580
2	3081 958 4306 4289
3	3196 2228 1256 4046
4	1129 4395 660 3658
5	2283 258 1219 490
6	2977 4968 993 1360
7	1074 1321 3842 712
8	2956 1299 541 1031
9	2479 4420 721 2152
10	315 1318 2453 4886
11	2342 2374 2023 4046
12	427 1648 191 3105
13	3353 4163 4860 472
14	4976 2733 1056 1358
15	2067 2708 1401 3865
16	4168 4679 741 2795
17	4072 328 3345 630
18	1936 3302 1520 603
19	1302 4260 3687 4070
20	1367 3019 3840 756
21	255 45 3072 4721
22	2076 3013 2874 2147
23	390 1029 1398 4540
24	4069 600 2851 2662
25	3312 2965 777 4140
26	3692 827 2770 95
27	437 3466 3363 1388
28	1651 4102 2462 1024
29	4703 2093 2087 256
30	713 4122 2838 3882
31	557 2952 3795 755
32	1616 1412 3518 4528
33	880 3008 2866 4171
34	4939 3585 29 3513
35	4740 753 3938 2557
36	4147 1788 1163 4144
37	852 1468 4973 2638
38	814 3895 124 4154
39	3425 2102 1533 1878
40	2054 3702 586 1478
41	4611 686 4809 3403
42	2534 1766 862 1187
43	1148 2298 4611 1924
44	4045 2544 952 1116
45	1892 796 4301 4560
46	4511 4188 3378 3091
47	2845 2972 2371 3709
48	462 1673 4332 4951
49	1986 4264 173 3686
50	2491 956 1887 766
51	2663 2912 2141 3913
52	1908 1498 2687 2718
53	1576 2281 3660 3833
54	3854 1798 2808 3161
55	384 4081 2680 3579
56	2418 2560 2242 4240
57	3826 3397 4023 4661
58	1882 4711 768 316
59	1793 4750 325 1571
60	85 4818 799 113
61	3193 1920 512 3270
62	32 3312 184 1189
63	610 2857 727 2977
64	4300 1597 4815 3822
65	1675 4847 3641 529
66	3497 2305 2352 4874
67	810 4010 200 3882
68	18 2901 4308 4530
69	3486 2345 2908 4960
70	1595 1383 4251 76
71	4446 4770 1918 182
72	713 4048 4907 1019
73	1367 3060 4350 2460
74	760 4155 1481 3958
75	1321 3112 3466 4362
76	2920 1851 2618 3532
77	4004 1763 2539 1439
78	4184 4928 4053 2722
79	3090 4199 3521 430
80	1545 1770 3110 1495
81	293 3109 2926 4148
82	389 2421 4949 2535
83	663 879 1627 3410
84	1331 773 3604 1363
85	2399 1525 1639 1260
86	4258 756 2662 667
87	4996 4535 1361 1091
88	1154 1842 1664 80
89	857 3499 1121 3013
90	324 4287 135 2950
91	2605 3193 3361 1940
92	4057 2348 1475 879
93	1168 4793 1243 1446
94	4335 4122 3823 4927
95	3431 25 986 4369
96	2179 4736 4405 4430
97	2624 1336 1767 4545
98	398 406 2783 302
99	4871 1648 2611 3774
100	1988 4232 1932 4558
101	1330 3835 3279 4347
102	2223 698 4009 1545
103	2094 1855 805 19
104	1487 4543 248 4020
105	651 2358 4992 2293
106	3264 1033 1447 3788
107	982 2686 4898 4307
108	2290 3732 2103 2097
109	3547 3419 4020 1393
110	1773 2485 2376 4345
111	1295 968 4700 587
112	742 3749 2709 1962
113	2526 3329 2029 998
114	3081 2331 1101 1499
115	3908 4729 4356 2948
116	3480 3304 2770 2087
117	4190 2832 1374 1230
118	2615 135 1147 2395
119	2212 126 1613 1665
120	4108 61 2954 2161
121	1584 4302 4115 372
122	4448 343 3400 1170
123	4042 786 3989 1819
124	3880 4336 374 269
125	3840 4008 3529 4765
126	1418 4210 3884 4674
127	1706 2699 4600 4673
128	576 2783 3892 4306
129	3819 3236 4004 2021
130	4096 155 1109 4394
131	3989 4062 1655 3232
132	948 1742 1313 1880
133	736 3265 1444 4594
134	2141 2862 4192 4453
135	206 710 1863 4651
136	3428 1245 2795 4182
137	988 484 2561 2012
138	2828 2722 4187 1787
139	2670 4047 4267 3434
140	3987 1849 1019 567
141	1658 4162 2683 1330
142	2788 3438 2315 874
143	159 4599 2250 578
144	4318 2782 4962 1826
145	2410 639 2961 1585
146	224 1878 34 1615
147	1240 599 2720 118
148	2739 1091 320 1399
149	2761 3966 4100 4326
150	1177 515 2151 244
151	2545 2241 2733 708
152	4494 2762 908 8
153	2946 4248 4991 3507
154	4585 4019 397 4372
155	3333 3506 43 1208
156	4348 3003 1595 449
157	2842 1232 877 4291
158	2202 2857 1179 4529
159	3965 4690 355 421
160	642 4167 4599 544
161	4684 1884 1937 1578
162	645 2959 2436 820
163	2107 47 264 2414
164	1214 1008 2204 3465
165	1548 1998 4399 298
166	4107 1800 791 4560
167	1786 1173 1149 106
168	2858 4226 213 948
169	4803 3087 2582 772
170	2528 2467 1451 988
171	1623 3037 512 1046
172	2213 4520 2709 1116
173	35 2092 1483 3692
174	1254 3557 4535 446
175	4861 809 3532 548
176	2255 593 4938 3905
177	2137 2664 791 527
178	4462 3973 2771 1617
179	25 1857 3826 3617
180	4804 828 2379 3330
181	1557 3051 2456 1390
182	907 2960 1771 1691
183	2308 3582 3672 3346
184	692 4581 315 2085
185	4924 1853 199 3684
186	1747 1960 297 4577
187	2046 3975 202 4695
188	518 302 4482 205
189	4506 4159 577 1071
190	1512 1119 4236 4519
191	2860 3036 323 3844
192	138 3948 4600 787
193	2254 1853 1499 3559
194	4476 4522 4210 3729
195	3329 4459 3352 4537
196	1313 2382 3857 2005
197	381 3088 307 770
198	4984 4505 3016 3908
199	2282 3220 1641 4087
200	4159 2727 3671 910
201	1702 2213 4818 1675
202	1510 1600 341 2752
203	4061 971 685 2990
204	4323 4876 4276 743
205	4217 2663 1930 360
206	492 2970 3435 2829
207	1350 2369 1463 3291
208	4039 613 2973 4766
209	652 1589 4703 3621
210	2209 3398 3695 1420
211	4425 1756 4023 2162
212	2474 4061 3090 835
213	4935 1236 16 2427
214	2260 4179 343 1194
215	1903 816 2566 3337
216	2028 4401 2987 2213
217	3819 3359 195 571
218	3413 1473 3641 2841
219	4371 4114 3525 356
220	3489 3081 657 1349
221	3148 4169 3238 44
222	3860 1980 1331 2006
223	3453 654 4396 1779
224	4217 3967 747 4629
225	4456 3606 2508 3940
226	4180 4995 3257 4155
227	199 863 2339 4787
228	4759 1141 2063 2323
229	3904 3938 3034 3940
230	1514 1189 337 2225
231	2868 4626 2769 4880
232	546 309 4881 4216
233	1754 3964 2796 683
234	777 4692 343 3181
235	463 2290 4483 553
236	1608 1016 3618 2678
237	1867 1344 3614 1559
238	3901 1311 4176 831
239	4620 1759 4043 3161
240	4436 3137 1695 1134
241	1936 1820 2531 1745
242	4427 1966 2580 3527
243	3687 1092 3439 3386
244	1427 2343 1645 2203
245	1443 343 816 516
246	964 1677 4476 1602
247	4099 2236 1272 1970
248	4554 505 4789 968
249	540 392 3964 1148
250	4303 682 4369 660
251	399 2799 3975 3669
252	1187 3230 1049 128
253	4349 3982 2316 3948
254	4226 515 2520 3094
255	1491 4002 4817 4571
256	1206 3008 706 26
257	3391 1157 3197 3229
258	3286 4138 2811 1422
259	1986 4196 4689 4227
260	837 2653 1176 2773
261	2118 3956 1675 261
262	1105 442 4508 3331
263	3727 3614 4944 257
264	4856 18 3121 974
265	3773 1154 3343 520
266	3967 4712 359 4516
267	3854 2220 3773 4375
268	75 1164 1454 2787
269	1051 1271 3739 4766
270	737 2883 4716 1701
271	1993 3826 3888 4976
272	4277 476 3064 1297
273	3282 2640 289 4768
274	2410 3673 1626 4438
275	421 857 506 2752
276	1000 2391 4319 2461
277	2107 529 3893 714
278	3799 3916 4078 557
279	2313 412 4890 1978
