Class Times	10
Rooms	1000
1	28
2	785
3	169
4	114
5	441
6	528
7	880
8	689
9	642
10	275
11	309
12	359
13	832
14	528
15	902
16	998
17	262
18	584
19	574
20	486
21	26
22	913
23	676
24	127
25	189
26	824
27	972
28	399
29	502
30	571
31	751
32	298
33	195
34	108
35	941
36	10
37	528
38	766
39	396
40	383
41	878
42	738
43	742
44	528
45	666
46	133
47	326
48	617
49	169
50	605
51	590
52	970
53	544
54	346
55	580
56	119
57	924
58	517
59	266
60	726
61	970
62	431
63	957
64	130
65	987
66	408
67	632
68	894
69	811
70	502
71	356
72	995
73	897
74	994
75	858
76	345
77	876
78	69
79	293
80	586
81	904
82	972
83	962
84	44
85	173
86	689
87	227
88	807
89	748
90	276
91	97
92	752
93	467
94	478
95	362
96	42
97	485
98	911
99	104
100	872
101	93
102	110
103	342
104	866
105	669
106	26
107	992
108	552
109	242
110	462
111	715
112	989
113	665
114	987
115	368
116	242
117	866
118	714
119	976
120	752
121	664
122	591
123	168
124	176
125	491
126	479
127	793
128	193
129	364
130	648
131	173
132	234
133	656
134	161
135	272
136	385
137	832
138	348
139	922
140	174
141	124
142	912
143	291
144	109
145	276
146	620
147	259
148	220
149	826
150	695
151	413
152	870
153	721
154	43
155	250
156	573
157	995
158	630
159	370
160	800
161	868
162	590
163	204
164	471
165	448
166	748
167	941
168	776
169	227
170	286
171	171
172	28
173	278
174	374
175	922
176	800
177	712
178	44
179	568
180	290
181	788
182	666
183	805
184	612
185	905
186	393
187	866
188	621
189	194
190	922
191	207
192	26
193	515
194	699
195	465
196	621
197	204
198	765
199	209
200	757
201	761
202	111
203	691
204	694
205	317
206	93
207	483
208	10
209	649
210	280
211	420
212	577
213	714
214	834
215	583
216	174
217	687
218	35
219	692
220	901
221	280
222	814
223	703
224	992
225	29
226	333
227	821
228	318
229	253
230	579
231	198
232	467
233	281
234	761
235	575
236	397
237	388
238	150
239	188
240	545
241	468
242	507
243	376
244	191
245	294
246	709
247	49
248	329
249	695
250	76
251	67
252	931
253	716
254	718
255	795
256	701
257	105
258	506
259	220
260	169
261	372
262	703
263	245
264	298
265	691
266	575
267	71
268	225
269	573
270	51
271	303
272	39
273	335
274	453
275	770
276	890
277	764
278	394
279	12
280	380
281	71
282	775
283	219
284	810
285	393
286	809
287	661
288	956
289	424
290	586
291	435
292	911
293	222
294	886
295	860
296	70
297	124
298	457
299	583
300	353
301	491
302	855
303	562
304	189
305	777
306	429
307	590
308	887
309	610
310	584
311	791
312	657
313	908
314	698
315	692
316	56
317	252
318	662
319	454
320	203
321	427
322	815
323	701
324	886
325	855
326	148
327	362
328	31
329	354
330	131
331	146
332	621
333	591
334	440
335	811
336	132
337	308
338	515
339	366
340	60
341	523
342	776
343	84
344	171
345	448
346	89
347	409
348	67
349	894
350	176
351	512
352	429
353	353
354	246
355	572
356	220
357	849
358	220
359	547
360	226
361	244
362	829
363	696
364	50
365	679
366	228
367	401
368	175
369	499
370	354
371	659
372	267
373	259
374	140
375	116
376	789
377	256
378	39
379	887
380	797
381	665
382	330
383	555
384	934
385	70
386	509
387	593
388	348
389	455
390	999
391	89
392	703
393	472
394	69
395	923
396	710
397	136
398	83
399	793
400	559
401	178
402	73
403	596
404	231
405	776
406	559
407	785
408	622
409	192
410	917
411	223
412	67
413	607
414	279
415	372
416	228
417	149
418	50
419	308
420	342
421	373
422	412
423	923
424	85
425	242
426	790
427	916
428	613
429	322
430	708
