Students	3000
1	4464 2041 3466 1280
2	4542 3678 4961 5516
3	3194 5182 760 684
4	5118 5613 4013 1478
5	2834 2121 5294 612
6	2956 1954 5251 2095
7	968 4388 2592 5833
8	269 746 5270 4851
9	1929 3310 4312 3237
10	3265 2738 5851 320
11	724 1476 5783 5334
12	1585 3017 4377 2679
13	4655 4858 842 1584
14	3476 5641 2386 259
15	5844 3728 2117 2053
16	2845 1824 5946 1497
17	2546 4198 5600 3888
18	1429 1371 329 1886
19	4113 4336 4805 3037
20	3560 3687 2958 2638
21	1548 3359 3868 1445
22	4515 4663 4831 1861
23	4926 5432 4757 1829
24	4027 3256 5468 50
25	2411 4998 1228 3790
26	420 461 2015 3665
27	1314 4463 5326 4752
28	3812 5713 5399 1444
29	5470 1377 1067 2781
30	1064 3540 1346 5921
31	5291 4961 4505 1914
32	2549 4524 1747 5396
33	3075 3074 5570 4082
34	3371 1233 132 1298
35	572 273 5019 1166
36	3475 5946 2041 511
37	2464 5739 1406 2035
38	24 454 2775 1840
39	157 297 2284 4764
40	3567 1236 1385 262
41	3332 4705 824 3417
42	858 5696 823 106
43	1832 4787 3689 1973
44	3716 4978 1935 2646
45	5877 744 363 3079
46	3019 2179 1440 4977
47	2087 2275 2164 4352
48	1804 3471 5126 5238
49	606 1792 2892 1939
50	5571 1827 1363 4505
51	2487 3160 2494 1966
52	5107 599 500 3790
53	654 2929 4190 3352
54	3663 1266 2930 3658
55	4024 3041 2343 2276
56	3903 2111 467 5983
57	4912 433 2775 3316
58	935 2498 2277 4350
59	4456 1812 5443 2923
60	5705 2754 3828 3438
61	3722 1204 3197 3539
62	2292 2464 1284 603
63	3171 1617 1914 3183
64	2991 168 411 2618
65	2413 2366 2499 5829
66	4699 3141 347 3214
67	1602 4181 2173 4305
68	853 993 4638 738
69	3463 1353 5064 1820
70	5155 5384 2582 1800
71	696 5594 2396 4492
72	4453 4103 5373 4285
73	3550 2280 4558 3518
74	4479 5163 1525 1587
75	4488 97 989 1760
76	5681 1407 2882 3281
77	3267 3906 5171 5659
78	5068 406 3927 3796
79	4280 5926 1039 1419
80	3922 2138 5234 1899
81	4775 3992 5884 377
82	2271 96 2736 4017
83	3463 1766 1187 2422
84	1327 4064 1995 3552
85	4174 2368 4955 4160
86	527 4828 2826 419
87	498 5864 2909 4313
88	4476 4557 536 69
89	4853 4490 5344 4608
90	2916 1492 5592 5171
91	5086 3377 3643 30
92	5861 1931 1795 4076
93	1603 4828 3291 5967
94	2278 4258 3972 5939
95	2040 4982 740 5294
96	4043 5004 3837 3206
97	762 2846 3749 5932
98	3531 1562 4992 5830
99	892 5324 2684 2835
100	2928 4290 3032 4239
101	5166 3926 5892 1728
102	359 245 2424 1645
103	4760 1343 3561 5191
104	4023 3769 207 809
105	2176 995 5401 4943
106	4901 5553 3628 1812
107	3484 4046 4220 3324
108	1096 3649 2585 5783
109	565 193 1741 4109
110	2594 5156 185 862
111	1571 2766 3098 1796
112	119 67 1872 2927
113	1526 5377 150 1534
114	5829 2873 1385 2825
115	2966 4480 1165 744
116	4913 3140 306 3990
117	581 3752 5533 361
118	3548 5292 5176 1396
119	2167 2218 951 2408
120	374 4311 2014 2806
121	4661 2458 986 5363
122	1451 3949 4643 254
123	2716 4139 5117 1430
124	2687 5414 2516 3542
125	2141 5393 1156 447
126	947 3252 3615 2401
127	1587 4319 3535 3695
128	1430 1378 4706 1711
129	5083 1101 2145 5380
130	506 1839 4477 869
131	5487 5801 5321 5938
132	3960 2025 1145 2055
133	2482 4008 5181 3716
134	2556 4530 4784 4689
135	2609 3972 5809 1855
136	3983 5860 2011 2931
137	773 822 4744 3412
138	4574 5576 4750 3470
139	846 1817 1900 3985
140	3706 2309 3527 4302
141	5385 3403 1388 1144
142	2521 5362 5207 3458
143	4991 4099 2767 76
144	4466 2318 3219 1962
145	2603 2899 4939 793
146	270 4260 1115 5457
147	4957 5034 2363 4194
148	2237 2752 1832 4109
149	2516 5465 1307 4114
150	2170 2810 1216 454
151	531 3500 1705 4313
152	1924 1519 5235 5873
153	1334 1355 1603 1058
154	3402 2891 3904 337
155	5686 3343 2384 5635
156	5814 1852 5161 2937
157	4830 2707 5784 762
158	271 93 4919 2564
159	979 5835 2267 4361
160	5119 5672 3115 844
161	4197 4809 2531 1685
162	2083 941 5923 5149
163	2055 2834 1856 4186
164	4977 3473 5277 2133
165	1079 3173 2574 4878
166	3758 4159 570 3837
167	5778 4709 1256 3233
168	831 5648 1753 2892
169	64 2191 2169 1900
170	5818 673 142 830
171	3024 573 5219 684
172	5578 5691 4991 1875
173	2397 713 2952 2350
174	1916 494 333 1936
175	2639 1889 1224 1846
176	377 1203 1715 2773
177	203 1323 5861 5526
178	5536 201 2286 4504
179	611 3999 3057 1889
180	1535 2134 4197 3782
181	1974 1629 354 2180
182	3024 4177 4445 4018
183	3954 1629 1836 2010
184	5343 5186 4219 62
185	1617 5376 1627 3894
186	3593 4289 3324 704
187	4349 3932 3974 5251
188	287 4811 548 2218
189	2813 2679 4036 3037
190	4458 4184 777 1042
191	2048 2113 1002 724
192	3517 4736 2267 3417
193	1975 2181 2456 1810
194	2733 1894 4849 4519
195	2078 202 5744 480
196	1967 1433 1793 3261
197	2576 1453 756 4379
198	1262 1917 798 3515
199	2261 5019 2788 2770
200	4046 2481 2925 20
201	3119 5417 132 5568
202	5010 3455 2373 1678
203	74 4897 4723 2924
204	1278 231 4750 2365
205	4517 124 3486 5122
206	175 2997 933 3657
207	4873 4201 5096 619
208	796 2723 5747 5196
209	169 665 1576 25
210	5671 2917 3500 2559
211	1510 2222 4553 1746
212	3092 3263 3932 1694
213	3493 5549 4140 4865
214	117 1278 4318 5002
215	4857 4478 126 2641
216	4921 5614 355 3215
217	1202 3323 711 1733
218	3000 5503 16 3126
219	4262 5983 3124 5913
220	747 1209 2826 4137
221	4075 4756 1330 4669
222	2139 119 3958 2428
223	473 1553 2595 4614
224	5650 329 4160 4276
225	2528 3396 2861 5116
226	3121 4226 4863 5798
227	3036 1680 2813 4985
228	4064 4669 816 5003
229	1728 2782 4143 4397
230	3835 1892 2283 5613
231	1699 4045 751 3541
232	279 2226 5237 4658
233	543 4148 2656 4708
234	4769 4142 1023 1254
235	4849 4224 5006 3707
236	71 940 750 2397
237	2093 5890 2944 5597
238	5212 4727 4096 929
239	5495 4631 1138 2777
240	381 5004 5344 3071
241	1174 1626 2479 450
