Course	Room	Teacher	Time	Students
1	704	2979	6	97 2237 
2	536	613	9	
3	558	1168	8	1834 
4	704	3182	7	514 797 
5	558	2141	9	74 
6	558	4326	10	2692 
7	536	1259	10	
8	704	1195	8	1357 2144 
9	619	4136	2	
10	619	3287	1	
11	695	2532	1	326 2328 2917 
12	695	443	2	17 2394 2915 
13	619	3540	3	
14	144	780	1	683 
15	149	1844	9	728 1280 2035 2721 2783 
16	704	4244	9	1120 2353 
17	149	497	10	547 621 1102 2092 2264 
18	619	1517	4	
19	704	4472	10	1344 1993 
20	24	2878	1	222 2159 
21	695	4246	3	99 2465 2985 
22	619	2225	5	
23	24	65	2	595 2946 
24	144	3082	2	
25	695	1186	4	388 667 2820 
26	24	6	3	1224 2782 
27	144	2644	3	2910 
28	144	3140	4	1403 
29	144	4044	5	2807 
30	619	3105	7	
31	24	1236	5	2085 
32	144	2814	6	1621 
33	144	1717	7	
34	619	1336	6	
35	144	2032	8	305 
36	144	3301	9	2110 
37	144	3820	10	2808 
38	619	2504	8	
39	421	2995	1	812 
40	421	2417	2	1592 
41	619	3869	9	
42	695	3240	5	1847 1998 2355 
43	24	3206	4	191 1759 
44	421	470	3	
45	619	3271	10	
46	695	3169	6	360 1133 1282 
47	421	2503	4	
48	24	260	6	504 2015 
49	24	1613	7	2432 2955 
50	695	4166	7	780 1410 2603 
51	990	103	1	
52	24	3850	8	604 924 
53	990	215	2	
54	990	958	3	
55	24	1153	9	2629 
56	421	288	5	2063 
57	695	978	8	295 654 850 
58	695	1699	9	1701 2901 
59	24	59	10	977 1280 
60	990	2765	4	
61	421	491	6	1488 
62	990	4282	5	
63	421	4365	7	1257 
64	421	4496	8	
65	421	1364	9	1516 
66	421	3950	10	2454 
67	990	3372	6	
68	699	3743	1	1701 
69	990	4160	7	
70	699	1214	2	211 
71	699	2227	3	2462 
72	699	3191	4	1745 
73	699	1731	5	1331 
74	990	2760	8	
75	695	2756	10	1898 2140 2262 
76	990	1148	9	
77	990	2499	10	
78	193	2019	1	
79	815	249	1	1754 2149 2497 2838 
80	699	638	6	1076 
81	699	3359	7	1970 
82	117	3649	1	1144 
83	699	4478	8	1636 
84	117	3179	2	1700 2648 
85	117	3143	3	1838 2902 
86	193	3500	2	
87	699	1597	9	568 
88	528	342	1	45 914 1149 2060 2707 
89	193	3479	3	
90	699	3722	10	1988 
91	193	3963	4	
92	997	4243	1	2479 
93	997	2198	2	
94	997	1644	3	2049 
95	117	3565	4	2780 
96	672	4095	1	1626 2066 2516 
97	117	2982	5	1121 1860 
98	117	2327	6	1163 
99	997	3000	4	532 
100	193	2822	5	
101	193	2122	6	
102	672	3736	2	353 981 2540 
103	672	3578	3	431 1624 2707 
104	117	1851	7	704 1551 
105	672	1159	4	460 751 2299 
106	117	110	8	2970 
107	193	2565	7	
108	528	926	2	961 1389 2214 2563 2578 
109	117	2827	9	1187 
110	117	3753	10	999 1903 
111	672	1791	5	248 608 1850 
112	493	1150	1	810 2712 
113	815	1026	2	379 954 1607 2945 
114	997	3197	5	889 
115	193	2544	8	
116	493	3593	2	859 
117	997	590	6	603 
118	997	8	7	1100 
119	493	2311	3	316 
120	997	540	9	
121	997	2157	8	692 
122	193	3626	9	
123	997	418	10	498 
124	493	189	4	106 
125	815	1141	3	33 101 2283 2909 
126	193	757	10	
127	446	3721	1	
128	402	361	1	2083 
129	446	3213	2	
130	672	2275	6	26 723 1982 
131	493	3162	5	596 1289 
132	402	884	2	2883 
133	493	2118	6	65 1561 
134	402	120	3	
135	493	3979	7	873 2708 
136	402	292	4	2825 
137	402	2390	5	2992 
138	402	2948	6	2496 
139	402	1777	8	
140	493	3262	8	961 1653 
141	402	1506	7	2048 
142	446	960	3	
143	402	3324	9	2724 
144	402	736	10	266 
145	642	1426	1	2370 
146	493	3926	9	362 911 
147	642	2976	2	2506 
148	642	4428	3	1385 
149	642	642	4	1443 
150	672	2544	7	37 1715 2582 
151	446	2087	4	
152	642	2946	5	902 
153	493	1996	10	1394 
154	672	4256	8	157 390 2640 
155	701	619	1	14 
156	701	2826	2	519 
157	642	3473	6	393 
158	446	3607	6	
159	446	4311	5	
160	815	3260	4	214 876 1699 2656 
161	642	4384	7	551 
162	446	2720	8	
163	446	1509	7	
