Students	3000
1	2589 8864 1386 8781
2	2678 306 2322 2379
3	7927 2042 826 4148
4	7650 8451 6656 7839
5	164 6823 4375 7928
6	3279 5819 2006 8832
7	7561 4370 3271 2116
8	3278 4127 3361 8646
9	6839 5917 5295 4236
10	4184 4296 1783 8816
11	7900 6713 5527 8606
12	8177 756 987 5156
13	1644 8621 7092 6228
14	155 8989 8409 3632
15	5926 8642 4280 1893
16	7725 6160 823 8480
17	12 4071 8880 5810
18	756 3764 838 3985
19	5716 4942 5897 4563
20	4208 6328 5292 2570
21	1025 4932 4117 2490
22	1243 7328 3622 4407
23	7206 4890 2088 630
24	8024 1650 3806 8600
25	8248 4738 8208 2250
26	2198 130 6346 7087
27	6058 568 1542 564
28	779 8917 8072 7795
29	1979 3372 4906 678
30	8039 1682 8262 6279
31	5061 6004 3502 3984
32	4064 2968 7667 4005
33	3998 7642 125 7198
34	8815 3310 1571 8680
35	3810 3231 8523 7961
36	2924 8108 6932 5560
37	150 6145 5020 7507
38	5918 3593 5992 5448
39	7587 2559 1911 4161
40	6290 2691 469 5182
41	1334 846 6462 6553
42	610 8983 8591 2774
43	8670 3643 566 314
44	6888 4473 7820 3000
45	3743 88 3249 8659
46	1515 8370 6999 4159
47	3523 6160 4227 4713
48	1409 4631 2103 2942
49	7430 5945 8697 649
50	1462 4589 5478 1808
51	3568 5147 358 4724
52	8941 5579 1667 5053
53	2531 4134 3440 6051
54	2332 8132 4495 807
55	8506 7341 3155 8537
56	950 5944 2067 504
57	5727 2916 4579 1752
58	6796 8551 8737 2993
59	3386 8064 1420 5612
60	312 3343 3911 5356
61	6788 7677 5532 3679
62	6095 4330 8736 5662
63	6880 5485 7294 561
64	6188 6846 7373 331
65	2262 133 2200 370
66	4246 3212 1533 550
67	2478 5319 4067 7435
68	6734 8229 8427 6153
69	7654 2353 8305 525
70	4339 6237 1063 5725
71	549 7282 7581 1620
72	1939 7428 7110 4226
73	4681 2035 1035 3883
74	1793 5 171 3314
75	4488 2862 7944 8850
76	6102 797 4345 8696
77	7416 3731 1326 4032
78	4738 1908 1457 218
79	7391 7231 1551 24
80	1710 5063 2150 4174
81	1427 4961 431 7986
82	4905 7338 2351 8226
83	3976 6362 1650 817
84	7749 3102 6261 5660
85	7222 4410 4607 5643
86	4672 5122 2119 3196
87	4711 8662 7941 8318
88	4714 5916 5490 4448
89	8601 7642 4057 4452
90	1159 4700 1699 6197
91	5335 5697 7943 2136
92	827 4436 3349 7057
93	1723 7032 7472 3909
94	1527 2783 5569 8792
95	2257 8810 4123 6735
96	4252 1043 8754 7460
97	1 4851 6806 2707
98	1851 8502 1056 6853
99	2517 6722 21 1937
100	1307 6917 2860 5156
101	3129 6698 125 7659
102	8243 5309 761 4588
103	6278 6407 6863 2840
104	6955 1603 321 3868
105	3837 4719 4663 6725
106	1093 124 2044 5666
107	5054 6826 8393 2606
108	4091 6431 1525 8901
109	205 8302 3433 5746
110	6591 6482 7718 1622
111	5133 325 3923 4859
112	4390 2649 3615 7441
113	1617 2202 5021 5739
114	907 8697 2402 5948
115	6887 8772 8828 5647
116	6740 3418 6340 8342
117	682 2268 2409 6843
118	4695 1274 6193 4513
119	7957 1743 1985 3209
120	530 6032 5029 4173
121	2716 3223 5959 1266
122	7794 2103 5589 1244
123	1484 5324 886 8000
124	1308 3006 1258 8567
125	8600 2202 3905 827
126	5287 3151 4841 7221
127	5872 1353 6414 716
128	585 7895 993 155
129	2117 4956 2976 2952
130	5302 4698 2153 3585
131	2773 2157 2532 4282
132	1796 8993 8268 2628
133	4076 4953 7013 8208
134	6205 2337 3415 939
135	4254 4105 349 6019
136	1700 266 6695 1695
137	5828 8784 682 6730
138	6077 5258 8379 5133
139	4365 2552 1332 8484
140	3718 7175 4368 4990
141	1992 3584 7670 6139
142	1624 4567 5481 7609
143	4543 977 8625 3675
144	8012 247 3939 4200
145	2474 7410 6945 4796
146	7906 1646 4697 3701
147	7582 3383 1730 604
148	6278 5528 4941 5964
149	5118 3751 5974 5488
150	6534 1800 5152 8566
151	3109 8293 8033 4444
152	2575 3307 3647 3306
153	2565 4633 4995 4901
154	2240 6706 3365 6645
155	5785 6878 1910 720
156	2661 727 3012 4661
157	154 2994 2705 4471
158	943 5409 6343 6815
159	2673 8066 3407 279
160	6644 166 2513 5761
161	5945 279 6989 462
162	3720 1874 6921 8650
163	1504 7672 3733 5004
164	5940 1523 2915 7933
165	1200 442 7548 3365
166	5331 2345 7043 2437
167	4769 881 4044 8494
168	5826 7777 295 8570
169	905 7798 4528 3983
170	6174 5017 5902 1879
171	6869 4646 6268 4185
172	7094 5460 8840 8837
173	1152 5420 535 3770
174	3836 772 7109 2618
175	5763 4812 3955 2634
176	8589 1911 1251 4881
177	8485 1014 632 4301
178	4617 4988 2334 5012
179	4835 6046 5389 7942
180	4637 5447 8783 3084
181	6523 4472 4184 5950
182	7681 7672 8075 7813
183	922 4873 6451 4529
184	7641 7833 4228 3140
185	5446 1540 1674 5139
186	6730 1414 494 7658
187	1722 5395 3971 7747
188	2365 3668 3393 3006
189	7190 8293 845 8739
190	2334 5932 489 5537
191	1034 1508 7560 43
192	1667 2581 3881 987
193	411 5357 773 5486
194	2330 1195 5436 5646
195	4540 4680 1156 8647
196	6714 1352 3203 8520
197	2569 3073 5761 7506
