Course	Room	Teacher	Time	Students
1	84	981	5	689 814 
2	757	1912	5	
3	757	1828	6	2662 
4	757	302	7	
5	239	82	1	
6	84	2171	4	396 
7	166	1350	7	158 911 1156 1309 
8	84	1749	6	865 920 
9	166	1909	8	809 1761 2063 2279 
10	166	2563	9	780 1570 2715 2952 
11	757	2697	8	946 
12	461	2449	6	882 2757 2904 
13	166	3233	10	148 670 1361 1867 
14	84	757	7	1195 1766 
15	461	1930	7	25 1461 2552 
16	757	1531	9	2999 
17	170	1312	1	354 1565 1676 2409 
18	239	960	2	
19	461	1787	8	381 1311 2550 
20	239	2170	3	
21	239	3077	4	
22	239	2931	5	
23	757	295	10	2133 
24	84	2240	8	793 2289 
25	777	43	1	8 
26	239	2608	6	
27	84	1263	9	1236 2815 
28	84	601	10	472 907 
29	766	905	1	324 
30	777	2439	2	2727 
31	777	2169	3	789 
32	777	490	4	1063 
33	766	313	2	1088 2284 
34	777	1270	5	
35	239	3442	7	
36	766	2715	3	2168 2796 
37	461	1042	9	1895 2744 
38	239	516	8	
39	461	720	10	444 2797 
40	111	2771	1	445 556 1603 
41	766	2933	5	1173 2468 
42	766	859	4	1011 1800 
43	766	2457	6	1618 
44	777	3457	6	148 
45	239	481	9	
46	766	258	7	1771 1950 
47	766	1136	8	10 265 
48	239	1683	10	
49	910	908	1	
50	766	11	9	576 
51	910	630	2	
52	910	81	3	
53	910	2511	4	
54	777	2305	7	619 
55	766	3017	10	344 1899 
56	111	3449	2	658 1922 2370 
57	111	1183	3	413 445 928 
58	111	878	4	237 1812 
59	170	1903	2	105 484 1780 1969 
60	111	3102	5	803 1610 
61	777	1831	8	1121 
62	777	1085	9	1267 
63	971	1688	1	594 
64	111	998	6	1483 2004 2918 
65	971	643	2	1847 2536 
66	910	1736	5	
67	777	50	10	2340 
68	35	1212	1	
69	170	1981	3	495 1492 1989 2648 
70	111	1623	7	47 451 2031 
71	910	873	6	
72	971	3094	3	630 
73	111	715	8	295 370 1929 
74	35	154	2	2312 
75	971	1594	4	819 2135 
76	971	2252	5	921 1342 
77	910	917	7	
78	971	2247	6	2076 
79	910	3087	8	
80	971	1719	7	102 2728 
81	910	58	9	
82	170	48	4	991 1453 1751 2026 
83	971	861	8	1045 2115 
84	971	9	9	390 1059 
85	111	234	9	867 1021 1145 
86	35	2245	3	2443 
87	910	2547	10	
88	684	834	1	
89	35	2895	4	2723 
90	35	999	5	
91	111	1845	10	1692 2217 2775 
92	485	2547	1	785 1956 2634 
93	684	2885	2	
94	35	3329	6	2150 
95	971	1403	10	1054 1220 
96	35	1571	7	
97	170	1547	5	118 240 517 2523 
98	35	807	8	1462 
99	35	704	9	322 
100	684	3174	3	
101	648	2755	1	2201 2716 
102	648	1944	2	1568 2091 
103	684	138	4	
104	648	3059	3	522 
105	96	3135	9	741 2270 2584 2601 2692 
106	684	1256	6	
107	684	18	5	
108	35	1836	10	
109	144	656	1	1528 
110	144	258	2	2630 
111	648	1061	4	1024 
112	648	753	5	146 994 
113	144	3259	3	994 
114	648	2132	6	1395 2509 
115	144	2183	4	2894 
116	648	300	7	2538 2606 
117	144	141	5	665 
118	648	2775	8	1794 2452 
119	684	1984	8	
120	485	2461	2	599 2637 2985 
121	144	710	6	2900 
122	684	3007	7	
123	485	238	3	628 1550 1746 
124	170	2429	6	124 1205 1251 1978 
125	648	2100	9	591 1769 
126	144	1820	7	
127	648	830	10	559 2277 
128	684	1670	9	
129	684	479	10	
130	142	1331	1	178 1367 
131	142	1721	2	172 2099 
132	144	3122	8	2621 
133	485	1776	4	102 481 547 
134	144	1200	9	995 
135	144	2675	10	
136	170	1841	7	411 1150 1481 2672 
137	64	2895	1	
138	142	1339	3	386 810 
139	485	709	5	1119 1855 
140	153	1667	1	
141	142	742	4	117 2620 
142	153	1131	2	1613 
143	64	2472	2	
144	64	3425	3	
145	153	779	3	376 
146	142	1740	5	62 2055 
147	64	3070	4	
148	142	3223	6	398 2083 
149	153	2409	4	
150	153	3020	5	791 
151	170	590	8	213 1266 2720 2909 
152	142	2164	7	567 942 
153	96	429	10	1246 1402 1711 2088 2146 
154	153	112	7	613 
155	64	3093	5	
156	153	58	6	2129 
157	153	2852	8	
158	485	3486	6	387 397 1773 
159	485	94	7	892 1316 2384 
160	64	2042	7	
161	153	626	9	819 
162	153	363	10	1468 
