Students	3000
1	1478 3943 3752 4779
2	5339 209 3847 6170
3	6753 5706 386 3736
4	6634 1174 3375 5049
5	3927 1505 1375 6074
6	1952 2102 5126 6732
7	1530 2650 4929 4104
8	5366 634 5388 9
9	75 6388 5797 6923
10	6984 5918 3635 2467
11	7200 4209 1510 1127
12	6657 3878 1873 3152
13	3949 4138 2423 3092
14	2221 6076 3947 4181
15	1506 5636 5206 5255
16	4399 3763 2155 7497
17	5369 2509 3435 1685
18	5304 4142 2689 3463
19	1927 1265 5181 6353
20	2550 4512 7768 1720
21	567 1645 2037 2833
22	4308 1894 4984 5680
23	6900 4605 6721 6794
24	4212 4890 5259 2294
25	1389 6800 7477 2484
26	2827 6957 3933 6179
27	613 1671 683 7493
28	490 3912 6912 1920
29	5575 3514 6626 6468
30	6612 1437 5403 6362
31	4929 2470 3150 6027
32	7158 489 6677 7899
33	690 1133 3888 7969
34	774 1935 6415 275
35	3937 5542 6049 4011
36	7166 423 581 2111
37	4198 4595 5235 2583
38	602 5370 5401 380
39	691 4464 1537 6873
40	3019 6158 6906 241
41	237 385 6134 5106
42	5010 1006 4627 5158
43	3655 7227 4922 1194
44	1055 6679 7421 5924
45	3615 4552 5158 2209
46	3660 7085 7041 5208
47	6381 1383 2908 758
48	7664 2988 4927 1459
49	3563 6723 3058 1164
50	6775 4486 3855 6487
51	1964 7882 3937 6490
52	7466 2542 2434 6746
53	5767 5979 5077 766
54	4697 1802 7115 3358
55	3794 489 1423 7405
56	7490 6072 7205 101
57	1224 546 6289 615
58	6194 4251 7560 4093
59	6140 5702 6638 7759
60	1377 4189 4992 615
61	4440 3165 5740 6914
62	2565 4826 4044 5495
63	4104 4066 6058 3534
64	5646 3175 3715 5705
65	1516 4080 1182 2932
66	2572 6078 4794 7294
67	2461 7802 3924 1423
68	2047 5370 7881 7514
69	2634 5524 6165 6304
70	5229 2963 6805 6964
71	931 3637 819 7471
72	6038 7566 3011 1814
73	3492 5632 5288 1299
74	3470 3131 1635 5631
75	1409 3765 1030 2527
76	3412 2806 7377 1079
77	6210 3672 5374 243
78	1744 3086 1888 1718
79	4679 1830 7484 3660
80	3112 5000 2307 1372
81	4243 4501 6359 2225
82	557 611 4670 6993
83	6155 839 5036 706
84	259 5756 2355 6707
85	5824 2166 5668 3261
86	6992 5863 2291 1660
87	2165 1912 6883 7083
88	5423 6854 610 546
89	4477 4538 7876 6066
90	4247 7560 499 3166
91	4327 4787 907 2056
92	2183 1732 6428 4076
93	7132 2899 5416 3584
94	7213 4639 6535 1379
95	5528 963 2699 7583
96	982 5430 2868 2941
97	363 376 2121 450
98	5123 7822 7270 2773
99	3056 6406 69 915
100	7330 2371 5115 6063
101	1288 7148 1394 2515
102	2316 5471 7725 4308
103	2409 6720 7811 6099
104	4383 3401 3161 6228
105	5668 303 2766 2613
106	2130 2157 2248 7630
107	7303 1687 5509 5543
108	3911 5474 6045 6079
109	7716 282 4642 718
110	4966 330 627 2273
111	3428 2074 5161 2800
112	5717 1423 6913 3178
113	4173 1796 5004 2636
114	5557 5517 1419 503
